Unnamed: 0,payloadId,sequenceRank,tourId,payloadType,requestType,locationZone,estimatedTimeOfArrivalInSec,arrivalTimeWindowInSecLower,arrivalTimeWindowInSecUpper,operationDurationInSec,locationX,locationY,mesoZone,buyerNAICS,sellerNAICS,weightInKg,deliveryType,fleetType,operationDurationInSecOG
5.0,61-db2b1,0,b2b-1,mfr_goods,loading,530610533012,24600,0,0,0,-122.32617546189218,48.26118234371266,530610533012.0,,,441.34537601,delivery-only,,0
6.0,18941865,1,b2b-1,mfr_goods,unloading,530330228033,32220,24600,93600,480,-122.13221291129275,47.6375422036412,530330228033.0,517110,315000,110.22294591,delivery-only,private,480
7.0,18839335,2,b2b-1,mfr_goods,unloading,530330292061,34020,24600,93600,660,-122.23337551760254,47.43214419426849,530330292061.0,425000,315000,220.44589182,delivery-only,private,660
8.0,24443,3,b2b-1,mfr_goods,unloading,530330073003,35820,24600,93600,840,-122.33543668934716,47.62197506023836,530330073003.0,624100,315000,110.67653828,delivery-only,private,840
9.0,61-db2b1-,4,b2b-1,mfr_goods,loading,530610533012,43380,0,0,0,-122.32617546189218,48.26118234371266,530610533012.0,,,0.0,delivery-only,,0
161.0,61-db2b28,0,b2b-28,mfr_goods,loading,530610420051,31800,0,0,0,-122.28740046089591,47.88737756293772,530610420051.0,,,552.02191429,delivery-only,,0
162.0,319806,1,b2b-28,mfr_goods,unloading,530330072003,34860,31800,93600,1140,-122.34571175966006,47.618105030530536,530330072003.0,425000,315000,110.67653828,delivery-only,private,1140
163.0,285447,2,b2b-28,mfr_goods,unloading,530330262001,36960,31800,93600,660,-122.23113172263658,47.47157274548945,530330262001.0,517210,315000,110.22294591,delivery-only,private,660
164.0,360856,3,b2b-28,mfr_goods,unloading,530330255003,38220,31800,93600,1080,-122.17517981460341,47.499744925362315,530330255003.0,811300,315000,110.67653828,delivery-only,private,1080
165.0,226030,4,b2b-28,mfr_goods,unloading,530330237001,40680,31800,93600,600,-122.15773991004822,47.624357330049044,530330237001.0,711100,315000,220.44589182,delivery-only,private,600
166.0,61-db2b28-,5,b2b-28,mfr_goods,loading,530610420051,45180,0,0,0,-122.28740046089591,47.88737756293772,530610420051.0,,,0.0,delivery-only,,0
189.0,61-db2b34,0,b2b-34,mfr_goods,loading,530610420051,31800,0,0,0,-122.28740046089591,47.88737756293772,530610420051.0,,,332.02961484,delivery-only,,0
190.0,228326,1,b2b-34,mfr_goods,unloading,530530726032,39900,31800,115200,960,-122.77382693312865,47.188210163000925,530670101002.0,532400,315000,332.02961484,delivery-only,private,960
191.0,61-db2b34-,2,b2b-34,mfr_goods,loading,530610420051,51420,0,0,0,-122.28740046089591,47.88737756293772,530610420051.0,,,0.0,delivery-only,,0
243.0,61-db2b46,0,b2b-46,mfr_goods,loading,530530729061,41400,0,0,0,-122.5544249277511,47.049137874735855,530419710003.0,,,108.8621688,delivery-only,,0
244.0,649023,1,b2b-46,mfr_goods,unloading,530610519183,50100,41400,93600,720,-122.217256740482,47.79125810772646,530610519183.0,813100,315000,108.8621688,delivery-only,private,720
245.0,61-db2b46-,2,b2b-46,mfr_goods,loading,530530729061,58920,0,0,0,-122.5544249277511,47.049137874735855,530419710003.0,,,0.0,delivery-only,,0
363.0,61-db2b67,0,b2b-67,mfr_goods,loading,530610510001,46200,0,0,0,-122.33003470389266,47.79657905214585,530610510001.0,,,553.3826914,delivery-only,,0
364.0,5827413,1,b2b-67,mfr_goods,unloading,530530729061,54900,46200,115200,660,-122.5544249277511,47.049137874735855,530670108005.0,623B00,314120,332.02961484,delivery-only,private,660
365.0,1805992,2,b2b-67,mfr_goods,unloading,530530726023,61020,46200,115200,480,-122.81375781184049,47.26489576985024,530459607002.0,624100,314120,110.67653828,delivery-only,private,480
366.0,5824691,3,b2b-67,mfr_goods,unloading,530530726032,61860,46200,115200,900,-122.77382693312865,47.188210163000925,530670122121.0,624100,314120,110.67653828,delivery-only,private,900
367.0,61-db2b67-,4,b2b-67,mfr_goods,loading,530610510001,69780,0,0,0,-122.33003470389266,47.79657905214585,530610510001.0,,,0.0,delivery-only,,0
378.0,61-db2b70,0,b2b-70,mfr_goods,loading,530610537001,52800,0,0,0,-121.31300181346782,48.04698207479564,530630122001.0,,,20109.564131580002,delivery-only,,0
379.0,2041940,1,b2b-70,mfr_goods,unloading,530610528032,59760,52800,93600,4740,-122.16741097738198,48.118538278551995,530610528032.0,327390,327390,20109.564131580002,delivery-only,private,4740
380.0,61-db2b70-,2,b2b-70,mfr_goods,loading,530610537001,70560,0,0,0,-121.31300181346782,48.04698207479564,530630122001.0,,,0.0,delivery-only,,0
384.0,61-db2b72,0,b2b-72,mfr_goods,loading,530610528032,23400,0,0,0,-122.17852833880164,48.11758183627731,530610528032.0,,,20088.24529019,delivery-only,,0
385.0,2062907,1,b2b-72,mfr_goods,unloading,530530714063,35880,23400,93600,4680,-122.36276944758382,47.08692979663722,530530714063.0,230301,327390,20088.24529019,delivery-only,private,4680
386.0,61-db2b72-,2,b2b-72,mfr_goods,loading,530610528032,51540,0,0,0,-122.17852833880164,48.11758183627731,530610528032.0,,,0.0,delivery-only,,0
387.0,61-db2b73,0,b2b-73,mfr_goods,loading,530610528032,12000,0,0,0,-122.17852833880164,48.11758183627731,530610528032.0,,,20187.58201922,delivery-only,,0
388.0,2065453,1,b2b-73,mfr_goods,unloading,530330323132,18300,12000,93600,3360,-122.10591482910512,47.67704190225274,530330323132.0,230301,327390,20187.58201922,delivery-only,private,3360
389.0,61-db2b73-,2,b2b-73,mfr_goods,loading,530610528032,26100,0,0,0,-122.17852833880164,48.11758183627731,530610528032.0,,,0.0,delivery-only,,0
592.0,61-db2b108,0,b2b-108,mfr_goods,loading,530610519252,36600,0,0,0,-122.20212253509658,47.79611791900395,530610519252.0,,,120.65557042,delivery-only,,0
593.0,27381680,1,b2b-108,mfr_goods,unloading,530330067001,38940,36600,93600,540,-122.34043812608212,47.6282130802853,530330067001.0,621400,325414,96.16158244,delivery-only,private,540
594.0,18963642,2,b2b-108,mfr_goods,unloading,530330035002,42420,36600,93600,1020,-122.35354111898478,47.6747044177542,530330035002.0,621300,325414,24.49398798,delivery-only,private,1020
595.0,61-db2b108-,3,b2b-108,mfr_goods,loading,530610519252,45000,0,0,0,-122.20212253509658,47.79611791900395,530610519252.0,,,0.0,delivery-only,,0
596.0,61-db2b109,0,b2b-109,mfr_goods,loading,530610519252,36600,0,0,0,-122.20212253509658,47.79611791900395,530610519252.0,,,217.7243376,delivery-only,,0
597.0,18976117,1,b2b-109,mfr_goods,unloading,530330240001,38640,36600,93600,720,-122.18852354805664,47.622907789127524,530330240001.0,621300,325414,24.49398798,delivery-only,private,720
598.0,27449680,2,b2b-109,mfr_goods,unloading,530530614003,39360,36600,93600,1140,-122.44354662809631,47.24791272432884,530530614003.0,621200,325414,24.04039561,delivery-only,private,1140
599.0,27453452,3,b2b-109,mfr_goods,unloading,530530725072,41340,36600,93600,300,-122.58691549686085,47.32332765496659,530530725072.0,621200,325414,24.04039561,delivery-only,private,300
600.0,27514595,4,b2b-109,mfr_goods,unloading,530530617001,43020,36600,93600,300,-122.44371499389827,47.23610676202692,530530617001.0,621300,325414,48.98797596,delivery-only,private,300
601.0,27410339,5,b2b-109,mfr_goods,unloading,530330303132,45480,36600,93600,1080,-122.32003155708712,47.29381679426923,530330303132.0,621400,325414,24.04039561,delivery-only,private,1080
602.0,27382260,6,b2b-109,mfr_goods,unloading,530330067001,48480,36600,93600,720,-122.34043812608212,47.6282130802853,530330067001.0,621400,325414,72.12118683,delivery-only,private,720
603.0,61-db2b109-,7,b2b-109,mfr_goods,loading,530610519252,53160,0,0,0,-122.20212253509658,47.79611791900395,530610519252.0,,,0.0,delivery-only,,0
636.0,61-db2b116,0,b2b-116,mfr_goods,loading,530610418052,38400,0,0,0,-122.22335390032104,47.908115967050165,530610418052.0,,,1186.5976399200001,delivery-only,,0
637.0,3742429,1,b2b-116,mfr_goods,unloading,530610519222,39720,38400,93600,480,-122.22066187480286,47.8024959045797,530610519222.0,333414,339990,131.99537967,delivery-only,private,480
638.0,4334175,2,b2b-116,mfr_goods,unloading,530330219041,41220,38400,93600,360,-122.16539314142561,47.7136533302067,530330219041.0,335312,339990,527.98151868,delivery-only,private,360
639.0,3724034,3,b2b-116,mfr_goods,unloading,530610519222,46560,38400,93600,840,-122.22066187480286,47.8024959045797,530610519222.0,333414,339990,131.99537967,delivery-only,private,840
640.0,3630171,4,b2b-116,mfr_goods,unloading,530610521042,49020,38400,93600,660,-122.14824406195905,47.9423190269844,530610521042.0,114000,339990,394.62536190000003,delivery-only,private,660
641.0,61-db2b116-,5,b2b-116,mfr_goods,loading,530610418052,53340,0,0,0,-122.22335390032104,47.908115967050165,530610418052.0,,,0.0,delivery-only,,0
647.0,61-db2b118,0,b2b-118,mfr_goods,loading,530610418052,38400,0,0,0,-122.22335390032104,47.908115967050165,530610418052.0,,,395.98613901000004,delivery-only,,0
648.0,4314653,1,b2b-118,mfr_goods,unloading,530330219041,40740,38400,93600,900,-122.16539314142561,47.7136533302067,530330219041.0,335312,339990,263.99075934,delivery-only,private,900
649.0,3731923,2,b2b-118,mfr_goods,unloading,530610519222,43800,38400,93600,1080,-122.22066187480286,47.8024959045797,530610519222.0,333414,339990,131.99537967,delivery-only,private,1080
650.0,61-db2b118-,3,b2b-118,mfr_goods,loading,530610418052,45780,0,0,0,-122.22335390032104,47.908115967050165,530610418052.0,,,0.0,delivery-only,,0
756.0,61-db2b142,0,b2b-142,mfr_goods,loading,530610418052,14400,0,0,0,-122.22335390032104,47.908115967050165,530610418052.0,,,527.98151868,delivery-only,,0
757.0,4318491,1,b2b-142,mfr_goods,unloading,530330219041,17940,14400,93600,540,-122.16539314142561,47.7136533302067,530330219041.0,335312,339990,395.98613901000004,delivery-only,private,540
758.0,3724607,2,b2b-142,mfr_goods,unloading,530610519222,22440,14400,93600,780,-122.22066187480286,47.8024959045797,530610519222.0,333414,339990,131.99537967,delivery-only,private,780
759.0,61-db2b142-,3,b2b-142,mfr_goods,loading,530610418052,24120,0,0,0,-122.22335390032104,47.908115967050165,530610418052.0,,,0.0,delivery-only,,0
821.0,61-db2b156,0,b2b-156,mfr_goods,loading,530610418052,46800,0,0,0,-122.22335390032104,47.908115967050165,530610418052.0,,,263.0835746,delivery-only,,0
822.0,3637361,1,b2b-156,mfr_goods,unloading,530610521042,49020,46800,93600,720,-122.14824406195905,47.9423190269844,530610521042.0,114000,339990,263.0835746,delivery-only,private,720
823.0,61-db2b156-,2,b2b-156,mfr_goods,loading,530610418052,52680,0,0,0,-122.22335390032104,47.908115967050165,530610418052.0,,,0.0,delivery-only,,0
913.0,61-db2b177,0,b2b-177,mfr_goods,loading,530530729061,35400,0,0,0,-122.5544249277511,47.049137874735855,530419708004.0,,,920.7925111000001,delivery-only,,0
914.0,3651177,1,b2b-177,mfr_goods,unloading,530610535071,47940,35400,93600,300,-122.135309142471,48.18073648951671,530610535071.0,339990,339990,920.7925111000001,delivery-only,private,300
915.0,61-db2b177-,2,b2b-177,mfr_goods,loading,530530729061,64800,0,0,0,-122.5544249277511,47.049137874735855,530419708004.0,,,0.0,delivery-only,,0
925.0,61-db2b181,0,b2b-181,mfr_goods,loading,530610413042,18600,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,658.1625288700001,delivery-only,,0
926.0,14441058,1,b2b-181,mfr_goods,unloading,530330292061,20100,18600,93600,420,-122.23209934406233,47.40271645996922,530330292061.0,424200,339990,394.62536190000003,delivery-only,private,420
927.0,4168081,2,b2b-181,mfr_goods,unloading,530330080021,23280,18600,93600,660,-122.34333781121695,47.612585042476944,530330080021.0,327200,339990,131.99537967,delivery-only,private,660
928.0,3690638,3,b2b-181,mfr_goods,unloading,530610418111,26760,18600,93600,720,-122.24489174573652,47.8772876693853,530610418111.0,423600,339990,131.5417873,delivery-only,private,720
929.0,61-db2b181-,4,b2b-181,mfr_goods,loading,530610413042,27720,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
934.0,61-db2b183,0,b2b-183,mfr_goods,loading,530610413042,18600,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,526.6207415700001,delivery-only,,0
935.0,14437912,1,b2b-183,mfr_goods,unloading,530330292061,20100,18600,93600,540,-122.23209934406233,47.40271645996922,530330292061.0,424200,339990,263.0835746,delivery-only,private,540
936.0,4170248,2,b2b-183,mfr_goods,unloading,530330080021,22440,18600,93600,360,-122.34333781121695,47.612585042476944,530330080021.0,327200,339990,131.99537967,delivery-only,private,360
937.0,3688411,3,b2b-183,mfr_goods,unloading,530610418111,25620,18600,93600,480,-122.24489174573652,47.8772876693853,530610418111.0,423600,339990,131.5417873,delivery-only,private,480
938.0,61-db2b183-,4,b2b-183,mfr_goods,loading,530610413042,26340,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
1047.0,61-db2b205,0,b2b-205,mfr_goods,loading,530610413042,35400,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,659.06971361,delivery-only,,0
1048.0,14422389,1,b2b-205,mfr_goods,unloading,530330292061,36600,35400,93600,840,-122.23209934406233,47.40271645996922,530330292061.0,424200,339990,131.5417873,delivery-only,private,840
1049.0,18074396,2,b2b-205,mfr_goods,unloading,530330283003,37560,35400,93600,960,-122.2527596114022,47.428382487102446,530330283003.0,33399B,339990,131.99537967,delivery-only,private,960
1050.0,4183924,3,b2b-205,mfr_goods,unloading,530330080021,39540,35400,93600,360,-122.34333781121695,47.612585042476944,530330080021.0,327200,339990,131.99537967,delivery-only,private,360
1051.0,14045303,4,b2b-205,mfr_goods,unloading,530330054002,40260,35400,93600,420,-122.3442563694552,47.64888507169693,530330054002.0,711100,339990,131.5417873,delivery-only,private,420
1052.0,4198612,5,b2b-205,mfr_goods,unloading,530330027004,41040,35400,93600,1020,-122.34355875032789,47.68835296848708,530330027004.0,423900,339990,131.99537967,delivery-only,private,1020
1053.0,61-db2b205-,6,b2b-205,mfr_goods,loading,530610413042,44700,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
1067.0,61-db2b209,0,b2b-209,mfr_goods,loading,530610413042,35400,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,527.52792631,delivery-only,,0
1068.0,14438882,1,b2b-209,mfr_goods,unloading,530330292061,36600,35400,93600,840,-122.23209934406233,47.40271645996922,530330292061.0,424200,339990,131.5417873,delivery-only,private,840
1069.0,18050525,2,b2b-209,mfr_goods,unloading,530330283003,37560,35400,93600,660,-122.2527596114022,47.428382487102446,530330283003.0,33399B,339990,263.99075934,delivery-only,private,660
1070.0,4166065,3,b2b-209,mfr_goods,unloading,530330080021,39900,35400,93600,1140,-122.34333781121695,47.612585042476944,530330080021.0,327200,339990,131.99537967,delivery-only,private,1140
1071.0,61-db2b209-,4,b2b-209,mfr_goods,loading,530610413042,44460,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
1203.0,61-db2b234,0,b2b-234,mfr_goods,loading,530610413042,18000,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,527.52792631,delivery-only,,0
1204.0,14431248,1,b2b-234,mfr_goods,unloading,530330292061,19200,18000,93600,1140,-122.23209934406233,47.40271645996922,530330292061.0,424200,339990,131.5417873,delivery-only,private,1140
1205.0,18030908,2,b2b-234,mfr_goods,unloading,530330283003,20460,18000,93600,360,-122.2527596114022,47.428382487102446,530330283003.0,33399B,339990,263.99075934,delivery-only,private,360
1206.0,4177420,3,b2b-234,mfr_goods,unloading,530330080021,22320,18000,93600,1200,-122.34333781121695,47.612585042476944,530330080021.0,327200,339990,131.99537967,delivery-only,private,1200
1207.0,61-db2b234-,4,b2b-234,mfr_goods,loading,530610413042,26940,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
1208.0,61-db2b235,0,b2b-235,mfr_goods,loading,530610413042,18000,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,1714.5791586,delivery-only,,0
1209.0,14450834,1,b2b-235,mfr_goods,unloading,530330292061,19200,18000,93600,900,-122.23209934406233,47.40271645996922,530330292061.0,424200,339990,263.0835746,delivery-only,private,900
1210.0,18058368,2,b2b-235,mfr_goods,unloading,530330283003,20520,18000,93600,1080,-122.2527596114022,47.428382487102446,530330283003.0,33399B,339990,1187.95841703,delivery-only,private,1080
1211.0,4167529,3,b2b-235,mfr_goods,unloading,530330080021,29820,18000,93600,1080,-122.34333781121695,47.612585042476944,530330080021.0,327200,339990,131.99537967,delivery-only,private,1080
1212.0,3690032,4,b2b-235,mfr_goods,unloading,530610418111,33720,18000,93600,780,-122.24489174573652,47.8772876693853,530610418111.0,423600,339990,131.5417873,delivery-only,private,780
1213.0,61-db2b235-,5,b2b-235,mfr_goods,loading,530610413042,34740,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
1274.0,61-db2b250,0,b2b-250,mfr_goods,loading,530610413042,20400,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,659.97689835,delivery-only,,0
1275.0,8509677,1,b2b-250,mfr_goods,unloading,530330265003,25500,20400,93600,300,-122.33227461852746,47.506977449491714,530330265003.0,230301,339990,131.99537967,delivery-only,private,300
1276.0,8236414,2,b2b-250,mfr_goods,unloading,530330305011,27240,20400,93600,1020,-122.22927341822994,47.34467047839964,530330305011.0,713900,339990,395.98613901000004,delivery-only,private,1020
1277.0,8504341,3,b2b-250,mfr_goods,unloading,530330265003,31980,20400,93600,540,-122.33227461852746,47.506977449491714,530330265003.0,230301,339990,131.99537967,delivery-only,private,540
1278.0,61-db2b250-,4,b2b-250,mfr_goods,loading,530610413042,37020,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
1340.0,61-db2b265,0,b2b-265,mfr_goods,loading,530530726032,37200,0,0,0,-122.77382693312865,47.188210163000925,530670105101.0,,,394.62536190000003,delivery-only,,0
1341.0,8640696,1,b2b-265,mfr_goods,unloading,530610519222,44880,37200,93600,1140,-122.20849656386918,47.80464167473558,530610519222.0,335314,339990,394.62536190000003,delivery-only,private,1140
1342.0,61-db2b265-,2,b2b-265,mfr_goods,loading,530530726032,55140,0,0,0,-122.77382693312865,47.188210163000925,530670105101.0,,,0.0,delivery-only,,0
1411.0,61-db2b278,0,b2b-278,mfr_goods,loading,530610413042,27000,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,395.07895427,delivery-only,,0
1412.0,14444298,1,b2b-278,mfr_goods,unloading,530330292061,28200,27000,93600,480,-122.23209934406233,47.40271645996922,530330292061.0,424200,339990,131.5417873,delivery-only,private,480
1413.0,4226940,2,b2b-278,mfr_goods,unloading,530330109001,30120,27000,93600,720,-122.30729539864076,47.530571740513395,530330109001.0,339990,339990,131.5417873,delivery-only,private,720
1414.0,4178749,3,b2b-278,mfr_goods,unloading,530330080021,31620,27000,93600,1080,-122.34333781121695,47.612585042476944,530330080021.0,327200,339990,131.99537967,delivery-only,private,1080
1415.0,61-db2b278-,4,b2b-278,mfr_goods,loading,530610413042,36120,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
1421.0,61-db2b280,0,b2b-280,mfr_goods,loading,530610413042,27000,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,395.07895427,delivery-only,,0
1422.0,14448758,1,b2b-280,mfr_goods,unloading,530330292061,28200,27000,93600,960,-122.23209934406233,47.40271645996922,530330292061.0,424200,339990,131.5417873,delivery-only,private,960
1423.0,4179078,2,b2b-280,mfr_goods,unloading,530330080021,30540,27000,93600,480,-122.34333781121695,47.612585042476944,530330080021.0,327200,339990,131.99537967,delivery-only,private,480
1424.0,14044136,3,b2b-280,mfr_goods,unloading,530330054002,31380,27000,93600,780,-122.3442563694552,47.64888507169693,530330054002.0,711100,339990,131.5417873,delivery-only,private,780
1425.0,61-db2b280-,4,b2b-280,mfr_goods,loading,530610413042,35220,0,0,0,-122.2450639119834,47.92334715174426,530610413042.0,,,0.0,delivery-only,,0
1489.0,61-db2b298,0,b2b-298,mfr_goods,loading,530610408002,29400,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,1187.95841703,delivery-only,,0
1490.0,8069237,1,b2b-298,mfr_goods,unloading,530330203005,32100,29400,93600,480,-122.34465194376484,47.774175771919296,530330203005.0,812200,339990,131.99537967,delivery-only,private,480
1491.0,3963298,2,b2b-298,mfr_goods,unloading,530530605002,37920,29400,93600,840,-122.46582652376695,47.27474010114,530530605002.0,336390,339990,923.96765769,delivery-only,private,840
1492.0,8789446,3,b2b-298,mfr_goods,unloading,530610517021,52500,29400,93600,480,-122.27802408934272,47.8258149941124,530610517021.0,423600,339990,131.99537967,delivery-only,private,480
1493.0,61-db2b298-,4,b2b-298,mfr_goods,loading,530610408002,54660,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1509.0,61-db2b303,0,b2b-303,mfr_goods,loading,530610408002,29400,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,791.9722780200001,delivery-only,,0
1510.0,3882099,1,b2b-303,mfr_goods,unloading,530530605002,37680,29400,93600,360,-122.46582652376695,47.27474010114,530530605002.0,336390,339990,659.97689835,delivery-only,private,360
1511.0,8794851,2,b2b-303,mfr_goods,unloading,530610517021,48660,29400,93600,420,-122.27802408934272,47.8258149941124,530610517021.0,423600,339990,131.99537967,delivery-only,private,420
1512.0,61-db2b303-,3,b2b-303,mfr_goods,loading,530610408002,50760,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1543.0,61-db2b310,0,b2b-310,mfr_goods,loading,530610408002,27000,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,2638.54681629,delivery-only,,0
1544.0,3765818,1,b2b-310,mfr_goods,unloading,530610533014,29220,27000,115200,1200,-122.37093627404924,48.2483017317002,530579408001.0,712000,339990,394.62536190000003,delivery-only,private,1200
1545.0,8559070,2,b2b-310,mfr_goods,unloading,530530728001,45480,27000,115200,420,-122.64899673245617,47.0992006395685,530670112003.0,611100,339990,2243.9214543900002,delivery-only,private,420
1546.0,61-db2b310-,3,b2b-310,mfr_goods,loading,530610408002,70740,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1572.0,61-db2b317,0,b2b-317,mfr_goods,loading,530610408002,27000,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,791.9722780200001,delivery-only,,0
1573.0,8191785,1,b2b-317,mfr_goods,unloading,530330292061,33240,27000,93600,480,-122.22299556451529,47.403327228350754,530330292061.0,424400,339990,791.9722780200001,delivery-only,private,480
1574.0,61-db2b317-,2,b2b-317,mfr_goods,loading,530610408002,42780,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1593.0,61-db2b323,0,b2b-323,mfr_goods,loading,530610408002,27000,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,1715.93993571,delivery-only,,0
1594.0,8085282,1,b2b-323,mfr_goods,unloading,530330203005,29400,27000,93600,480,-122.34465194376484,47.774175771919296,530330203005.0,812200,339990,131.99537967,delivery-only,private,480
1595.0,3836244,2,b2b-323,mfr_goods,unloading,530530605002,35220,27000,93600,780,-122.46582652376695,47.27474010114,530530605002.0,336390,339990,1583.9445560400002,delivery-only,private,780
1596.0,61-db2b323-,3,b2b-323,mfr_goods,loading,530610408002,57180,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1622.0,61-db2b332,0,b2b-332,mfr_goods,loading,530610408002,27000,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,791.9722780200001,delivery-only,,0
1623.0,3986076,1,b2b-332,mfr_goods,unloading,530530605002,34980,27000,93600,1200,-122.46582652376695,47.27474010114,530530605002.0,336390,339990,131.99537967,delivery-only,private,1200
1624.0,8004455,2,b2b-332,mfr_goods,unloading,530530712073,36180,27000,93600,360,-122.29311630218479,47.1629448453232,530530712073.0,4A0000,339990,131.99537967,delivery-only,private,360
1625.0,13640440,3,b2b-332,mfr_goods,unloading,530539400022,37500,27000,93600,480,-122.37360741740656,47.24055388366607,530539400022.0,811400,339990,131.99537967,delivery-only,private,480
1626.0,8189083,4,b2b-332,mfr_goods,unloading,530330292061,39720,27000,93600,720,-122.22299556451529,47.403327228350754,530330292061.0,424400,339990,395.98613901000004,delivery-only,private,720
1627.0,61-db2b332-,5,b2b-332,mfr_goods,loading,530610408002,48300,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1628.0,61-db2b333,0,b2b-333,mfr_goods,loading,530610408002,27000,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,1319.9537967,delivery-only,,0
1629.0,8192601,1,b2b-333,mfr_goods,unloading,530330292061,33240,27000,93600,720,-122.22299556451529,47.403327228350754,530330292061.0,424400,339990,1319.9537967,delivery-only,private,720
1630.0,61-db2b333-,2,b2b-333,mfr_goods,loading,530610408002,46980,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1640.0,61-db2b337,0,b2b-337,mfr_goods,loading,530610408002,30000,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,527.98151868,delivery-only,,0
1641.0,8792245,1,b2b-337,mfr_goods,unloading,530610517021,31980,30000,93600,1140,-122.27802408934272,47.8258149941124,530610517021.0,423600,339990,527.98151868,delivery-only,private,1140
1642.0,61-db2b337-,2,b2b-337,mfr_goods,loading,530610408002,36360,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1643.0,61-db2b338,0,b2b-338,mfr_goods,loading,530610408002,34800,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,527.98151868,delivery-only,,0
1644.0,8801414,1,b2b-338,mfr_goods,unloading,530610517021,36780,34800,93600,480,-122.27802408934272,47.8258149941124,530610517021.0,423600,339990,527.98151868,delivery-only,private,480
1645.0,61-db2b338-,2,b2b-338,mfr_goods,loading,530610408002,41280,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1649.0,61-db2b340,0,b2b-340,mfr_goods,loading,530610408002,34800,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,395.98613901000004,delivery-only,,0
1650.0,8800301,1,b2b-340,mfr_goods,unloading,530610517021,36780,34800,93600,540,-122.27802408934272,47.8258149941124,530610517021.0,423600,339990,395.98613901000004,delivery-only,private,540
1651.0,61-db2b340-,2,b2b-340,mfr_goods,loading,530610408002,41040,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1670.0,61-db2b346,0,b2b-346,mfr_goods,loading,530610408002,37200,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,1187.95841703,delivery-only,,0
1671.0,3865308,1,b2b-346,mfr_goods,unloading,530530605002,46380,37200,93600,480,-122.46614231828563,47.27476896509663,530530605002.0,336390,339990,1187.95841703,delivery-only,private,480
1672.0,61-db2b346-,2,b2b-346,mfr_goods,loading,530610408002,64680,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
1682.0,61-db2b350,0,b2b-350,mfr_goods,loading,530610408002,37200,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,527.98151868,delivery-only,,0
1683.0,8116806,1,b2b-350,mfr_goods,unloading,530330203005,40800,37200,93600,840,-122.34465194376484,47.774175771919296,530330203005.0,812200,339990,527.98151868,delivery-only,private,840
1684.0,61-db2b350-,2,b2b-350,mfr_goods,loading,530610408002,47280,0,0,0,-122.20740921411743,47.97867025191261,530610408002.0,,,0.0,delivery-only,,0
