carrierId,tourId,vehicleId,vehicleTypeId,warehouseZone,warehouseX,warehouseY,mesoZone,vehicleTypeIdOrig,vehicleIdOrig
6316243-2-hdv,b2b-17149,ft-92384d,ft-hdv-Dsl,530330305011,-122.22497924774048,47.32984769167292,530330305011.0,hdv_D_Diesel,b2b--c33-22559
6316243-2-hdv,b2b-17161,ft-fc7112,ft-hdv-Dsl,530330305011,-122.22497924774048,47.32984769167292,530330305011.0,hdv_D_Diesel,b2b--c33-22662
6316243-2-ld3,b2b-17164,ft-c15bec,ft-ld3-Gas,530330305011,-122.22497924774048,47.32984769167292,530330305011.0,ld3_G_Gasoline,b2b--c33-22822
6316243-2-ld3,b2b-17171,ft-f3ccdf,ft-ld3-Gas,530330305011,-122.22497924774048,47.32984769167292,530330305011.0,ld3_G_Gasoline,b2b--c33-22856
6337700-1-mdv,b2b-17184,ft-34184d,ft-mdv-Dsl,530330322103,-122.0148982206042,47.54409673016613,530330322103.0,mdv_D_Diesel,b2b--c33-22914
6337700-1-mdv,b2b-17193,ft-575602,ft-mdv-Dsl,530330322103,-122.0148982206042,47.54409673016613,530330322103.0,mdv_D_Diesel,b2b--c33-22961
7364879-1-mdv,b2b-17204,ft-ed6bc4,ft-mdv-Dsl,530330093003,-122.3341683939209,47.56744252470618,530330093003.0,mdv_D_Diesel,b2b--c33-22989
7365609-1-mdv,b2b-17205,ft-7f2a3f,ft-mdv-Dsl,530330058022,-122.37641931671328,47.63956554662544,530330058022.0,mdv_D_Diesel,b2b--c33-22991
7455924-1-mdv,b2b-17215,ft-f0027c,ft-mdv-Dsl,530330048003,-122.35830355154627,47.65404467259746,530330048003.0,mdv_D_Diesel,b2b--c33-23017
7455934-1-mdv,b2b-17218,ft-9a4485,ft-mdv-Dsl,530330109001,-122.30743137321157,47.531073759443466,530330109001.0,mdv_D_Diesel,b2b--c33-23052
7456053-1-mdv,b2b-17222,ft-a27f78,ft-mdv-Dsl,530330093003,-122.32025969530348,47.55415062938149,530330093003.0,mdv_D_Diesel,b2b--c33-23055
7456052-1-mdv,b2b-17224,ft-367f54,ft-mdv-Dsl,530330109002,-122.32247218785824,47.54704195339411,530330109002.0,mdv_D_Diesel,b2b--c33-23075
6442836-1-mdv,b2b-17240,ft-1fa86f,ft-mdv-Gas,530610533014,-122.37084123709289,48.248501113238994,530730105011.0,mdv_G_Gasoline,b2b--c33-23131
7442137-1-mdv,b2b-17243,ft-372136,ft-mdv-Dsl,530530732003,-122.23686164863837,46.78405482602736,410050229011.0,mdv_D_Diesel,b2b--c33-23138
6351519-2-hdt,b2b-17254,ft-ce8db7,ft-hdt-Dsl,530330093003,-122.32982761688224,47.56997095515498,530330093003.0,hdt_D_Diesel,b2b--c33-23175
6349673-1-hdt,b2b-17268,ft-0a980c,ft-hdt-Dsl,530330048003,-122.36271617938318,47.65675488500816,530330048003.0,hdt_D_Diesel,b2b--c33-23211
6354888-1-hdt,b2b-17272,ft-cf0578,ft-hdt-Dsl,530330035003,-122.3471905148583,47.66872582878922,530330035003.0,hdt_D_Diesel,b2b--c33-23216
7456120-5-hdt,b2b-17280,ft-854b3d,ft-hdt-Dsl,530330058022,-122.37629654421316,47.640244203505745,530330058022.0,hdt_D_Diesel,b2b--c33-23234
6368533-2-hdt,b2b-17283,ft-197818,ft-hdt-Dsl,530330093003,-122.33702311481734,47.57517098076726,530330093003.0,hdt_D_Diesel,b2b--c33-23239
6368533-2-hdt,b2b-17285,ft-4b8ced,ft-hdv-Dsl,530330093003,-122.33702311481734,47.57517098076726,530330093003.0,hdv_D_Diesel,b2b--c33-23243
6368533-1-hdt,b2b-17308,ft-ef17dc,ft-hdt-Dsl,530330093003,-122.33702311481734,47.57517098076726,530330093003.0,hdt_D_Diesel,b2b--c33-23297
7362699-1-mdv,b2b-17335,ft-dd2e00,ft-mdv-Dsl,530330323133,-122.09167957087176,47.66379879255975,530330323133.0,mdv_D_Diesel,b2b--c33-23387
6433709-1-hdt,b2b-17347,ft-8f8210,ft-hdt-Dsl,530530726032,-122.77367858556694,47.18841308427953,530670105101.0,hdt_D_Diesel,b2b--c33-23413
6433709-5-mdv,b2b-17359,ft-5fc249,ft-mdv-Gas,530530726032,-122.77367858556694,47.18841308427953,530670105101.0,mdv_G_Gasoline,b2b--c33-23471
6433709-3-ld1,b2b-17360,ft-1d96d0,ft-ld1-Gas,530530726032,-122.77367858556694,47.18841308427953,530670105101.0,ld1_G_Gasoline,b2b--c33-23473
