taz,parkingType,chargingPointType,housingType,propertyType,county,locationX,locationY,parkingZoneId,reservedFor,pricingModel,feeInCents,numStalls,timeRestrictions
,Public,NoCharger,non-res,,,-122.3238613,47.5977379,532777_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.341914,47.6178066,532782_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3566486,47.6193732,532783_3,Any,Block,200.0,1.0,Class2b3Vocational|17:00-21:59;Class456Vocational|17:00-21:59;Class78Vocational|17:00-21:59;Class78Tractor|17:00-21:59
,Public,NoCharger,non-res,,,-122.3318142,47.6222058,532784_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3411799,47.6206427,532793_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3318166,47.6226024,532795_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3300509,47.6177893,532799_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3535074,47.6178414,532805_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.339618,47.6261886,532806_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3340982,47.610622,532819_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3448711,47.6251067,532820_3,Any,Block,200.0,1.0,Class2b3Vocational|17:00-21:59;Class456Vocational|17:00-21:59;Class78Vocational|17:00-21:59;Class78Tractor|17:00-21:59
,Public,NoCharger,non-res,,,-122.3413993,47.6160995,532821_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3448647,47.619541,532826_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3408755,47.6275636,532832_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3352375,47.616014,532835_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3236356,47.5994262,532837_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3292655,47.6204635,532839_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3411222,47.6279293,532840_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.345137,47.6203112,532843_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3388792,47.6183231,532848_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3448726,47.6212349,532861_3,Any,Block,0.0,2.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3296147,47.6057192,532865_3,Any,Block,100.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3303178,47.6200093,532870_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3408729,47.6276731,532871_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3568208,47.6207645,532875_3,Any,Block,200.0,1.0,Class2b3Vocational|17:00-21:59;Class456Vocational|17:00-21:59;Class78Vocational|17:00-21:59;Class78Tractor|17:00-21:59
,Public,NoCharger,non-res,,,-122.3489796,47.6125752,532886_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3407144,47.6170939,532891_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3421738,47.6320712,532893_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3318004,47.6200549,532894_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3283508,47.6149957,532895_3,Any,Block,700.0,1.0,Class2b3Vocational|17:00-21:59;Class456Vocational|17:00-21:59;Class78Vocational|17:00-21:59;Class78Tractor|17:00-21:59
,Public,NoCharger,non-res,,,-122.3341892,47.6212911,532897_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3342005,47.6204274,532900_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3292545,47.6193415,532904_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3338486,47.6103496,532905_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3409525,47.6225154,532908_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3277515,47.6070641,532913_3,Any,Block,500.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3395013,47.6161474,532917_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3536515,47.6179465,532924_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3544498,47.61732,532929_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3451485,47.6194848,532931_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3421757,47.6318523,532935_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3404906,47.6155511,532945_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3272488,47.6048098,532948_3,Any,Block,500.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.322352,47.5981048,532955_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3411178,47.6257471,532963_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3411598,47.6242623,532967_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3409837,47.6203537,532968_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3392573,47.6150656,532971_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3238696,47.5997082,532972_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3519513,47.6143361,532981_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3409841,47.6203071,532982_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3411608,47.6241473,532987_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3421846,47.6307954,532989_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3318288,47.6213347,532991_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3408052,47.6168926,532994_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.339685,47.6202287,532995_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3223319,47.5970878,533000_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3392002,47.6162097,533005_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3497497,47.6130235,533011_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3512064,47.6139141,533012_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3527318,47.6148052,533015_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3299561,47.606092,533016_3,Any,Block,100.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.334906,47.6117509,533018_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3293555,47.6259927,533021_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.329363,47.626279,533029_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3423957,47.6317273,533040_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3305885,47.6181073,533055_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3566639,47.6200142,533056_3,Any,Block,200.0,1.0,Class2b3Vocational|17:00-21:59;Class456Vocational|17:00-21:59;Class78Vocational|17:00-21:59;Class78Tractor|17:00-21:59
,Public,NoCharger,non-res,,,-122.3543318,47.6172113,533059_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3411817,47.6204414,533060_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3328423,47.609482,533062_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3351901,47.6025789,533070_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3316224,47.6239993,533073_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3238589,47.5973165,533076_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3451372,47.6206217,533079_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.330492,47.6199788,533080_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.32257,47.6030629,533084_3,Any,Block,500.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3408675,47.6278922,533085_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3292516,47.6188518,533092_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3297001,47.6058124,533097_3,Any,Block,100.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3275022,47.6050869,533103_3,Any,Block,500.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3330571,47.6094841,533116_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3236355,47.5994563,533118_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3423993,47.6313016,533120_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3411661,47.6235536,533133_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3448447,47.6199386,533143_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3341988,47.620129,533147_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3396715,47.6193907,533156_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3501271,47.6130793,533159_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.350916,47.613524,533161_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.329229,47.6217578,533165_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3543823,47.6171722,533170_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3236586,47.5977567,533171_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3448576,47.6181489,533175_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3236537,47.596968,533177_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3421751,47.6319152,533178_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3449926,47.6267864,533179_3,Any,Block,200.0,1.0,Class2b3Vocational|17:00-21:59;Class456Vocational|17:00-21:59;Class78Vocational|17:00-21:59;Class78Tractor|17:00-21:59
,Public,NoCharger,non-res,,,-122.34859,47.6121699,533194_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3442239,47.6177846,533196_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3292543,47.6193127,533199_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3341978,47.619962,533205_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3448451,47.6204304,533212_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3421886,47.6303425,533221_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3393737,47.6174665,533223_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3327023,47.61413,533224_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3411161,47.6259329,533232_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3540915,47.6175975,533237_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3409398,47.6256972,533246_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3411108,47.6283935,533249_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3344452,47.6213924,533251_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.344132,47.6179344,533252_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3306433,47.6181397,533257_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3292686,47.6088948,533262_3,Any,Block,500.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3411614,47.6240802,533264_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3451484,47.6193944,533266_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3349343,47.6022589,533271_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3235798,47.6043807,533275_3,Any,Block,500.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3520124,47.6141975,533282_3,Any,Block,150.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3409842,47.6172535,533288_3,Any,Block,250.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3238609,47.5978609,533292_3,Any,Block,550.0,1.0,Class2b3Vocational|17:00-19:59;Class456Vocational|17:00-19:59;Class78Vocational|17:00-19:59;Class78Tractor|17:00-19:59
,Public,NoCharger,non-res,,,-122.3267075,47.6311811,533293_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3411662,47.6230933,533295_3,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
