taz,parkingType,chargingPointType,housingType,propertyType,county,locationX,locationY,parkingZoneId,reservedFor,pricingModel,feeInCents,numStalls
,Public,noCharger,non-res,,,-122.3502833,47.61618409700006,530259,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3312159,47.60489175400005,530269,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3336136,47.606988308500036,530287,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3264175,47.601219491000045,530295,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3249811,47.59644190450004,530318,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3264168,47.601412173500044,530338,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3325789,47.60320321300006,530358,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3327866,47.60522045400006,530366,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3254408,47.60730375600004,530376,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3249784,47.59813859800005,530442,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3434263,47.61212552400005,530452,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3333978,47.60299915200005,530454,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3277657,47.597310188000044,530473,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3510352,47.61662700450003,530506,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3257502,47.60916934550005,530561,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3336763,47.60273751650004,530566,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3501629,47.61730190700004,530604,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3533977,47.614812050500035,530621,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3277115,47.60623825150006,530679,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3261352,47.61385632750006,530689,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3264456,47.60019943300005,530696,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3420083,47.61340925600004,530703,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3511373,47.615515411000054,530723,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3373621,47.61701420000003,530737,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3492325,47.616747309500056,530763,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3275794,47.59729320800005,530818,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3234677,47.613340302500035,530872,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3486018,47.61746011950004,530918,Any,Block,0,3
,Public,noCharger,non-res,,,-122.320633,47.604822858000034,530986,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3512058,47.61674502400004,530998,Any,Block,0,2
,Public,noCharger,non-res,,,-122.356152,47.61851975900003,531007,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3442337,47.61149720250006,531013,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3264449,47.60039818200004,531042,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3206398,47.612268958000065,531094,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3206338,47.60497085350005,531114,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3264455,47.60024329500004,531117,Any,Block,0,2
,Public,noCharger,non-res,,,-122.326755,47.60563598150006,531152,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3330539,47.60595963150004,531188,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3262658,47.600592511500054,531230,Any,Block,0,2
,Public,noCharger,non-res,,,-122.326267,47.60027040100004,531243,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3330926,47.60410665150005,531260,Any,Block,0,6
,Public,noCharger,non-res,,,-122.346299,47.61687584900005,531272,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3357372,47.60497899900005,531310,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3418268,47.613549554500054,531312,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3249819,47.59623283700006,531346,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3272365,47.60743253100006,531349,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3238234,47.606871160000054,531356,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3275847,47.598555220000065,531360,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3327667,47.60509340750005,531445,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3378437,47.61164936750004,531502,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3322958,47.61845059400005,531513,Any,Block,0,4
,Public,noCharger,non-res,,,-122.320649,47.61347247000003,531537,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3485418,47.61750653550004,531543,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3249817,47.59627383100005,531545,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3272984,47.60749368400005,531609,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3264453,47.60028715700005,531617,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3249962,47.60846619350005,531675,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3437748,47.61516537700007,531681,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3248132,47.606457386000045,531697,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3482453,47.61851604650005,531717,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3408323,47.61412676750007,531742,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3396957,47.612754036500036,531760,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3262672,47.60022654000005,531776,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3249787,47.598083945500036,531780,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3338822,47.604627359000034,531787,Any,Block,0,3
,Public,noCharger,non-res,,,-122.344207,47.61151777550006,531836,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3262723,47.60100879700008,531899,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3425628,47.612789004000064,531909,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3378028,47.60397183300003,532010,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3237116,47.606917906000035,532013,Any,Block,0,5
,Public,noCharger,non-res,,,-122.327766,47.597255414000045,532037,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3232404,47.608094864000066,532040,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3206341,47.60502018500006,532051,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3430195,47.614937439000066,532067,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3264173,47.60126595300005,532073,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3249823,47.59610848950004,532109,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3424171,47.612901712500076,532149,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3289851,47.60765527950008,532177,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3426945,47.61287046800004,532192,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3321998,47.60448009850004,532231,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3264177,47.60117302850006,532266,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3420551,47.61337314950006,532291,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3262665,47.600397875000056,532413,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3206397,47.61221964600006,532414,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3262668,47.600314263500046,532458,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3278726,47.608104480000065,532467,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3332333,47.60391240900007,532490,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3308859,47.60502983750004,532511,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3206479,47.605788181000065,532560,Any,Block,0,36
,Public,noCharger,non-res,,,-122.3264482,47.59854867900006,532566,Any,Block,0,2
,Public,noCharger,non-res,,,-122.346479,47.61676374450005,532587,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3236411,47.59605788050005,532641,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3416013,47.616219052000076,532678,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3346696,47.61149245800007,532695,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3332689,47.61330043850006,532727,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3293256,47.60111042850005,532750,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3349091,47.602425331000035,532751,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3225742,47.59729042050006,532760,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3368001,47.615922719000025,532789,Any,Block,0,8
,Public,noCharger,non-res,,,-122.323872,47.59608982900005,532812,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3238705,47.59646266400006,532817,Any,Block,0,2
,Public,noCharger,non-res,,,-122.322331,47.597292011000064,532818,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3413993,47.61609953000004,532821,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3251196,47.60582924500005,532836,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3378698,47.60557695400004,532851,Any,Block,0,13
,Public,noCharger,non-res,,,-122.3391218,47.618347965000055,532866,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3225468,47.59804484000006,532899,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3223642,47.603061819500056,532979,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3293081,47.605394761500065,533007,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3223564,47.59605847450004,533022,Any,Block,0,4
,Public,noCharger,non-res,,,-122.32257,47.60306288950005,533084,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3449866,47.618235237500045,533099,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3541829,47.617326617500055,533149,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3315832,47.60787843800006,533168,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3236586,47.597756672500054,533171,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3250791,47.605785039000075,533300,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3288975,47.60848913250007,533339,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3238606,47.59794556700007,533368,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3225693,47.59651199150005,533370,Any,Block,0,2
,Public,noCharger,non-res,,,-122.337264,47.61486041050006,533388,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3249578,47.60565242000007,533494,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3225688,47.59861636650004,533514,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3302679,47.60644924300004,533542,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3278557,47.60573642150006,533553,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3225463,47.598173676000044,533583,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3225695,47.596470317500064,533585,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3270879,47.60824571450004,533591,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3225712,47.59605357700005,533612,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3396811,47.61625364050005,533620,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3337528,47.61287130400004,533621,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3236414,47.596005793000046,533663,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3412046,47.61712887950006,533693,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3326623,47.61335253850007,533792,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3327524,47.613166687000046,533835,Any,Block,0,10
,Public,noCharger,non-res,,,-122.3434207,47.617292254000034,533837,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3252633,47.60598629300005,533848,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3545006,47.617080501500055,533852,Any,Block,0,4
,Public,noCharger,non-res,,,-122.339671,47.61764232650006,533866,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3223527,47.59793689050005,533873,Any,Block,0,15
,Public,noCharger,non-res,,,-122.3343691,47.61282648100007,533900,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3352481,47.60264320100006,533917,Any,Block,0,6
,Public,noCharger,non-res,,,-122.341654,47.616250173000054,533922,Any,Block,0,3
,Public,noCharger,non-res,,,-122.340646,47.61564302450006,533931,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3283223,47.609590932500055,534000,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3353833,47.61383115300006,534011,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3489615,47.61238963350007,534012,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3225465,47.598118852000056,534149,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3412125,47.61598902750006,534204,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3368934,47.61464113950004,534222,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3533293,47.61797915150004,534271,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3371092,47.60471407350005,534281,Any,Block,0,14
,Public,noCharger,non-res,,,-122.3354899,47.61616337750007,534316,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3238713,47.596276246500054,534326,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3362271,47.61295035650008,534369,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3321012,47.60867191400007,534446,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3350375,47.61189462200005,534470,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3517202,47.61402478650007,534526,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3233173,47.603869958500034,534555,Any,Block,0,8
,Public,noCharger,non-res,,,-122.327178,47.604961726000056,534564,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3347708,47.612330059000044,534650,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3223924,47.60286818800003,534652,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3252058,47.60592347350007,534700,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3225009,47.60298710750007,534702,Any,Block,0,2
,Public,noCharger,non-res,,,-122.335991,47.61661280700005,534705,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3238704,47.59650926800007,534759,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3358767,47.60348523150003,534792,Any,Block,0,17
,Public,noCharger,non-res,,,-122.3238711,47.596322851000046,534895,Any,Block,0,2
,Public,noCharger,non-res,,,-122.322638,47.603137506000046,534931,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3226721,47.60317481400003,534951,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3353328,47.613795543000066,535023,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3411545,47.61595474900005,535071,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3225697,47.59642796000006,535094,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3223556,47.596247715500056,535119,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3225699,47.596385603000044,535136,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3224286,47.60290782750005,535193,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3392016,47.61839415800006,535203,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3236394,47.59650336300004,535234,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3305378,47.60674602650005,535318,Any,Block,0,15
,Public,noCharger,non-res,,,-122.329256,47.618213347500046,535325,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3300739,47.611308683500056,535421,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3225705,47.59622847150006,535464,Any,Block,0,3
,Public,noCharger,non-res,,,-122.32636,47.60719496550004,535470,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3372542,47.604872582500036,535505,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3300026,47.611230717500064,535620,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3249983,47.605696626000054,535629,Any,Block,0,3
,Public,noCharger,non-res,,,-122.33571,47.60330352700004,535648,Any,Block,0,8
,Public,noCharger,non-res,,,-122.33729,47.613861793500064,535703,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3299686,47.611193480000054,535745,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3250387,47.60574083250006,535762,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3238715,47.596229642000054,535781,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3299345,47.611156242500044,535799,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3298665,47.61108176750005,535856,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3237649,47.60458287650005,535944,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3238709,47.59636945500006,535968,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3516317,47.61414726000007,536033,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3343166,47.610860993000045,536180,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3272768,47.60818119100006,536186,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3425182,47.61676079050005,536189,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3407495,47.61570429900004,536224,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3255127,47.60650895900005,536237,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3539874,47.61553201700005,536259,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3415297,47.61617665500006,536314,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3269373,47.60616884600006,536327,Any,Block,0,6
,Public,noCharger,non-res,,,-122.322571,47.59611369700005,536362,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3274223,47.60690214600004,536363,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3328874,47.61288861300005,536536,Any,Block,0,5
,Public,noCharger,non-res,,,-122.322604,47.603100197500055,536538,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3543302,47.617412638000076,536568,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3238718,47.596136433000055,536597,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3284222,47.60970022600006,536666,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3290821,47.605147790000046,536724,Any,Block,0,12
,Public,noCharger,non-res,,,-122.322536,47.603025581000054,536792,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3300377,47.611269118500076,536822,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3349892,47.61159694600005,536901,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3343687,47.61091811250006,536904,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3488519,47.61232477950006,536907,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3238702,47.596555873000064,536920,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3262363,47.60538708650006,536926,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3261919,47.60557304450006,536990,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3521388,47.614272133500066,537088,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3361595,47.612876471500044,537097,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3287747,47.60835489950006,537098,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3238707,47.59641605950006,537133,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3225707,47.59617245050006,537156,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3360166,47.603637816500054,537182,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3299005,47.611119005000035,537191,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3378046,47.617690399000054,537279,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3224647,47.602947468000046,537299,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3280836,47.607614882000064,537331,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3456863,47.61135008850005,537403,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3238707,47.599416380000065,537440,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3414732,47.616143279000056,537443,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3499442,47.61297097600004,537481,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3238717,47.59618303750006,537533,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3534728,47.61808481750006,537648,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3359005,47.61185795000003,537653,Any,Block,0,4
,Public,noCharger,non-res,,,-122.323942,47.613022617500064,537704,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3200072,47.613014939500054,537802,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3267543,47.61266223700005,537832,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3264414,47.61304560100007,537834,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3247161,47.61402447100005,537861,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3196325,47.61223029200005,538004,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3197244,47.60799156900006,538054,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3242651,47.610180796000066,538088,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3294138,47.61248903150005,538319,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3299337,47.61615259450005,538373,Any,Block,0,13
,Public,noCharger,non-res,,,-122.3284681,47.60209434950004,538404,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3322195,47.60165618900006,538494,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3226923,47.60489620200005,538517,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3265142,47.613042666500064,538735,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3200445,47.60919769250006,538813,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3336134,47.601655615000055,538822,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3218212,47.60486476450003,538838,Any,Block,0,3
,Public,noCharger,non-res,,,-122.334732,47.60166826600005,538934,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3251608,47.60758752050006,539139,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3214931,47.60487294600006,539204,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3197493,47.61301076800004,539319,Any,Block,0,3
,Public,noCharger,non-res,,,-122.331183,47.60164913050005,539368,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3298359,47.601772084500055,539378,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3311022,47.601648997500064,539404,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3218288,47.614002406000054,539426,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3255822,47.61396789750003,539549,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3319959,47.61532475550004,539585,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3312639,47.601649263500036,539640,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3228377,47.60505532250005,539754,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3254436,47.61334120600006,539782,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3246943,47.613036808500055,539824,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3198012,47.60799195250004,539837,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3263148,47.609043789000026,540109,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3333661,47.60165533500006,540156,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3308392,47.61692983450004,540158,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3223616,47.61399974200006,540183,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3330396,47.615889711500074,540184,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3205086,47.614003578500046,540279,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3223078,47.61303624300004,540296,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3308361,47.61708830750004,540408,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3315874,47.60164977100006,540455,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3303408,47.616595518000054,540548,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3236777,47.61403336500007,540556,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3262958,47.613051469000055,540579,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3348302,47.601668400500074,540707,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3231146,47.61303619250003,540781,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3251896,47.61402180050007,540785,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3351281,47.60180515650006,540873,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3224768,47.60820781250004,540891,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3263686,47.613048535000075,540930,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3246389,47.61204441450005,540959,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3266122,47.612741975500064,540981,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3255795,47.61361225750005,541040,Any,Block,0,14
,Public,noCharger,non-res,,,-122.3367816,47.61825126200006,541178,Any,Block,0,4
,Public,noCharger,non-res,,,-122.318976,47.61286841400005,541259,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3243305,47.61002811800006,541284,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3255765,47.613221054000036,541373,Any,Block,0,13
,Public,noCharger,non-res,,,-122.3323197,47.60165641750004,541407,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3366461,47.618029421000074,541416,Any,Block,0,4
,Public,noCharger,non-res,,,-122.326587,47.61303973200006,541418,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3230294,47.61399071500003,541420,Any,Block,0,8
,Public,noCharger,non-res,,,-122.330908,47.601648678500055,541421,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3231514,47.60557083900005,541431,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3238135,47.61113143750006,541537,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3335141,47.60165546750005,541560,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3263817,47.60911704700004,541756,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3238953,47.61122093550006,541861,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3230559,47.61294024400004,541903,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3331006,47.61592773800007,541980,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3315912,47.617535125000046,542124,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3278391,47.610491540000055,542126,Any,Block,0,7
,Public,noCharger,non-res,,,-122.337061,47.618274189500056,542198,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3350283,47.60180531200007,542214,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3365264,47.61795877950004,542225,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3225246,47.60471257450007,542238,Any,Block,0,3
,Public,noCharger,non-res,,,-122.321837,47.60750734850006,542267,Any,Block,0,5
,Public,noCharger,non-res,,,-122.321203,47.60680341300005,542364,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3190627,47.611799405000056,542576,Any,Block,0,4
,Public,noCharger,non-res,,,-122.333069,47.60709152550007,542690,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3266353,47.60976340250005,542753,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3491778,47.615539347000066,542764,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3236019,47.61186400950004,542773,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3241674,47.61079878850006,542817,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3238427,47.61079598200008,542853,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3338563,47.61794686950006,542854,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3407793,47.60717113650006,542927,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3277755,47.612506820500045,542938,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3442857,47.618232812500054,543004,Any,Block,0,2
