taz,parkingType,chargingPointType,housingType,propertyType,county,locationX,locationY,parkingZoneId,reservedFor,pricingModel,feeInCents,numStalls
,Public,noCharger,non-res,,,-122.3276019,47.61271910250005,543159,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3373043,47.60863568100007,543172,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3367489,47.60638012100003,543184,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3352793,47.60951243750005,543217,Any,Block,0,2
,Public,noCharger,non-res,,,-122.32267,47.611418497000045,543283,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3225186,47.61233263600005,543295,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3421141,47.61136198300005,543312,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3266348,47.611752854500054,543373,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3274175,47.60931362450006,543454,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3502685,47.61467921350007,543496,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3493251,47.61562538800007,543499,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3288788,47.61079166950003,543653,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3483103,47.61619827700005,543655,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3412598,47.612026625000055,543669,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3475294,47.61573392450006,543683,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3358385,47.606760821500046,543705,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3276966,47.61129250100004,543708,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3282568,47.60894961550005,543728,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3362866,47.607562428000044,543744,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3333979,47.60892674600004,543813,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3372074,47.61534767650005,543828,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3342202,47.60857913850006,543835,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3274128,47.61266439350003,543888,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3500183,47.61487254550005,543906,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3489197,47.61447425850005,543961,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3354917,47.607898257000045,543967,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3346974,47.60837927000006,543978,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3268183,47.61068960700004,543983,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3465538,47.61633126350006,544007,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3322983,47.608397343000064,544014,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3349048,47.607309445000055,544115,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3282532,47.612439240500066,544144,Any,Block,0,4
,Public,noCharger,non-res,,,-122.332214,47.60843265550005,544152,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3248027,47.61151652400005,544211,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3359693,47.60685441100006,544249,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3285324,47.61219321600004,544273,Any,Block,0,4
,Public,noCharger,non-res,,,-122.335926,47.609070843500035,544336,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3280128,47.61103769300004,544434,Any,Block,0,3
,Public,noCharger,non-res,,,-122.335241,47.616680555000045,544472,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3324954,47.608153600000065,544485,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3370913,47.615437439500056,544507,Any,Block,0,3
,Public,noCharger,non-res,,,-122.329375,47.60946556750005,544522,Any,Block,0,3
,Public,noCharger,non-res,,,-122.335359,47.60795382500007,544526,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3272672,47.60949256100005,544555,Any,Block,0,14
,Public,noCharger,non-res,,,-122.3388003,47.60788798800007,544600,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3263016,47.609774033000065,544612,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3242621,47.612584193500055,544673,Any,Block,0,3
,Public,noCharger,non-res,,,-122.332436,47.60833969050006,544697,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3398171,47.60619592150004,544812,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3405308,47.61279422000007,544814,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3353023,47.616820539500054,544924,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3373799,47.607231336500064,544938,Any,Block,0,10
,Public,noCharger,non-res,,,-122.3295074,47.609564909000056,544949,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3504633,47.61476180300005,544958,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3220621,47.61257040900006,545026,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3371884,47.60619638150004,545068,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3253922,47.61212757200008,545091,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3484616,47.61628951200004,545126,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3352503,47.616860754000044,545134,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3499856,47.61513098550003,545164,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3334815,47.608891745500046,545170,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3429892,47.61069494050005,545215,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3348,47.60735332600003,545221,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3492455,47.61439730750004,545223,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3406805,47.60721215550004,545257,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3421493,47.61154716950006,545287,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3397601,47.60612308000006,545324,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3319413,47.607544092500035,545328,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3351809,47.61691437400006,545364,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3379549,47.61476918400004,545372,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3240791,47.61069709600005,545415,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3349752,47.609639690500046,545453,Any,Block,0,38
,Public,noCharger,non-res,,,-122.3363704,47.60904587500007,545526,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3483801,47.61506678550006,545536,Any,Block,0,2
,Public,noCharger,non-res,,,-122.333254,47.608987005000046,545563,Any,Block,0,3
,Public,noCharger,non-res,,,-122.339814,47.61314438550005,545660,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3359108,47.60687885850007,545686,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3431865,47.61071433700005,545735,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3237238,47.61199350450005,545768,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3339274,47.60990732700006,545774,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3482498,47.614992599000054,545842,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3409623,47.607095162000036,545850,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3474408,47.61685849000003,545853,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3475934,47.61696957600006,545878,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3399672,47.613225850500044,545920,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3288775,47.61217757500006,545956,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3496182,47.615398396000046,545972,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3405308,47.60719064350003,545974,Any,Block,0,13
,Public,noCharger,non-res,,,-122.3302005,47.60913002800007,545977,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3334531,47.60792355950005,545978,Any,Block,0,12
,Public,noCharger,non-res,,,-122.334381,47.61734955850008,546004,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3341186,47.608621709500056,546062,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3333929,47.607787533500044,546078,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3397073,47.61322692850005,546113,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3466761,47.61641161700007,546130,Any,Block,0,3
,Public,noCharger,non-res,,,-122.339681,47.61344717050005,546152,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3491153,47.61432302950004,546190,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3245072,47.61248169550004,546269,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3323568,47.60837284050004,546313,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3356867,47.607981035500046,546316,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3473816,47.61565666300007,546351,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3375259,47.60842062250006,546364,Any,Block,0,3
,Public,noCharger,non-res,,,-122.333361,47.60878098200007,546419,Any,Block,0,5
,Public,noCharger,non-res,,,-122.33584,47.60791680750006,546428,Any,Block,0,4
,Public,noCharger,non-res,,,-122.333699,47.617851988500036,546467,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3365926,47.60895275350006,546468,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3459743,47.61800418400006,546517,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3411969,47.61227924450006,546539,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3296323,47.60850982850004,546634,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3491892,47.61426593300007,546703,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3500992,47.61373751550005,546809,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3353283,47.608131139500074,546814,Any,Block,0,5
,Public,noCharger,non-res,,,-122.337746,47.608328672000056,546842,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3266273,47.60963778900006,546849,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3362929,47.60891708650005,546896,Any,Block,0,4
,Public,noCharger,non-res,,,-122.324714,47.61140532150006,546897,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3375913,47.60839332500004,546923,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3363756,47.60888243650004,546928,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3286067,47.60894512900006,546964,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3211005,47.61150759250006,546969,Any,Block,0,10
,Public,noCharger,non-res,,,-122.3340584,47.60985252200004,547021,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3405258,47.60727635900005,547043,Any,Block,0,13
,Public,noCharger,non-res,,,-122.3345389,47.61743569950008,547107,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3333376,47.60895200500008,547111,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3374676,47.60856743750006,547115,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3324945,47.60831518800006,547145,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3347195,47.60722903000007,547166,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3430698,47.61062934250006,547188,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3397687,47.61317946650005,547214,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3291841,47.60954537500004,547233,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3492659,47.61567119800006,547238,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3458112,47.61706905750006,547320,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3365873,47.605464438500064,547335,Any,Block,0,10
,Public,noCharger,non-res,,,-122.3225995,47.61244715000004,547338,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3244053,47.61153444800007,547341,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3335139,47.617995043000064,547352,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3354445,47.60927890500005,547359,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3385908,47.60811740200006,547402,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3376807,47.60835597000005,547435,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3353716,47.616766919500066,547445,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3343449,47.60738584950005,547519,Any,Block,0,3
,Public,noCharger,non-res,,,-122.327607,47.611207511500055,547535,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3357452,47.60795649900004,547555,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3368392,47.61563244100006,547558,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3249181,47.61047519500005,547571,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3336169,47.60769377450006,547604,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3338497,47.61011397250004,547611,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3217663,47.61223732900007,547639,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3414073,47.61211661350006,547640,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3325553,47.61048810400007,547649,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3240574,47.611854043500045,547682,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3403402,47.608681013500046,547712,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3259474,47.60079886550005,547725,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3329675,47.601574652500034,547771,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3406237,47.60881397000006,547788,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3265719,47.60095356200006,547789,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3426947,47.60987813650004,547809,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3446596,47.611011964000056,547838,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3364488,47.603393936500055,547842,Any,Block,0,4
,Public,noCharger,non-res,,,-122.331724,47.60271807050003,547843,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3569754,47.618287509000055,547846,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3339492,47.61143159550007,547864,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3429155,47.610008799500065,547875,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3363695,47.610274387500056,547877,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3424049,47.60985592850005,547895,Any,Block,0,17
,Public,noCharger,non-res,,,-122.326997,47.60080082600003,547900,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3425448,47.60978937400006,547906,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3413919,47.60910729600005,547934,Any,Block,0,2
,Public,noCharger,non-res,,,-122.339626,47.60894434700006,547938,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3330604,47.61658035700006,547950,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3412557,47.60918696750005,547951,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3267013,47.60095380200005,547986,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3356534,47.614571518000076,547988,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3401786,47.61006395200005,548018,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3416883,47.609282074500044,548029,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3336395,47.61416504500008,548071,Any,Block,0,10
,Public,noCharger,non-res,,,-122.3414119,47.60952623100004,548087,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3299306,47.61267506600003,548122,Any,Block,0,3
,Public,noCharger,non-res,,,-122.340858,47.60879233300005,548126,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3318745,47.602655279500055,548137,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3299951,47.600945303500055,548141,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3567976,47.61816816400005,548177,Any,Block,0,2
,Public,noCharger,non-res,,,-122.342238,47.609607796500065,548190,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3310626,47.61655519200005,548202,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3407822,47.60874747750006,548208,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3266366,47.60095368200004,548217,Any,Block,0,1
,Public,noCharger,non-res,,,-122.341443,47.60951315950004,548233,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3415405,47.60919491000004,548243,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3338399,47.600951303000045,548249,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3402102,47.60873541150005,548258,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3338403,47.60081971200006,548272,Any,Block,0,8
,Public,noCharger,non-res,,,-122.3408945,47.60881390000003,548273,Any,Block,0,1
,Public,noCharger,non-res,,,-122.32415,47.605734540000064,548286,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3323415,47.600943684500066,548290,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3417776,47.60893563400006,548294,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3327874,47.59856704850006,548300,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3320086,47.60259930650005,548302,Any,Block,0,2
,Public,noCharger,non-res,,,-122.330193,47.61721873150007,548330,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3328834,47.60222741250004,548359,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3356257,47.602185358500066,548385,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3539594,47.616694352500076,548394,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3268711,47.60095411700004,548488,Any,Block,0,1
,Public,noCharger,non-res,,,-122.33842,47.61243137050005,548491,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3322138,47.617234954000054,548532,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3413421,47.60955532050005,548543,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3392126,47.61046474150007,548617,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3294292,47.60094457800005,548618,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3414278,47.609288510000056,548643,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3402863,47.607576117000036,548684,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3322366,47.602349534500064,548696,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3406648,47.60771913650003,548721,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3493557,47.613966913500064,548738,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3424717,47.60974612000004,548749,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3329681,47.60139561550005,548753,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3543346,47.61691573500005,548766,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3283076,47.613635631500046,548786,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3405283,47.60991766250004,548790,Any,Block,0,9
,Public,noCharger,non-res,,,-122.3451304,47.61147946200006,548865,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3319013,47.60248946850004,548873,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3565212,47.618005244000074,548890,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3383176,47.60947869650005,548923,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3399532,47.61125400500007,548925,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3231598,47.606316581000044,548940,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3319142,47.615893213500044,548950,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3354083,47.60080855150005,548955,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3570243,47.61831630700004,548972,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3427686,47.609921841000045,548977,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3413714,47.60925526200006,548980,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3323582,47.600817605500055,549007,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3329683,47.60134573150006,549015,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3355762,47.61351011450006,549092,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3377697,47.612594201000036,549109,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3428066,47.609944369000026,549127,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3569281,47.61825961100007,549162,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3390733,47.610523003000054,549167,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3363555,47.610441396000056,549194,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3413869,47.60877449900008,549239,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3365833,47.613856216000045,549250,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3253061,47.60093472600005,549254,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3327825,47.60114383750005,549284,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3265072,47.60095344250007,549308,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3268367,47.60095405300004,549321,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3349496,47.61533220650003,549355,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3296569,47.613061734500064,549372,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3431103,47.61012414400005,549375,Any,Block,0,3
,Public,noCharger,non-res,,,-122.356407,47.61793792150007,549381,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3291642,47.60265521900004,549425,Any,Block,0,1
,Public,noCharger,non-res,,,-122.337575,47.61458355400004,549431,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3405722,47.61078365800003,549444,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3408702,47.60895961950007,549516,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3366604,47.61400074400006,549523,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3414826,47.609320860000054,549537,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3409142,47.60826323000006,549542,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3358186,47.60267785550005,549545,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3323285,47.60246583050005,549598,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3393043,47.61056499750006,549604,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3345619,47.61378126300005,549606,Any,Block,0,4
,Public,noCharger,non-res,,,-122.335219,47.61090502850004,549630,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3349663,47.60080799900004,549636,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3384703,47.61260489500006,549689,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3330785,47.61499824800006,549728,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3409627,47.610673205500035,549735,Any,Block,0,4
,Public,noCharger,non-res,,,-122.330968,47.61662827100005,549740,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3242198,47.605847197500054,549741,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3564633,47.61797113400007,549796,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3413546,47.60908528000005,549810,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3404367,47.608640665500076,549832,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3402576,47.60866646600004,549841,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3317954,47.60268828950004,549907,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3402765,47.608707672000065,549910,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3450406,47.611426350000045,549979,Any,Block,0,4
,Public,noCharger,non-res,,,-122.342984,47.610049350000054,549981,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3421198,47.60953763450004,549998,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3415375,47.60935321000005,550035,Any,Block,0,3
,Public,noCharger,non-res,,,-122.326768,47.600953926000045,550040,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3424329,47.60972314150005,550048,Any,Block,0,2
,Public,noCharger,non-res,,,-122.335068,47.61096862750006,550087,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3419349,47.60942783400005,550092,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3299358,47.612725605000065,550094,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3378001,47.61582410050008,550100,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3327859,47.59898536800006,550141,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3403092,47.60869398250006,550163,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3301112,47.61159918650006,550176,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3409662,47.609016232000045,550188,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3418723,47.60930072400007,550194,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3372096,47.609945478500066,550195,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3268023,47.60095398950003,550214,Any,Block,0,1
,Public,noCharger,non-res,,,-122.3416517,47.60926050800004,550224,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3418986,47.60940623400006,550252,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3417248,47.60930364100006,550271,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3389493,47.605833944500034,550286,Any,Block,0,3
,Public,noCharger,non-res,,,-122.340756,47.608892223000055,550303,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3368576,47.61145080600006,550318,Any,Block,0,15
,Public,noCharger,non-res,,,-122.3436748,47.608631289000044,550319,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3365221,47.61390361300005,550331,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3419713,47.609449434000055,550376,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3418024,47.61001334100007,550385,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3395844,47.60656958450004,550396,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3431644,47.610156133500055,550415,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3417547,47.60989129850006,550446,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3565776,47.618038456500074,550462,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3563522,47.617905606500074,550485,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3421592,47.609561035000034,550525,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3406255,47.61074238350005,550534,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3414293,47.60912931200005,550537,Any,Block,0,2
,Public,noCharger,non-res,,,-122.340105,47.61133651150004,550558,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3413135,47.609221115000054,550563,Any,Block,0,3
,Public,noCharger,non-res,,,-122.341899,47.60958161100004,550565,Any,Block,0,7
,Public,noCharger,non-res,,,-122.3419006,47.60993761100005,550597,Any,Block,0,6
,Public,noCharger,non-res,,,-122.3404009,47.61009345900004,550630,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3383796,47.61267504850005,550637,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3312942,47.615309644000035,550655,Any,Block,0,4
,Public,noCharger,non-res,,,-122.3420077,47.60947103400005,550665,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3418839,47.609795219000034,550671,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3416262,47.60960056600004,550684,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3430373,47.61008088950004,550696,Any,Block,0,3
,Public,noCharger,non-res,,,-122.3418619,47.609384548500024,550730,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3497077,47.61417513550006,550733,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3371885,47.60393013400005,550735,Any,Block,0,6
,Public,noCharger,non-res,,,-122.347596,47.61274272900005,550757,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3568823,47.61823261300006,550759,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3425813,47.60981100200004,550766,Any,Block,0,2
,Public,noCharger,non-res,,,-122.3304633,47.617010008500046,550791,Any,Block,0,5
,Public,noCharger,non-res,,,-122.3367739,47.60372194550004,550794,Any,Block,0,7
