tourId,departureTimeInSec,departureLocationZone,maxTourDurationInSec,departureLocationX,departureLocationY,mesoZone
b2b-5,29400,530610413042,43200,-122.24894690531882,47.92558870715524,530610413042.0
b2b-10,19200,530610413042,43200,-122.25205393616824,47.92737152693121,530610413042.0
b2b-11,19200,530610413042,43200,-122.25205393616824,47.92737152693121,530610413042.0
b2b-21,24000,530610519281,43200,-122.25425946256688,47.84705290992714,530610519281.0
b2b-52,27000,530610519281,43200,-122.24969127645385,47.848404587498,530610519281.0
b2b-53,27000,530610519281,43200,-122.24969127645385,47.848404587498,530610519281.0
b2b-63,33000,530610413042,43200,-122.25235615974802,47.92458441691917,530610413042.0
b2b-80,39600,530610522041,43200,-121.99996259003468,47.86437837912441,530610522041.0
b2b-89,39600,530610522041,43200,-121.99996259003468,47.86437837912441,530610522041.0
b2b-92,39600,530610522041,43200,-121.99996259003468,47.86437837912441,530610522041.0
b2b-101,29400,530610413042,43200,-122.24906781813706,47.93016126417833,530610413042.0
b2b-110,7800,530610413042,43200,-122.25191398814933,47.92448293044668,530610413042.0
b2b-112,7800,530610413042,43200,-122.25191398814933,47.92448293044668,530610413042.0
b2b-123,7800,530610413042,43200,-122.25191398814933,47.92448293044668,530610413042.0
b2b-126,7800,530610413042,43200,-122.25191398814933,47.92448293044668,530610413042.0
b2b-137,40800,530610536043,43200,-121.9681333780946,48.08072103068493,530610536043.0
b2b-142,53400,530610519222,43200,-122.21548063057068,47.79774902147911,530610519222.0
b2b-146,28800,530610519222,43200,-122.21548063057068,47.79774902147911,530610519222.0
b2b-149,34800,530610408002,43200,-122.20683649403824,47.979871828468895,530610408002.0
b2b-150,34800,530610408002,43200,-122.20683649403824,47.979871828468895,530610408002.0
b2b-161,34800,530610408002,43200,-122.20683649403824,47.979871828468895,530610408002.0
b2b-177,37200,530610524014,43200,-122.10233402039783,47.92856795466446,530610524014.0
b2b-212,35400,530610515001,43200,-122.31186899140482,47.82856764123701,530610515001.0
b2b-214,35400,530610515001,43200,-122.31186899140482,47.82856764123701,530610515001.0
b2b-215,35400,530610515001,43200,-122.31186899140482,47.82856764123701,530610515001.0
b2b-223,35400,530610515001,43200,-122.31186899140482,47.82856764123701,530610515001.0
b2b-230,35400,530610515001,43200,-122.31186899140482,47.82856764123701,530610515001.0
b2b-249,27000,530610418113,43200,-122.24715818657276,47.87822417278904,530610418113.0
b2b-252,22800,530610521042,43200,-122.12781471822872,48.004674164984976,530610521042.0
b2b-262,13200,530610515001,43200,-122.31186899140482,47.82856764123701,530610515001.0
b2b-263,13200,530610515001,43200,-122.31186899140482,47.82856764123701,530610515001.0
b2b-265,13200,530610515001,43200,-122.31186899140482,47.82856764123701,530610515001.0
b2b-279,39600,530610522041,43200,-122.00707320822566,47.87078810335447,530610522041.0
b2b-281,25200,530610519222,43200,-122.21548063057068,47.79774902147911,530610519222.0
b2b-288,40200,530610519222,43200,-122.21548063057068,47.79774902147911,530610519222.0
b2b-296,28800,530610521042,43200,-122.32015406271462,48.013917188140375,530610521042.0
b2b-309,36000,530610521042,43200,-122.183310421168,48.03536052029969,530610521042.0
b2b-325,32400,530610419011,43200,-122.27832871869388,47.8981505288283,530610419011.0
b2b-336,34800,530610413042,43200,-122.27758597689348,47.94168626466228,530610413042.0
b2b-354,49200,530610413041,43200,-122.274879014284,47.95312953122474,530610413041.0
b2b-358,31800,530610519252,43200,-122.20318227214426,47.79703080032155,530610519252.0
b2b-367,24000,530610515001,43200,-122.31254894540814,47.82866396686428,530610515001.0
b2b-373,32400,530610413042,43200,-122.26160695174198,47.94247752601349,530610413042.0
b2b-374,48000,530610533024,43200,-122.31610846863688,48.31193108584794,530579518002.0
b2b-379,22800,530610413042,43200,-122.25296875229462,47.93016211264856,530610413042.0
b2b-380,22800,530610413042,43200,-122.25296875229462,47.93016211264856,530610413042.0
b2b-388,24000,530610533024,43200,-122.42140907510772,48.24030789215496,530579525003.0
b2b-394,32400,530610408002,43200,-122.214448433513,47.97721659795073,530610408002.0
b2b-397,32400,530610408002,43200,-122.214448433513,47.97721659795073,530610408002.0
b2b-402,32400,530610408002,43200,-122.214448433513,47.97721659795073,530610408002.0
b2b-403,32400,530610408002,43200,-122.214448433513,47.97721659795073,530610408002.0
b2b-406,39600,530610525042,43200,-122.11693141638987,47.95350797602622,530610525042.0
b2b-425,31200,530610510001,43200,-122.3206432882206,47.8030821492343,530610510001.0
b2b-429,31200,530610510001,43200,-122.3206432882206,47.8030821492343,530610510001.0
b2b-436,35400,530610401003,43200,-122.20775007579364,47.99273283596422,530610401003.0
b2b-450,31200,530610533011,43200,-122.34515425633576,48.24267518132151,530610533011.0
b2b-458,31200,530610533011,43200,-122.34515425633576,48.24267518132151,530610533011.0
b2b-467,24600,530610538032,43200,-121.7017785648431,47.85804218815169,530610538032.0
b2b-472,33600,530610528032,43200,-122.18047840765516,48.117972078634295,530610528032.0
b2b-485,35400,530610519252,43200,-122.21106207883513,47.796559704415344,530610519252.0
b2b-487,35400,530610519252,43200,-122.21106207883513,47.796559704415344,530610519252.0
b2b-493,35400,530610519252,43200,-122.21106207883513,47.796559704415344,530610519252.0
b2b-494,35400,530610519252,43200,-122.21106207883513,47.796559704415344,530610519252.0
b2b-496,35400,530610519252,43200,-122.21106207883513,47.796559704415344,530610519252.0
b2b-515,39600,530610519222,43200,-122.21578099533724,47.8006639026853,530610519222.0
b2b-516,39600,530610519222,43200,-122.21578099533724,47.8006639026853,530610519222.0
b2b-527,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-532,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-535,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-543,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-546,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-552,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-573,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-579,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-600,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-607,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-608,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-612,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-616,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-626,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-642,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-659,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-660,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-671,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-675,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-689,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-699,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-702,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-705,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-709,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-723,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-727,13200,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-731,6600,530530732003,43200,-122.722177527917,47.06726163014591,410050204012.0
b2b-748,37800,530610524014,43200,-122.10068918718224,47.92587742471917,530610524014.0
b2b-754,27000,530610519252,43200,-122.20659010056433,47.797682242582695,530610519252.0
b2b-755,27000,530610519252,43200,-122.20659010056433,47.797682242582695,530610519252.0
b2b-759,27000,530610519252,43200,-122.20659010056433,47.797682242582695,530610519252.0
b2b-775,30600,530610519252,43200,-122.19599169103358,47.80141743565167,530610519252.0
b2b-781,30600,530610519252,43200,-122.19599169103358,47.80141743565167,530610519252.0
b2b-790,5400,530530726032,43200,-122.722177527917,47.06726163014591,530670109101.0
b2b-807,42000,530610519261,43200,-122.15000710827056,47.78324285581402,530610519261.0
b2b-810,42000,530610519261,43200,-122.15000710827056,47.78324285581402,530610519261.0
b2b-817,22200,530610420053,43200,-122.32026399370092,47.89759432405058,530610420053.0
b2b-820,37800,530610519222,43200,-122.215118204373,47.79769173959024,530610519222.0
b2b-840,16200,530610519054,43200,-122.2613255724244,47.82017061075632,530610519054.0
b2b-888,16800,530610528032,43200,-122.18047840765516,48.117972078634295,530610528032.0
b2b-894,21000,530610528032,43200,-122.18047840765516,48.117972078634295,530610528032.0
b2b-896,25800,530610408002,43200,-122.21412130899806,47.9806739960227,530610408002.0
b2b-912,32400,530530732003,43200,-122.722177527917,47.06726163014591,410670319121.0
b2b-921,24600,530610420053,43200,-122.32070570367584,47.89773742930314,530610420053.0
b2b-924,31200,530530732003,43200,-122.722177527917,47.06726163014591,410470105032.0
b2b-965,19800,530610413042,43200,-122.25602850003207,47.93479135526962,530610413042.0
b2b-967,19800,530610413042,43200,-122.25602850003207,47.93479135526962,530610413042.0
b2b-980,4800,530610413042,43200,-122.25602850003207,47.93479135526962,530610413042.0
b2b-994,24000,530530730061,43200,-122.58014198329504,46.93344098049039,410670328001.0
b2b-1007,31800,530610522082,43200,-122.00114949124053,47.85022571764737,530610522082.0
b2b-1014,24000,530610528041,43200,-122.18099120226984,48.11082824935971,530610528041.0
b2b-1018,36600,530610519281,43200,-122.25021248168652,47.84852635329464,530610519281.0
b2b-1020,36600,530610519281,43200,-122.25021248168652,47.84852635329464,530610519281.0
b2b-1033,29400,530610519222,43200,-122.21499787705032,47.80067945409106,530610519222.0
b2b-1048,28800,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1063,25800,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1064,25800,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1066,25800,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1074,25800,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1080,25800,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1093,25800,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1112,31200,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1122,31200,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1123,31200,530610519054,43200,-122.26128853130108,47.82019686081412,530610519054.0
b2b-1145,38400,530610522041,43200,-122.00837735919934,47.86640131381929,530610522041.0
b2b-1165,5400,530610535071,43200,-122.1363326557878,48.179949778448254,530610535071.0
b2b-1172,33600,530610519222,43200,-122.2150472372658,47.79805437896023,530610519222.0
b2b-1175,29400,530610519222,43200,-122.2150472372658,47.79805437896023,530610519222.0
b2b-1177,40800,530610522041,43200,-122.00429193323576,47.86891081771934,530610522041.0
b2b-1190,46800,530610514002,43200,-122.32639539081131,47.80407517445254,530610514002.0
b2b-1197,30600,530610514002,43200,-122.32639539081131,47.80407517445254,530610514002.0
b2b-1198,30600,530610514002,43200,-122.32639539081131,47.80407517445254,530610514002.0
b2b-1203,30600,530610514002,43200,-122.32639539081131,47.80407517445254,530610514002.0
b2b-1205,30600,530610514002,43200,-122.32639539081131,47.80407517445254,530610514002.0
b2b-1238,21000,530530732003,43200,-122.722177527917,47.06726163014591,410050221082.0
b2b-1239,21000,530530732003,43200,-122.722177527917,47.06726163014591,410050221082.0
b2b-1253,25200,530610528032,43200,-122.1716314502974,48.11863467859007,530610528032.0
b2b-1254,25200,530610528032,43200,-122.1716314502974,48.11863467859007,530610528032.0
b2b-1262,25200,530610528032,43200,-122.1716314502974,48.11863467859007,530610528032.0
b2b-1271,25200,530610528032,43200,-122.1716314502974,48.11863467859007,530610528032.0
b2b-1274,25200,530610528032,43200,-122.1716314502974,48.11863467859007,530610528032.0
b2b-1283,25200,530610528032,43200,-122.1716314502974,48.11863467859007,530610528032.0
b2b-1286,25200,530610528032,43200,-122.1716314502974,48.11863467859007,530610528032.0
b2b-1297,45000,530610521042,43200,-122.18320075196596,48.0348099123972,530610521042.0
b2b-1332,32400,530610413042,43200,-122.2686371175986,47.94313936177439,530610413042.0
b2b-1337,31800,530330315021,43200,-121.4007171060678,47.41209531237868,530770013002.0
b2b-1344,3000,530610413042,43200,-122.25865772592944,47.941879234974245,530610413042.0
b2b-1368,39000,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-1378,39000,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-1402,30600,530610535071,43200,-122.13329745006388,48.174899045513214,530610535071.0
b2b-1420,43800,530610533014,43200,-122.31610846863688,48.31193108584794,530579519002.0
b2b-1430,34200,530530732003,43200,-122.722177527917,47.06726163014591,410510073001.0
b2b-1432,46800,530530732003,43200,-122.722177527917,47.06726163014591,410670326101.0
b2b-1447,46200,530610519222,43200,-122.21537423268715,47.7975677182184,530610519222.0
b2b-1448,46200,530610519222,43200,-122.21537423268715,47.7975677182184,530610519222.0
b2b-1450,31200,530610533011,43200,-122.37355614706944,48.24030144345316,530610533011.0
b2b-1478,51000,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-1483,51000,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-1490,51000,530610413042,43200,-122.2429273285955,47.92728738984026,530610413042.0
b2b-1499,28800,530610535091,43200,-122.14969076782096,48.15963562205052,530610535091.0
b2b-1505,48000,530610510001,43200,-122.31879886471192,47.80005417962096,530610510001.0
b2b-1514,40200,530610521042,43200,-122.31238608911428,48.01330301856235,530610521042.0
