"speed_mph_float_bins","grade_percent_float_bins","mass_kg_float_bins","rate"
"(0, 5]","(-20, -19]","(11337.868, 11791.383]",0.23056123786795
"(0, 5]","(-20, -19]","(11791.383, 12244.898]",0.23056123786795
"(0, 5]","(-20, -19]","(12244.898, 12698.413]",0.23056123786795
"(0, 5]","(-20, -19]","(12698.413, 13151.927]",0.23056123786795
"(0, 5]","(-20, -19]","(13151.927, 13605.442]",0.23056123786795
"(0, 5]","(-20, -19]","(13605.442, 14058.957]",0.23056123786795
"(0, 5]","(-20, -19]","(14058.957, 14512.472]",0.23056123786795
"(0, 5]","(-20, -19]","(14512.472, 14965.986]",0.23056123786795
"(0, 5]","(-20, -19]","(14965.986, 15419.501]",0.195641970388199
"(0, 5]","(-20, -19]","(15419.501, 15873.016]",0.195641970388199
"(0, 5]","(-20, -19]","(15873.016, 16326.531]",0.207182739771529
"(0, 5]","(-20, -19]","(16326.531, 16780.045]",0.20625420557
"(0, 5]","(-20, -19]","(16780.045, 17233.56]",0.200111763975028
"(0, 5]","(-20, -19]","(17233.56, 17687.075]",0.239234214122298
"(0, 5]","(-20, -19]","(17687.075, 18140.59]",0.239234214122298
"(0, 5]","(-20, -19]","(18140.59, 18594.104]",0.239234214122298
"(0, 5]","(-20, -19]","(18594.104, 19047.619]",0.239234214122298
"(0, 5]","(-20, -19]","(19047.619, 19501.134]",0.239234214122298
"(0, 5]","(-20, -19]","(19501.134, 19954.649]",0.239234214122298
"(0, 5]","(-20, -19]","(19954.649, 20408.163]",0.239234214122298
"(0, 5]","(-20, -19]","(20408.163, 20861.678]",0.341992736138827
"(0, 5]","(-20, -19]","(20861.678, 21315.193]",0.341992736138827
"(0, 5]","(-20, -19]","(21315.193, 21768.707]",0.38634171807617
"(0, 5]","(-20, -19]","(21768.707, 22222.222]",0.34554492112275
"(0, 5]","(-20, -19]","(22222.222, 22675.737]",0.323544793248552
"(0, 5]","(-20, -19]","(22675.737, 23129.252]",0.31705666302595
"(0, 5]","(-20, -19]","(23129.252, 23582.766]",0.31705666302595
"(0, 5]","(-20, -19]","(23582.766, 24036.281]",0.217913818399982
"(0, 5]","(-20, -19]","(24036.281, 24489.796]",0.217913818399982
"(0, 5]","(-20, -19]","(24489.796, 24943.311]",0.217913818399982
"(0, 5]","(-20, -19]","(24943.311, 25396.825]",0.217913818399982
"(0, 5]","(-20, -19]","(25396.825, 25850.34]",0.217913818399982
"(0, 5]","(-20, -19]","(25850.34, 26303.855]",0.217913818399982
"(0, 5]","(-20, -19]","(26303.855, 26757.37]",0.217913818399982
"(0, 5]","(-20, -19]","(26757.37, 27210.884]",0.215758506010968
"(0, 5]","(-20, -19]","(27210.884, 27664.399]",0.207487112254567
"(0, 5]","(-20, -19]","(27664.399, 28117.914]",0.207487112254567
"(0, 5]","(-20, -19]","(28117.914, 28571.429]",0.207487112254567
"(0, 5]","(-20, -19]","(28571.429, 29024.943]",0.145561726794181
"(0, 5]","(-20, -19]","(29024.943, 29478.458]",0.145561726794181
"(0, 5]","(-20, -19]","(29478.458, 29931.973]",0.149907541551868
"(0, 5]","(-20, -19]","(29931.973, 30385.488]",0.139004090109139
"(0, 5]","(-20, -19]","(30385.488, 30839.002]",0.139004090109139
"(0, 5]","(-20, -19]","(30839.002, 31292.517]",0.139004090109139
"(0, 5]","(-20, -19]","(31292.517, 31746.032]",0.139004090109139
"(0, 5]","(-20, -19]","(31746.032, 32199.546]",0.139004090109139
"(0, 5]","(-20, -19]","(32199.546, 32653.061]",0.139004090109139
"(0, 5]","(-20, -19]","(32653.061, 33106.576]",0.139004090109139
"(0, 5]","(-20, -19]","(33106.576, 33560.091]",0.139004090109139
"(0, 5]","(-20, -19]","(33560.091, 34013.605]",0.139004090109139
"(0, 5]","(-20, -19]","(34013.605, 34467.12]",0.139004090109139
"(0, 5]","(-20, -19]","(34467.12, 34920.635]",0.139004090109139
"(0, 5]","(-20, -19]","(34920.635, 35374.15]",0.139004090109139
"(0, 5]","(-20, -19]","(35374.15, 35827.664]",0.139004090109139
"(0, 5]","(-20, -19]","(35827.664, 36281.179]",0.139004090109139
"(5, 10]","(-20, -19]","(11337.868, 11791.383]",0.239230726064721
"(5, 10]","(-20, -19]","(11791.383, 12244.898]",0.239230726064721
"(5, 10]","(-20, -19]","(12244.898, 12698.413]",0.239230726064721
"(5, 10]","(-20, -19]","(12698.413, 13151.927]",0.239230726064721
"(5, 10]","(-20, -19]","(13151.927, 13605.442]",0.239230726064721
"(5, 10]","(-20, -19]","(13605.442, 14058.957]",0.239230726064721
"(5, 10]","(-20, -19]","(14058.957, 14512.472]",0.239230726064721
"(5, 10]","(-20, -19]","(14512.472, 14965.986]",0.239230726064721
"(5, 10]","(-20, -19]","(14965.986, 15419.501]",0.239230726064721
"(5, 10]","(-20, -19]","(15419.501, 15873.016]",0.239230726064721
"(5, 10]","(-20, -19]","(15873.016, 16326.531]",0.242062920583389
"(5, 10]","(-20, -19]","(16326.531, 16780.045]",0.251567426972018
"(5, 10]","(-20, -19]","(16780.045, 17233.56]",0.245424985377046
"(5, 10]","(-20, -19]","(17233.56, 17687.075]",0.25231598838125
"(5, 10]","(-20, -19]","(17687.075, 18140.59]",0.25231598838125
"(5, 10]","(-20, -19]","(18140.59, 18594.104]",0.25231598838125
"(5, 10]","(-20, -19]","(18594.104, 19047.619]",0.25231598838125
"(5, 10]","(-20, -19]","(19047.619, 19501.134]",0.25231598838125
"(5, 10]","(-20, -19]","(19501.134, 19954.649]",0.25231598838125
"(5, 10]","(-20, -19]","(19954.649, 20408.163]",0.25231598838125
"(5, 10]","(-20, -19]","(20408.163, 20861.678]",0.273341133181015
"(5, 10]","(-20, -19]","(20861.678, 21315.193]",0.273341133181015
"(5, 10]","(-20, -19]","(21315.193, 21768.707]",0.311621793825766
"(5, 10]","(-20, -19]","(21768.707, 22222.222]",0.276594309977546
"(5, 10]","(-20, -19]","(22222.222, 22675.737]",0.261919845288199
"(5, 10]","(-20, -19]","(22675.737, 23129.252]",0.255431715065596
"(5, 10]","(-20, -19]","(23129.252, 23582.766]",0.255431715065596
"(5, 10]","(-20, -19]","(23582.766, 24036.281]",0.230360741337287
"(5, 10]","(-20, -19]","(24036.281, 24489.796]",0.230360741337287
"(5, 10]","(-20, -19]","(24489.796, 24943.311]",0.230360741337287
"(5, 10]","(-20, -19]","(24943.311, 25396.825]",0.230360741337287
"(5, 10]","(-20, -19]","(25396.825, 25850.34]",0.230360741337287
"(5, 10]","(-20, -19]","(25850.34, 26303.855]",0.230360741337287
"(5, 10]","(-20, -19]","(26303.855, 26757.37]",0.230360741337287
"(5, 10]","(-20, -19]","(26757.37, 27210.884]",0.230360741337287
"(5, 10]","(-20, -19]","(27210.884, 27664.399]",0.222089347580886
"(5, 10]","(-20, -19]","(27664.399, 28117.914]",0.222089347580886
"(5, 10]","(-20, -19]","(28117.914, 28571.429]",0.222089347580886
"(5, 10]","(-20, -19]","(28571.429, 29024.943]",0.228986615598614
"(5, 10]","(-20, -19]","(29024.943, 29478.458]",0.228986615598614
