carrierId,tourId,vehicleId,vehicleTypeId,depotZone,depotX,depotY,mesoZone
6674751-2-16hdt-d,b2b-84,6674751-2-16hdt-d-c61-1552,hdt-D-Diesel-2018-Baseline,3810,-122.17381378998746,48.12574120136841,3810.0
6674751-2-16hdt-d,b2b-85,6674751-2-16hdt-d-c61-1553,hdt-D-Diesel-2018-Baseline,3810,-122.17381378998746,48.12574120136841,3810.0
6675945-3-17hdt-d,b2b-86,6675945-3-17hdt-d-c61-1579,hdt-D-Diesel-2018-Baseline,5885,-123.12937065688313,44.996098710739325,371.0
6680549-1-18md-d,b2b-87,6680549-1-18md-d-c61-1605,md-D-Diesel-2018-Baseline,3881,-122.15321809431728,48.18172792697471,3881.0
6680549-1-18hdv-d,b2b-88,6680549-1-18hdv-d-c61-1683,hdv-D-Diesel-2018-Baseline,3881,-122.15321809431728,48.18172792697471,3881.0
6689065-2-19hdv-d,b2b-89,6689065-2-19hdv-d-c61-1709,hdv-D-Diesel-2018-Baseline,3674,-122.20752604531782,47.83251188991241,3674.0
6689468-2-20md-d,b2b-90,6689468-2-20md-d-c61-1735,md-D-Diesel-2018-Baseline,3895,-121.21397457108472,48.12162242145222,3895.0
6689468-2-20hdt-d,b2b-91,6689468-2-20hdt-d-c61-1839,hdt-D-Diesel-2018-Baseline,3895,-121.21397457108472,48.12162242145222,3895.0
6689468-2-21hdv-d,b2b-92,6689468-2-21hdv-d-c61-1943,hdv-D-Diesel-2018-Baseline,3895,-121.21397457108472,48.12162242145222,3895.0
6696255-1-22md-d,b2b-93,6696255-1-22md-d-c61-1970,md-D-Diesel-2018-Baseline,3419,-122.22591275757188,48.01378790188247,3419.0
6696255-2-23hdt-d,b2b-94,6696255-2-23hdt-d-c61-2025,hdt-D-Diesel-2018-Baseline,3419,-122.22591275757188,48.01378790188247,3419.0
6696255-2-23hdv-d,b2b-95,6696255-2-23hdv-d-c61-2134,hdv-D-Diesel-2018-Baseline,3419,-122.22591275757188,48.01378790188247,3419.0
6696255-2-24md-d,b2b-96,6696255-2-24md-d-c61-2163,md-D-Diesel-2018-Baseline,3419,-122.22591275757188,48.01378790188247,3419.0
6704294-2-25hdv-d,b2b-97,6704294-2-25hdv-d-c61-2243,hdv-D-Diesel-2018-Baseline,5885,-123.12937065688313,44.996098710739325,384.0
6708070-1-26md-d,b2b-98,6708070-1-26md-d-c61-2269,md-D-Diesel-2018-Baseline,5885,-123.12937065688313,44.996098710739325,4884.0
6708070-1-26hdt-d,b2b-99,6708070-1-26hdt-d-c61-2347,hdt-D-Diesel-2018-Baseline,5885,-123.12937065688313,44.996098710739325,4884.0
6708232-1-27md-d-0,b2b-100,6708232-1-27md-d-0-c61-2348,md-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-27md-d-0,b2b-101,6708232-1-27md-d-0-c61-2393,md-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-27md-d-0,b2b-102,6708232-1-27md-d-0-c61-2394,md-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-27md-d-1,b2b-103,6708232-1-27md-d-1-c61-2511,md-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-27hdt-d,b2b-104,6708232-1-27hdt-d-c61-2629,hdt-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-27hdv-d,b2b-105,6708232-1-27hdv-d-c61-2779,hdv-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-27hdv-d,b2b-106,6708232-1-27hdv-d-c61-2815,hdv-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-28md-d,b2b-107,6708232-1-28md-d-c61-2862,md-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-28hdt-d,b2b-108,6708232-1-28hdt-d-c61-3012,hdt-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708232-1-28hdv-d,b2b-109,6708232-1-28hdv-d-c61-3166,hdv-D-Diesel-2018-Baseline,3610,-122.31538157640163,47.8252358388413,3610.0
6708389-1-29md-d,b2b-110,6708389-1-29md-d-c61-3193,md-D-Diesel-2018-Baseline,5885,-123.12937065688313,44.996098710739325,5817.0
6708389-1-29hdt-d,b2b-111,6708389-1-29hdt-d-c61-3302,hdt-D-Diesel-2018-Baseline,5885,-123.12937065688313,44.996098710739325,5817.0
6708389-1-29hdv-d,b2b-112,6708389-1-29hdv-d-c61-3409,hdv-D-Diesel-2018-Baseline,5885,-123.12937065688313,44.996098710739325,5817.0
