carrierId,tourId,vehicleId,vehicleTypeId,warehouseZone,warehouseX,warehouseY,mesoZone
758977-3-68hdt-d,b2b-3821,758977-3-68hdt-d-c13-6548,hdt-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
758977-3-68hdt-d,b2b-3822,758977-3-68hdt-d-c13-6549,hdt-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
758977-3-69md-d,b2b-3823,758977-3-69md-d-c13-6577,md-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
758977-3-69md-d,b2b-3824,758977-3-69md-d-c13-6578,md-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
758977-3-69hdt-d,b2b-3825,758977-3-69hdt-d-c13-6734,hdt-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
758977-3-69hdt-d,b2b-3826,758977-3-69hdt-d-c13-6735,hdt-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
758977-3-69hdt-d,b2b-3827,758977-3-69hdt-d-c13-6736,hdt-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
758977-3-69hdt-d,b2b-3828,758977-3-69hdt-d-c13-6737,hdt-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
758977-3-69hdv-d,b2b-3829,758977-3-69hdv-d-c13-6858,hdv-D-Diesel-2018-Baseline,1699,-122.11918464338848,37.88880932131355,1699.0
761084-2-70md-d,b2b-3830,761084-2-70md-d-c13-6859,md-D-Diesel-2018-Baseline,1898,-122.35999965835175,37.93570241236606,1898.0
761084-2-70md-d,b2b-3831,761084-2-70md-d-c13-6885,md-D-Diesel-2018-Baseline,1898,-122.35999965835175,37.93570241236606,1898.0
761084-2-70md-d,b2b-3832,761084-2-70md-d-c13-6886,md-D-Diesel-2018-Baseline,1898,-122.35999965835175,37.93570241236606,1898.0
761084-2-70hdv-d,b2b-3833,761084-2-70hdv-d-c13-6966,hdv-D-Diesel-2018-Baseline,1898,-122.35999965835175,37.93570241236606,1898.0
765305-2-71hdv-d,b2b-3834,765305-2-71hdv-d-c13-6995,hdv-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9701.0
767582-3-72hdv-d,b2b-3835,767582-3-72hdv-d-c13-7021,hdv-D-Diesel-2018-Baseline,9268,-121.78758123856964,38.52165374171291,5121.0
767614-1-73md-d,b2b-3836,767614-1-73md-d-c13-7048,md-D-Diesel-2018-Baseline,1572,-122.03876761569792,37.9595738836344,1572.0
767614-1-73hdt-d,b2b-3837,767614-1-73hdt-d-c13-7162,hdt-D-Diesel-2018-Baseline,1572,-122.03876761569792,37.9595738836344,1572.0
767614-1-73hdv-d,b2b-3838,767614-1-73hdv-d-c13-7273,hdv-D-Diesel-2018-Baseline,1572,-122.03876761569792,37.9595738836344,1572.0
