payloadId,sequenceRank,tourId,payloadType,requestType,locationZone,estimatedTimeOfArrivalInSec,arrivalTimeWindowInSecLower,arrivalTimeWindowInSecUpper,operationDurationInSec,locationX,locationY,mesoZone,buyerNAICS,sellerNAICS,weightInKg,deliveryType,fleetType
61-db2b16,0,b2b-16,bulk,loading,3458,25800,0,0,0,-122.24588543728134,47.93895030691468,3458.0,,,23673.43938267,delivery-only,
61-b2b547,1,b2b-16,bulk,unloading,3205,37140,33180,100800,10260,-122.3834825564397,46.88687391044784,2588.0,230301,212310.0,23673.43938267,delivery-only,private
61-db2b16-,2,b2b-16,bulk,loading,3458,58440,0,0,0,-122.24588543728134,47.93895030691468,3458.0,,,0.0,delivery-only,
61-db2b17,0,b2b-17,interm_food,loading,3903,27600,0,0,0,-121.78242681365244,47.87137162365334,3903.0,,,2712.02878023,delivery-only,
61-b2b494,1,b2b-17,interm_food,unloading,1704,33120,29760,86400,960,-122.15911281506692,47.50663699197143,1704.0,722211,312130,1359.8699252600002,delivery-only,private
61-b2b493,2,b2b-17,interm_food,unloading,1849,35100,18240,86400,360,-122.29572807324696,47.4509233563751,1849.0,722211,312130,1352.15885497,delivery-only,private
61-db2b17-,3,b2b-17,interm_food,loading,3903,41040,0,0,0,-121.78242681365244,47.87137162365334,3903.0,,,0.0,delivery-only,
61-db2b18,0,b2b-18,mfr_goods,loading,3573,40200,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,221.35307656,delivery-only,
61-b2b228,1,b2b-18,mfr_goods,unloading,3767,43140,22740,86400,1140,-122.09008294396996,47.91893049835758,3767.0,624100,315000,110.67653828,delivery-only,private
61-b2b229,2,b2b-18,mfr_goods,unloading,3767,44280,20760,86400,840,-122.08655442990576,47.91804997108865,3767.0,624100,315000,110.67653828,delivery-only,private
61-db2b18-,3,b2b-18,mfr_goods,loading,3573,48180,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b19,0,b2b-19,mfr_goods,loading,3573,40200,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,441.34537601,delivery-only,
61-b2b219,1,b2b-19,mfr_goods,unloading,990,41880,23040,86400,540,-122.35483024082308,47.70424444842895,990.0,425000,315000,110.22294591,delivery-only,private
61-b2b225,2,b2b-19,mfr_goods,unloading,974,42600,26460,86400,1080,-122.32838096946682,47.71038806942146,974.0,624100,315000,110.67653828,delivery-only,private
61-b2b207,3,b2b-19,mfr_goods,unloading,975,43740,27840,86400,840,-122.33022807352847,47.70513544033931,975.0,611B00,315000,110.22294591,delivery-only,private
61-b2b206,4,b2b-19,mfr_goods,unloading,975,44580,35940,86400,780,-122.33029025030235,47.70311586927663,975.0,611B00,315000,110.22294591,delivery-only,private
61-db2b19-,5,b2b-19,mfr_goods,loading,3573,46140,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b20,0,b2b-20,mfr_goods,loading,3573,40200,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,551.56832192,delivery-only,
61-b2b222,1,b2b-20,mfr_goods,unloading,1091,42240,25800,86400,900,-122.3283933761927,47.670847314811255,1091.0,425000,315000,110.22294591,delivery-only,private
61-b2b210,2,b2b-20,mfr_goods,unloading,1654,44220,36900,86400,1080,-122.23713059703796,47.58175386449464,1654.0,452000,315000,110.22294591,delivery-only,private
61-b2b236,3,b2b-20,mfr_goods,unloading,1791,46380,19680,86400,420,-122.34666398036433,47.50886504453779,1791.0,813B00,315000,110.67653828,delivery-only,private
61-b2b216,4,b2b-20,mfr_goods,unloading,1128,48300,28260,86400,600,-122.40863186829108,47.64995261510561,1128.0,425000,315000,110.22294591,delivery-only,private
61-b2b211,5,b2b-20,mfr_goods,unloading,1095,48900,25260,86400,900,-122.38106447401206,47.67074565338845,1095.0,425000,315000,110.22294591,delivery-only,private
61-db2b20-,6,b2b-20,mfr_goods,loading,3573,51240,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b21,0,b2b-21,mfr_goods,loading,3573,40200,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,994.2744750400001,delivery-only,
61-b2b218,1,b2b-21,mfr_goods,unloading,1766,44280,34860,86400,840,-122.23660800649104,47.48865759924319,1766.0,425000,315000,110.22294591,delivery-only,private
61-b2b215,2,b2b-21,mfr_goods,unloading,1975,46260,35220,86400,480,-122.25627806712248,47.38002149462238,1975.0,425000,315000,110.22294591,delivery-only,private
61-b2b212,3,b2b-21,mfr_goods,unloading,1989,47280,39000,86400,840,-122.32070408446246,47.34896068822911,1989.0,425000,315000,110.22294591,delivery-only,private
61-b2b232,4,b2b-21,mfr_goods,unloading,1739,49560,26400,86400,720,-122.20082411500006,47.46587831161541,1739.0,532400,315000,110.67653828,delivery-only,private
61-b2b231,5,b2b-21,mfr_goods,unloading,2210,51840,37200,86400,360,-121.95960968348682,47.50886136098589,2210.0,517210,315000,110.67653828,delivery-only,private
61-b2b230,6,b2b-21,mfr_goods,unloading,2210,52200,27600,86400,780,-121.95983794296211,47.51992682096753,2210.0,517210,315000,110.67653828,delivery-only,private
61-b2b234,7,b2b-21,mfr_goods,unloading,1627,54240,26640,86400,540,-122.155319064777,47.62944303568656,1627.0,315000,315000,110.67653828,delivery-only,private
61-b2b235,8,b2b-21,mfr_goods,unloading,1627,54780,33240,86400,840,-122.16787083496358,47.62480480668261,1627.0,315000,315000,110.67653828,delivery-only,private
61-b2b205,9,b2b-21,mfr_goods,unloading,975,55620,31980,86400,480,-122.32956261068432,47.705111443291,975.0,611B00,315000,110.22294591,delivery-only,private
61-db2b21-,10,b2b-21,mfr_goods,loading,3573,56880,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b22,0,b2b-22,mfr_goods,loading,3573,30000,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,332.02961484,delivery-only,
61-b2b238,1,b2b-22,mfr_goods,unloading,1222,32700,22740,86400,780,-122.30648802308556,47.6149416092394,1222.0,323110,315000,110.67653828,delivery-only,private
61-b2b237,2,b2b-22,mfr_goods,unloading,1791,34620,29400,86400,420,-122.34757802811856,47.51006494107085,1791.0,813B00,315000,110.67653828,delivery-only,private
61-b2b239,3,b2b-22,mfr_goods,unloading,2357,37080,30000,86400,480,-122.61451557120324,47.58640037173466,2357.0,452000,315000,110.67653828,delivery-only,private
61-db2b22-,4,b2b-22,mfr_goods,loading,3573,40380,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b23,0,b2b-23,mfr_goods,loading,3573,22800,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,220.89948419,delivery-only,
61-b2b227,1,b2b-23,mfr_goods,unloading,3767,25740,19320,86400,1080,-122.0979522581851,47.92030379425539,3767.0,624100,315000,110.67653828,delivery-only,private
61-b2b220,2,b2b-23,mfr_goods,unloading,1091,29940,26820,86400,780,-122.33097814473273,47.66998566902245,1091.0,425000,315000,110.22294591,delivery-only,private
61-db2b23-,3,b2b-23,mfr_goods,loading,3573,32160,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b24,0,b2b-24,mfr_goods,loading,3573,30420,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,441.79896838,delivery-only,
61-b2b240,1,b2b-24,mfr_goods,unloading,2357,35700,35700,86400,300,-122.62530688911389,47.580482063335104,2357.0,452000,315000,110.67653828,delivery-only,private
61-b2b221,2,b2b-24,mfr_goods,unloading,1091,38220,28800,86400,1020,-122.33624801274422,47.67008862601016,1091.0,425000,315000,110.22294591,delivery-only,private
61-b2b223,3,b2b-24,mfr_goods,unloading,1091,39240,25260,86400,1140,-122.3331199738433,47.670289401122126,1091.0,425000,315000,110.22294591,delivery-only,private
61-b2b226,4,b2b-24,mfr_goods,unloading,974,40620,32400,86400,540,-122.32731797740904,47.71257543328779,974.0,624100,315000,110.67653828,delivery-only,private
61-db2b24-,5,b2b-24,mfr_goods,loading,3573,42240,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b25,0,b2b-25,mfr_goods,loading,3573,26760,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,441.34537601,delivery-only,
61-b2b213,1,b2b-25,mfr_goods,unloading,1591,31920,27000,86400,1140,-122.1046143105106,47.62512637459656,1591.0,425000,315000,110.22294591,delivery-only,private
61-b2b233,2,b2b-25,mfr_goods,unloading,1739,36600,36600,86400,480,-122.2047710802129,47.46512040720556,1739.0,532400,315000,110.67653828,delivery-only,private
61-b2b214,3,b2b-25,mfr_goods,unloading,1752,39000,39000,86400,540,-122.20989164216545,47.455045080687135,1752.0,425000,315000,110.22294591,delivery-only,private
61-b2b217,4,b2b-25,mfr_goods,unloading,1766,39960,36000,86400,480,-122.24402360723036,47.49183537990156,1766.0,425000,315000,110.22294591,delivery-only,private
61-db2b25-,5,b2b-25,mfr_goods,loading,3573,43920,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b26,0,b2b-26,mfr_goods,loading,3573,33000,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,110.22294591,delivery-only,
61-b2b224,1,b2b-26,mfr_goods,unloading,3191,42600,24480,100800,540,-122.63406251874072,47.01170184123696,4401.0,813B00,315000,110.22294591,delivery-only,private
61-db2b26-,2,b2b-26,mfr_goods,loading,3573,51240,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b27,0,b2b-27,mfr_goods,loading,3573,33000,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,220.44589182,delivery-only,
61-b2b209,1,b2b-27,mfr_goods,unloading,3179,40740,36360,100800,420,-122.80400394373277,47.27276413599254,2666.0,424900,315000,110.22294591,delivery-only,private
61-b2b208,2,b2b-27,mfr_goods,unloading,3179,41160,31800,100800,420,-122.80400394373277,47.27276413599254,2666.0,424900,315000,110.22294591,delivery-only,private
61-db2b27-,3,b2b-27,mfr_goods,loading,3573,47820,0,0,0,-122.38144420534051,47.80832142865978,3573.0,,,0.0,delivery-only,
61-db2b28,0,b2b-28,bulk,loading,3809,28200,0,0,0,-122.18016666660472,48.143091510819005,3809.0,,,6028.2425973,delivery-only,
61-b2b560,1,b2b-28,bulk,unloading,3306,39540,32220,86400,3240,-122.30771937167697,47.21089284354788,3306.0,321910,321100.0,6028.2425973,delivery-only,private
61-db2b28-,2,b2b-28,bulk,loading,3809,52620,0,0,0,-122.18016666660472,48.143091510819005,3809.0,,,0.0,delivery-only,
61-db2b29,0,b2b-29,bulk,loading,3809,28200,0,0,0,-122.18016666660472,48.143091510819005,3809.0,,,6803.88555,delivery-only,
61-b2b558,1,b2b-29,bulk,unloading,3306,39540,30600,86400,4260,-122.29750500373392,47.20867212814408,3306.0,321910,321100.0,6803.88555,delivery-only,private
61-db2b29-,2,b2b-29,bulk,loading,3809,53640,0,0,0,-122.18016666660472,48.143091510819005,3809.0,,,0.0,delivery-only,
61-db2b30,0,b2b-30,bulk,loading,3809,28200,0,0,0,-122.18016666660472,48.143091510819005,3809.0,,,6803.88555,delivery-only,
61-b2b559,1,b2b-30,bulk,unloading,3306,39540,27600,86400,780,-122.32485230165776,47.21820002230136,3306.0,321910,321100.0,6803.88555,delivery-only,private
61-db2b30-,2,b2b-30,bulk,loading,3809,50160,0,0,0,-122.18016666660472,48.143091510819005,3809.0,,,0.0,delivery-only,
61-db2b31,0,b2b-31,bulk,loading,3854,31200,0,0,0,-122.37796669465752,48.27166772354568,4562.0,,,23330.52355095,delivery-only,
61-b2b542,1,b2b-31,bulk,unloading,3806,34680,25800,86400,3480,-122.13319511305232,48.06197790949615,3806.0,230301,321100.0,23330.52355095,delivery-only,private
61-db2b31-,2,b2b-31,bulk,loading,3854,40920,0,0,0,-122.37796669465752,48.27166772354568,4562.0,,,0.0,delivery-only,
61-db2b32,0,b2b-32,mfr_goods,loading,3184,40200,0,0,0,-122.66401776351336,47.10873288512745,4331.0,,,128.82023308,delivery-only,
61-b2b165,1,b2b-32,mfr_goods,unloading,3589,48240,37200,86400,1020,-122.32862156800232,47.7988195588659,3589.0,523A00,323110,128.82023308,delivery-only,private
61-db2b32-,2,b2b-32,mfr_goods,loading,3184,57000,0,0,0,-122.66401776351336,47.10873288512745,4331.0,,,0.0,delivery-only,
61-db2b33,0,b2b-33,fuel_fert,loading,3810,21120,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23689.768707990002,delivery-only,
61-b2b523,1,b2b-33,fuel_fert,unloading,1510,25800,25800,86400,18240,-122.20350485664822,47.71749446965956,1510.0,1111B0,325310.0,23689.768707990002,delivery-only,private
61-db2b33-,2,b2b-33,fuel_fert,loading,3810,46380,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b34,0,b2b-34,fuel_fert,loading,3810,19200,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23689.768707990002,delivery-only,
61-b2b522,1,b2b-34,fuel_fert,unloading,1510,22080,20400,86400,2040,-122.19861113726516,47.71712813857144,1510.0,1111B0,325310.0,23689.768707990002,delivery-only,private
61-db2b34-,2,b2b-34,fuel_fert,loading,3810,26460,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b35,0,b2b-35,fuel_fert,loading,3810,20040,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23685.23278429,delivery-only,
61-b2b519,1,b2b-35,fuel_fert,unloading,2129,32340,32340,86400,9840,-121.9646650138402,47.2280009068768,2129.0,1111B0,325310.0,23685.23278429,delivery-only,private
61-db2b35-,2,b2b-35,fuel_fert,loading,3810,51780,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b36,0,b2b-36,fuel_fert,loading,3810,27600,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23689.768707990002,delivery-only,
61-b2b521,1,b2b-36,fuel_fert,unloading,3874,31560,31560,86400,5820,-122.10786736379798,48.21744956707625,3874.0,1111B0,325310.0,23689.768707990002,delivery-only,private
61-db2b36-,2,b2b-36,fuel_fert,loading,3810,38280,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b37,0,b2b-37,fuel_fert,loading,3810,19200,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23685.23278429,delivery-only,
61-b2b520,1,b2b-37,fuel_fert,unloading,2129,29700,22680,86400,2760,-121.96655619343004,47.220682143424575,2129.0,1111B0,325310.0,23685.23278429,delivery-only,private
61-db2b37-,2,b2b-37,fuel_fert,loading,3810,42060,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b38,0,b2b-38,fuel_fert,loading,3810,25320,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23689.768707990002,delivery-only,
61-b2b524,1,b2b-38,fuel_fert,unloading,1510,30000,30000,86400,1620,-122.19994894137558,47.71808852011291,1510.0,1111B0,325310.0,23689.768707990002,delivery-only,private
61-db2b38-,2,b2b-38,fuel_fert,loading,3810,33960,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b39,0,b2b-39,fuel_fert,loading,3810,20400,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23684.779191920003,delivery-only,
61-b2b526,1,b2b-39,fuel_fert,unloading,3181,31260,21240,100800,2940,-122.79042669700618,47.2126448710439,2729.0,325310,325310.0,23684.779191920003,delivery-only,private
61-db2b39-,2,b2b-39,fuel_fert,loading,3810,44760,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b40,0,b2b-40,fuel_fert,loading,3810,20400,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23684.779191920003,delivery-only,
61-b2b525,1,b2b-40,fuel_fert,unloading,2128,30840,23940,100800,1560,-121.47570027834682,47.10458526658929,700.0,115000,325310.0,23684.779191920003,delivery-only,private
61-db2b40-,2,b2b-40,fuel_fert,loading,3810,42540,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b41,0,b2b-41,fuel_fert,loading,3810,27840,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,23688.86152325,delivery-only,
61-b2b527,1,b2b-41,fuel_fert,unloading,3895,36000,36000,100800,2040,-121.41045972046028,48.1863463367089,173.0,115000,325310.0,23688.86152325,delivery-only,private
61-db2b41-,2,b2b-41,fuel_fert,loading,3810,44100,0,0,0,-122.17381378998746,48.12574120136841,3810.0,,,0.0,delivery-only,
61-db2b42,0,b2b-42,mfr_goods,loading,3434,34740,0,0,0,-122.19734667424096,47.96716957111629,3434.0,,,121.56275516000001,delivery-only,
61-b2b303,1,b2b-42,mfr_goods,unloading,3701,39000,39000,86400,540,-122.19230863925748,47.86318185033166,3701.0,621400,325414,24.04039561,delivery-only,private
61-b2b307,2,b2b-42,mfr_goods,unloading,1008,41340,20520,86400,600,-122.28891683811538,47.694224572009176,1008.0,621500,325414,24.04039561,delivery-only,private
61-b2b351,3,b2b-42,mfr_goods,unloading,1464,42660,37620,86400,900,-122.27561380898304,47.76465499922171,1464.0,621500,325414,24.49398798,delivery-only,private
61-b2b358,4,b2b-42,mfr_goods,unloading,3525,44940,31500,86400,420,-122.23822558853882,47.91805205198752,3525.0,621400,325414,24.49398798,delivery-only,private
61-b2b357,5,b2b-42,mfr_goods,unloading,3525,45360,32820,86400,960,-122.2381318974538,47.92175187314251,3525.0,621400,325414,24.49398798,delivery-only,private
61-db2b42-,6,b2b-42,mfr_goods,loading,3434,46920,0,0,0,-122.19734667424096,47.96716957111629,3434.0,,,0.0,delivery-only,
61-db2b43,0,b2b-43,mfr_goods,loading,3434,31440,0,0,0,-122.19734667424096,47.96716957111629,3434.0,,,72.12118683,delivery-only,
