tourId,departureTimeInSec,departureLocationZone,maxTourDurationInSec,departureLocationX,departureLocationY
b2b-all-2355274-1-0md-d-0,23520,3630,3600,-122.26602138049964,47.83062485195299
b2b-all-2355275-1-1hdv-d-1,45720,3909,3600,-122.19276016170284,48.05682639864859
b2b-all-29410-3-2hdt-d-2,21780,3860,3600,-122.16669982272528,48.26526223933203
b2b-all-29410-3-2hdt-d-3,23580,3860,3600,-122.16669982272528,48.26526223933203
b2b-all-29413-3-3hdt-d-4,46800,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d-5,46800,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d-6,46800,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d-7,46800,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d-8,46800,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d-9,46800,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29739-4-4hdv-d-10,20340,3181,3600,-122.77190187190745,47.21656893604093
b2b-all-29739-4-4hdv-d-11,16980,3181,3600,-122.77190187190745,47.21656893604093
b2b-all-31820-4-5hdv-d-12,34440,3859,3600,-122.31916688735215,48.2345356148123
b2b-all-31820-4-5hdv-d-13,34440,3859,3600,-122.31916688735215,48.2345356148123
b2b-all-6659810-2-6hdv-d-14,25620,3854,3600,-122.39659904664477,48.251554167789166
b2b-all-6659810-2-6hdv-d-15,25560,3854,3600,-122.39659904664477,48.251554167789166
b2b-all-6661624-1-7md-d-16,21900,3903,3600,-121.79599431183844,47.8734487433133
b2b-all-6662788-2-8hdt-d-17,20760,3873,3600,-121.9994733158405,48.22073751051053
b2b-all-6664793-3-9hdt-d-18,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-19,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-20,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-21,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-22,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-23,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-24,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-25,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-26,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-27,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6664793-3-9hdt-d-28,27180,5882,3600,-123.14494409844396,44.98169645199568
b2b-all-6665282-3-10hdt-d-29,21300,3181,3600,-122.77190187190745,47.21656893604093
b2b-all-6665282-3-10hdt-d-30,22020,3181,3600,-122.77190187190745,47.21656893604093
b2b-all-6674271-3-11hdv-d-31,27900,5911,3600,-123.33515380404658,45.06513967621475
b2b-all-6675373-1-12md-d-32,54780,3434,3600,-122.18807798532926,47.97071934421891
b2b-all-6675373-1-12md-d-33,54780,3434,3600,-122.18807798532926,47.97071934421891
b2b-all-6675373-1-12hdt-d-34,54780,3434,3600,-122.18807798532926,47.97071934421891
b2b-all-6675373-1-12hdt-d-35,54780,3434,3600,-122.18807798532926,47.97071934421891
b2b-all-6675373-1-12hdv-d-36,54780,3434,3600,-122.18807798532926,47.97071934421891
b2b-all-6675373-1-12hdv-d-37,54780,3434,3600,-122.18807798532926,47.97071934421891
b2b-all-6675373-1-13hdt-d-38,22080,3434,3600,-122.18807798532926,47.97071934421891
b2b-all-6680496-1-14md-d-39,30000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-6680496-1-14md-d-40,30000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-6680496-1-14md-d-41,30000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-6682698-3-15hdt-d-42,32940,3739,3600,-122.02459175725166,47.867784282986406
b2b-all-6682698-3-15hdt-d-43,27360,3739,3600,-122.02459175725166,47.867784282986406
b2b-all-6682886-2-16md-d-44,17460,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-16md-d-45,29040,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-16md-d-46,18060,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-16md-d-47,22440,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-16md-d-48,29040,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-16md-d-49,18720,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-16hdt-d-50,17460,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-16hdt-d-51,17460,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-17hdt-d-52,33060,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-17hdt-d-53,33060,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6682886-2-17hdt-d-54,33060,3611,3600,-122.32269959895616,47.81640375497613
b2b-all-6689815-1-18hdt-d-55,28260,3671,3600,-122.20874374762664,47.804998856244616
b2b-all-6689815-2-19hdv-d-56,26100,3671,3600,-122.20874374762664,47.804998856244616
b2b-all-6694290-3-20hdt-d-57,36000,3498,3600,-122.24795646277516,47.89843709365855
b2b-all-6694290-3-20hdt-d-58,36000,3498,3600,-122.24795646277516,47.89843709365855
b2b-all-6694290-3-20hdt-d-59,36000,3498,3600,-122.24795646277516,47.89843709365855
b2b-all-6694290-3-20hdt-d-60,36000,3498,3600,-122.24795646277516,47.89843709365855
b2b-all-6694293-1-21hdt-d-61,45660,3439,3600,-122.207115976015,47.96646304080695
b2b-all-6694294-1-22hdt-d-62,16620,3416,3600,-122.21290939034378,48.01038288528676
b2b-all-6695563-1-23md-d-63,19800,3431,3600,-122.20331193069408,47.98012917212361
b2b-all-6697753-1-24hdt-d-64,52800,3517,3600,-122.26222654276992,47.88416269148449
b2b-all-6697753-1-24hdt-d-65,52800,3517,3600,-122.26222654276992,47.88416269148449
b2b-all-6697753-1-24hdt-d-66,52800,3517,3600,-122.26222654276992,47.88416269148449
b2b-all-6708340-1-25hdv-d-0-67,16980,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-6708340-1-25hdv-d-0-68,20100,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-6708340-1-25hdv-d-0-69,24600,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-6708340-1-25hdv-d-1-70,20700,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-6708340-1-25hdv-d-1-71,17940,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-6710857-3-26hdv-d-72,18840,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-6710857-3-26hdv-d-73,15780,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-6712420-1-27hdt-d-74,33840,3689,3600,-122.24644515472954,47.84266316724651
b2b-all-6715020-1-28md-d-0-75,29760,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-6715020-1-28md-d-0-76,26700,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-6715020-1-28md-d-0-77,26700,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-6715020-1-28md-d-1-78,26700,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-6715020-1-28md-d-1-79,26700,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-6715020-1-28md-d-1-80,30540,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-6715020-1-28md-d-2-81,26700,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-6715020-1-28md-d-2-82,29160,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-6715020-1-29md-d-83,27960,3887,3600,-121.84237149958236,48.0399046966454
b2b-all-705051-4-30hdv-d-84,36000,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-705051-4-30hdv-d-85,36000,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-705785-2-31md-d-86,51720,3870,3600,-122.08649048567143,48.12330594038658
b2b-all-705785-2-31md-d-87,51720,3870,3600,-122.08649048567143,48.12330594038658
b2b-all-705785-2-31md-d-88,51720,3870,3600,-122.08649048567143,48.12330594038658
b2b-all-705785-2-31md-d-89,51720,3870,3600,-122.08649048567143,48.12330594038658
b2b-all-705785-2-31md-d-90,51720,3870,3600,-122.08649048567143,48.12330594038658
b2b-all-705785-2-31md-d-91,51720,3870,3600,-122.08649048567143,48.12330594038658
b2b-all-705785-2-31hdv-d-92,51720,3870,3600,-122.08649048567143,48.12330594038658
b2b-all-710169-1-32hdv-d-93,24720,3736,3600,-121.97330682626492,47.89041574872106
b2b-all-710169-2-33hdv-d-94,27000,3736,3600,-121.97330682626492,47.89041574872106
b2b-all-710172-1-34md-d-95,24120,3847,3600,-122.35575010676322,48.23545959180077
b2b-all-710173-2-35md-d-96,51480,3882,3600,-122.15358166712662,48.17430195244178
b2b-all-710173-2-35hdv-d-97,51480,3882,3600,-122.15358166712662,48.17430195244178
b2b-all-713887-3-36hdv-d-98,21540,3419,3600,-122.22394856196526,48.01438655480608
b2b-all-713887-3-36hdv-d-99,27420,3419,3600,-122.22394856196526,48.01438655480608
b2b-all-713889-1-37md-d-100,35580,3459,3600,-122.23725928764722,47.93060892505956
b2b-all-713892-3-38hdv-d-101,16440,3184,3600,-122.66808420396303,47.10635009599398
b2b-all-717912-2-39hdt-d-0-102,30420,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-39hdt-d-0-103,32280,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-39hdt-d-0-104,21900,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-39hdt-d-1-105,31260,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-39hdt-d-1-106,30300,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-39hdt-d-1-107,23700,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-39hdt-d-2-108,23100,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-40hdt-d-109,23640,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-40hdt-d-110,18300,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-40hdt-d-111,18300,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-40hdt-d-112,24780,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-717912-2-40hdt-d-113,19740,3718,3600,-122.11925116915302,47.82383666257367
b2b-all-720287-1-41hdt-d-114,36480,3612,3600,-122.33437229922409,47.81794253323324
b2b-all-720435-3-42hdv-d-115,29640,3539,3600,-122.2838847194846,47.865110437603576
b2b-all-720435-3-42hdv-d-116,26100,3539,3600,-122.2838847194846,47.865110437603576
b2b-all-725637-2-43hdv-d-117,28980,3179,3600,-122.74810938133588,47.29621087392292
b2b-all-728383-2-44md-d-118,19380,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-728383-2-44md-d-119,19380,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-728383-2-44md-d-120,19380,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-728383-2-44md-d-121,23220,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-728383-2-44md-d-122,19380,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-728383-2-44md-d-123,19380,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-728383-2-44hdt-d-124,19380,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-728383-2-44hdt-d-125,19380,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-731840-1-45hdt-d-126,33000,3520,3600,-122.27001087790808,47.87797428448911
b2b-all-731840-1-45hdt-d-127,33000,3520,3600,-122.27001087790808,47.87797428448911
b2b-all-731840-1-45hdt-d-128,33000,3520,3600,-122.27001087790808,47.87797428448911
b2b-all-731841-2-46hdt-d-129,45120,3711,3600,-122.17949079498214,48.02156193558771
b2b-all-731841-2-46hdt-d-130,45120,3711,3600,-122.17949079498214,48.02156193558771
b2b-all-7322-1-47md-d-131,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-132,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-133,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-134,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-135,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-136,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-137,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-138,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-139,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-140,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-141,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-142,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7322-1-47md-d-143,27000,3191,3600,-122.48240942711132,47.05796598200305
b2b-all-7380342-1-48md-d-144,34140,3854,3600,-122.3645144674494,48.26687162473969
b2b-all-7380342-1-48md-d-145,34140,3854,3600,-122.3645144674494,48.26687162473969
b2b-all-7380342-1-48md-d-146,34140,3854,3600,-122.3645144674494,48.26687162473969
b2b-all-7380524-1-49md-d-147,17100,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-7380524-1-49md-d-148,22980,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-7380524-1-49md-d-149,17100,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-7380524-1-49md-d-150,17100,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-7380524-1-49md-d-151,21600,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-7380524-1-49md-d-152,17100,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-7380896-2-50hdt-d-153,51600,3515,3600,-122.24918798434304,47.88119568641799
b2b-all-7381028-2-51hdt-d-154,17880,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-7384235-1-52hdt-d-155,20160,5885,3600,-123.12917480974409,44.98433170990787
b2b-all-7387241-1-53hdt-d-156,17340,3860,3600,-122.16669982272528,48.26526223933203
b2b-all-7392-1-54md-d-157,55800,3897,3600,-121.88354696804184,47.8160996415638
b2b-all-7392-1-54md-d-158,55800,3897,3600,-121.88354696804184,47.8160996415638
b2b-all-7392-1-54md-d-159,55800,3897,3600,-121.88354696804184,47.8160996415638
b2b-all-7392-1-54md-d-160,55800,3897,3600,-121.88354696804184,47.8160996415638
b2b-all-7392-1-54md-d-161,55800,3897,3600,-121.88354696804184,47.8160996415638
b2b-all-7392-1-54md-d-162,55800,3897,3600,-121.88354696804184,47.8160996415638
b2b-all-7392-1-54md-d-163,55800,3897,3600,-121.88354696804184,47.8160996415638
b2b-all-7403-3-55hdv-d-164,28680,3181,3600,-122.77190187190745,47.21656893604093
b2b-all-7403-3-55hdv-d-165,28680,3181,3600,-122.77190187190745,47.21656893604093
b2b-all-7403-3-55hdv-d-166,28680,3181,3600,-122.77190187190745,47.21656893604093
b2b-all-7432938-1-56md-d-167,27300,3539,3600,-122.28963240113474,47.86853422529266
