carrierId,tourId,vehicleId,vehicleTypeId,warehouseZone,warehouseX,warehouseY
b2b-all-2355274-1-0md-d,b2b-all-2355274-1-0md-d-0,b2b-all-2355274-1-0md-d-5,freight-md-D-Diesel-Baseline,3630,-122.26602138049964,47.83062485195299
b2b-all-2355275-1-1hdv-d,b2b-all-2355275-1-1hdv-d-1,b2b-all-2355275-1-1hdv-d-26,freight-hdv-D-Diesel-Baseline,3909,-122.19276016170284,48.05682639864859
b2b-all-29410-3-2hdt-d,b2b-all-29410-3-2hdt-d-2,b2b-all-29410-3-2hdt-d-57,freight-hdt-D-Diesel-Baseline,3860,-122.16669982272528,48.26526223933203
b2b-all-29410-3-2hdt-d,b2b-all-29410-3-2hdt-d-3,b2b-all-29410-3-2hdt-d-58,freight-hdt-D-Diesel-Baseline,3860,-122.16669982272528,48.26526223933203
b2b-all-29413-3-3hdt-d,b2b-all-29413-3-3hdt-d-4,b2b-all-29413-3-3hdt-d-73,freight-hdt-D-Diesel-Baseline,3888,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d,b2b-all-29413-3-3hdt-d-5,b2b-all-29413-3-3hdt-d-74,freight-hdt-D-Diesel-Baseline,3888,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d,b2b-all-29413-3-3hdt-d-6,b2b-all-29413-3-3hdt-d-75,freight-hdt-D-Diesel-Baseline,3888,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d,b2b-all-29413-3-3hdt-d-7,b2b-all-29413-3-3hdt-d-76,freight-hdt-D-Diesel-Baseline,3888,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d,b2b-all-29413-3-3hdt-d-8,b2b-all-29413-3-3hdt-d-77,freight-hdt-D-Diesel-Baseline,3888,-121.92936699291944,48.12187252269389
b2b-all-29413-3-3hdt-d,b2b-all-29413-3-3hdt-d-9,b2b-all-29413-3-3hdt-d-78,freight-hdt-D-Diesel-Baseline,3888,-121.92936699291944,48.12187252269389
b2b-all-29739-4-4hdv-d,b2b-all-29739-4-4hdv-d-10,b2b-all-29739-4-4hdv-d-92,freight-hdv-D-Diesel-Baseline,3181,-122.77190187190745,47.21656893604093
b2b-all-29739-4-4hdv-d,b2b-all-29739-4-4hdv-d-11,b2b-all-29739-4-4hdv-d-93,freight-hdv-D-Diesel-Baseline,3181,-122.77190187190745,47.21656893604093
