carrierId,tourId,vehicleId,vehicleTypeId,warehouseZone,warehouseX,warehouseY,mesoZone
2351729-1-0md-d,b2b-0,2351729-1-0md-d-c61-27,md-D-Diesel-2018-Baseline,3793,-122.13558894552652,48.10914164516132,3793.0
2351729-1-0hdt-d,b2b-1,2351729-1-0hdt-d-c61-138,hdt-D-Diesel-2018-Baseline,3793,-122.13558894552652,48.10914164516132,3793.0
2351729-1-0hdv-d,b2b-2,2351729-1-0hdv-d-c61-251,hdv-D-Diesel-2018-Baseline,3793,-122.13558894552652,48.10914164516132,3793.0
2351729-1-1hdv-d,b2b-3,2351729-1-1hdv-d-c61-335,hdv-D-Diesel-2018-Baseline,3793,-122.13558894552652,48.10914164516132,3793.0
2353936-1-2md-d,b2b-4,2353936-1-2md-d-c61-369,md-D-Diesel-2018-Baseline,3754,-121.97098440307524,47.85390012198362,3754.0
2353936-1-2hdt-d,b2b-5,2353936-1-2hdt-d-c61-484,hdt-D-Diesel-2018-Baseline,3754,-121.97098440307524,47.85390012198362,3754.0
2353936-1-2hdv-d,b2b-6,2353936-1-2hdv-d-c61-599,hdv-D-Diesel-2018-Baseline,3754,-121.97098440307524,47.85390012198362,3754.0
2353936-1-3md-d,b2b-7,2353936-1-3md-d-c61-633,md-D-Diesel-2018-Baseline,3754,-121.97098440307524,47.85390012198362,3754.0
29737-2-4hdv-d,b2b-8,29737-2-4hdv-d-c61-688,hdv-D-Diesel-2018-Baseline,3179,-122.80400394373277,47.27276413599254,2658.0
29737-2-4hdv-d,b2b-9,29737-2-4hdv-d-c61-714,hdv-D-Diesel-2018-Baseline,3179,-122.80400394373277,47.27276413599254,2658.0
31382-3-5hdt-d,b2b-10,31382-3-5hdt-d-c61-740,hdt-D-Diesel-2018-Baseline,3887,-121.77942031249093,47.9658953378705,3887.0
6596620-3-6hdt-d,b2b-11,6596620-3-6hdt-d-c61-741,hdt-D-Diesel-2018-Baseline,3458,-122.24588543728134,47.93895030691468,3458.0
6596620-3-6hdt-d,b2b-12,6596620-3-6hdt-d-c61-742,hdt-D-Diesel-2018-Baseline,3458,-122.24588543728134,47.93895030691468,3458.0
6596620-3-6hdt-d,b2b-13,6596620-3-6hdt-d-c61-769,hdt-D-Diesel-2018-Baseline,3458,-122.24588543728134,47.93895030691468,3458.0
6596620-3-6hdv-d,b2b-14,6596620-3-6hdv-d-c61-851,hdv-D-Diesel-2018-Baseline,3458,-122.24588543728134,47.93895030691468,3458.0
