level_0,payloadId,sequenceRank,tourId,payloadType,requestType,locationZone,estimatedTimeOfArrivalInSec,arrivalTimeWindowInSecLower,arrivalTimeWindowInSecUpper,operationDurationInSec,locationX,locationY,mesoZone,buyerNAICS,sellerNAICS,distance,weightInKg,deliveryType,fleetType
566,61-b2b7866,1,b2b-151,bulk,unloading,3515,40140,25500,86400,16320,-122.24892693787832,47.881694372488354,3515.0,112120,212310.0,40.74037850652798,23683.87200718,delivery-only,private
567,61-db2b151-,2,b2b-151,bulk,loading,3860,60600,0,0,0,-122.18201315878572,48.25233607153138,3359.0,,,40.74037850652798,0.0,delivery-only,
568,61-db2b152,0,b2b-152,bulk,loading,3860,35400,0,0,0,-122.18201315878572,48.25233607153138,3359.0,,,0.0,23683.87200718,delivery-only,
569,61-b2b7865,1,b2b-152,bulk,unloading,3515,40140,36000,86400,4320,-122.24738047754064,47.87727840075132,3515.0,112120,212310.0,40.74037850652798,23683.87200718,delivery-only,private
570,61-db2b152-,2,b2b-152,bulk,loading,3860,48600,0,0,0,-122.18201315878572,48.25233607153138,3359.0,,,40.74037850652798,0.0,delivery-only,
613,61-db2b167,0,b2b-167,bulk,loading,3888,27600,0,0,0,-121.93477546145756,48.10669995087368,3888.0,,,0.0,9071.8474,delivery-only,
614,61-b2b8259,1,b2b-167,bulk,unloading,3485,31500,20520,86400,4140,-122.20882629484936,47.89018225972436,3485.0,230301,212310.0,34.75514324702264,9071.8474,delivery-only,private
615,61-db2b167-,2,b2b-167,bulk,loading,3888,38160,0,0,0,-121.93477546145756,48.10669995087368,3888.0,,,34.75514324702264,0.0,delivery-only,
625,61-db2b171,0,b2b-171,bulk,loading,3888,27600,0,0,0,-121.93477546145756,48.10669995087368,3888.0,,,0.0,23676.160936890003,delivery-only,
626,61-b2b8258,1,b2b-171,bulk,unloading,2043,38280,35580,86400,9000,-122.37016849357904,47.31364906325644,2043.0,230301,212310.0,89.81583360239813,23676.160936890003,delivery-only,private
627,61-db2b171-,2,b2b-171,bulk,loading,3888,56460,0,0,0,-121.93477546145756,48.10669995087368,3888.0,,,89.81583360239813,0.0,delivery-only,
643,61-db2b177,0,b2b-177,bulk,loading,3191,21600,0,0,0,-122.63406251874072,47.01170184123696,2573.0,,,0.0,23692.03666984,delivery-only,
644,61-b2b7856,1,b2b-177,bulk,unloading,3882,34320,25260,86400,2040,-122.16025143942028,48.174661022183024,3882.0,230301,212310.0,118.19708236334112,23692.03666984,delivery-only,private
645,61-db2b177-,2,b2b-177,bulk,loading,3191,48480,0,0,0,-122.63406251874072,47.01170184123696,2573.0,,,118.19708236334112,0.0,delivery-only,
673,61-db2b187,0,b2b-187,bulk,loading,3458,37200,0,0,0,-122.25130277188372,47.9381890198561,3458.0,,,0.0,9071.8474,delivery-only,
674,61-b2b8300,1,b2b-187,bulk,unloading,2043,45000,31800,86400,3660,-122.36265672868196,47.31138087769166,2043.0,230301,2123A0,64.67201029512717,9071.8474,delivery-only,private
675,61-db2b187-,2,b2b-187,bulk,loading,3458,55260,0,0,0,-122.25130277188372,47.9381890198561,3458.0,,,64.67201029512717,0.0,delivery-only,
676,61-db2b188,0,b2b-188,bulk,loading,3458,37200,0,0,0,-122.25130277188372,47.9381890198561,3458.0,,,0.0,9071.8474,delivery-only,
677,61-b2b8299,1,b2b-188,bulk,unloading,2043,45000,25200,86400,3060,-122.3640144833734,47.30970854134315,2043.0,230301,2123A0,64.67201029512717,9071.8474,delivery-only,private
678,61-db2b188-,2,b2b-188,bulk,loading,3458,54660,0,0,0,-122.25130277188372,47.9381890198561,3458.0,,,64.67201029512717,0.0,delivery-only,
709,61-db2b199,0,b2b-199,bulk,loading,3458,29400,0,0,0,-122.25130277188372,47.9381890198561,3458.0,,,0.0,23683.87200718,delivery-only,
710,61-b2b8207,1,b2b-199,bulk,unloading,2043,38400,38400,86400,3300,-122.370715991796,47.30914012053812,2043.0,230301,2123A0,64.67201029512717,23683.87200718,delivery-only,private
711,61-db2b199-,2,b2b-199,bulk,loading,3458,48300,0,0,0,-122.25130277188372,47.9381890198561,3458.0,,,64.67201029512717,0.0,delivery-only,
814,61-db2b234,0,b2b-234,bulk,loading,3191,15840,0,0,0,-122.63406251874072,47.01170184123696,2595.0,,,0.0,9071.8474,delivery-only,
815,61-b2b7993,1,b2b-234,bulk,unloading,3911,29940,29940,86400,5280,-122.20811483964565,48.09744946171638,3911.0,327330,2123A0,110.99058329433262,9071.8474,delivery-only,private
