level_0,payloadId,sequenceRank,tourId,payloadType,requestType,locationZone,estimatedTimeOfArrivalInSec,arrivalTimeWindowInSecLower,arrivalTimeWindowInSecUpper,operationDurationInSec,locationX,locationY,mesoZone,buyerNAICS,sellerNAICS,distance,weightInKg,deliveryType,fleetType
61565,61-db2b11103,0,b2b-11103,bulk,loading,3248,31200,0,0,0,-122.22687900228613,46.7689413928168,5820.0,,,0.0,0.0,pickup-delivery,
61566,61-b2b10205,1,b2b-11103,bulk,loading,3191,33420,1800,68400,840,-122.63406251874072,47.01170184123696,2557.0,321100,113000,28.085935314624923,5176.39612644,pickup-delivery,for-hire
61567,61-b2b10205,2,b2b-11103,bulk,unloading,3432,44340,2640,86400,960,-122.20701458420028,47.97530508174191,3432.0,321100,113000,98.3102147945928,5176.39612644,pickup-delivery,for-hire
61568,61-db2b11103-,3,b2b-11103,bulk,loading,3248,57360,0,0,0,-122.22687900228613,46.7689413928168,5820.0,,,117.30231524207242,0.0,pickup-delivery,
61671,61-db2b11119,0,b2b-11119,bulk,loading,3248,33600,0,0,0,-122.22687900228613,46.7689413928168,5753.0,,,0.0,0.0,pickup-delivery,
61672,61-b2b10548,1,b2b-11119,bulk,loading,3761,45780,26160,79200,1500,-122.03073532805638,47.92453282326704,3761.0,112300,1111B0,112.83255696120622,9071.8474,pickup-delivery,for-hire
61673,61-b2b10548,2,b2b-11119,bulk,unloading,3855,51420,27660,100800,3120,-122.22880145083732,48.28090795714298,3349.0,112300,1111B0,40.334657463447314,9071.8474,pickup-delivery,for-hire
61674,61-db2b11119-,3,b2b-11119,bulk,loading,3248,69720,0,0,0,-122.22687900228613,46.7689413928168,5753.0,,,147.82160073740903,0.0,pickup-delivery,
61693,61-db2b11123,0,b2b-11123,mfr_goods,loading,3248,38400,0,0,0,-122.22687900228613,46.7689413928168,5735.0,,,0.0,0.0,pickup-delivery,
61694,61-b2b21945,1,b2b-11123,mfr_goods,loading,3902,51240,28020,79200,780,-121.8428683560449,47.86210237941364,3902.0,4A0000,313300.0,110.32296654361322,110.67653828,pickup-delivery,for-hire
61695,61-b2b21915,2,b2b-11123,mfr_goods,loading,3902,52020,38400,79200,900,-121.8428683560449,47.86210237941364,3902.0,313200,313300.0,0.2485484,110.22294591,pickup-delivery,for-hire
61696,61-b2b21915,3,b2b-11123,mfr_goods,unloading,1911,58680,39300,86400,840,-122.24924378548432,47.39292438848219,1911.0,313200,313300.0,56.35204204742734,110.22294591,pickup-delivery,for-hire
61697,61-b2b21945,4,b2b-11123,mfr_goods,unloading,3266,61560,28800,86400,780,-122.27262147070464,47.19092615784425,3266.0,4A0000,313300.0,20.25017548178834,110.67653828,pickup-delivery,for-hire
61698,61-db2b11123-,5,b2b-11123,mfr_goods,loading,3248,66120,0,0,0,-122.22687900228613,46.7689413928168,5735.0,,,37.061194105929694,0.0,pickup-delivery,
61703,61-db2b11125,0,b2b-11125,mfr_goods,loading,3248,38400,0,0,0,-122.22687900228613,46.7689413928168,5735.0,,,0.0,0.0,pickup-delivery,
61704,61-b2b19716,1,b2b-11125,mfr_goods,loading,3248,39900,21000,68400,480,-122.22687900228613,46.7689413928168,5798.0,424200,5111A0,0.2485484,131.08819493000001,pickup-delivery,for-hire
61705,61-b2b21887,2,b2b-11125,mfr_goods,loading,3902,51720,26400,79200,660,-121.8428683560449,47.86210237941364,3902.0,339930,313300.0,110.32296654361322,110.22294591,pickup-delivery,for-hire
61706,61-b2b23172,3,b2b-11125,mfr_goods,loading,3870,55560,33600,79200,720,-122.03399554106444,48.10024424192832,3870.0,623B00,314120,29.882402154136447,110.67653828,pickup-delivery,for-hire
61707,61-b2b20504,4,b2b-11125,mfr_goods,loading,3870,56280,27960,79200,840,-122.09057479200622,48.16123834690969,3870.0,622000,339112,0.2485484,12.24699399,pickup-delivery,for-hire
61708,61-b2b21887,5,b2b-11125,mfr_goods,unloading,3814,57780,27060,86400,300,-122.1582800987226,48.106309791203394,3814.0,339930,313300.0,6.550869273148411,110.22294591,pickup-delivery,for-hire
61709,61-b2b19716,6,b2b-11125,mfr_goods,unloading,3643,60180,21480,86400,420,-122.12141223400933,47.796031884753845,3643.0,424200,5111A0,32.40711135551142,131.08819493000001,pickup-delivery,for-hire
61710,61-b2b23172,7,b2b-11125,mfr_goods,unloading,1264,63540,34320,86400,360,-122.3271909732797,47.59999607986855,1264.0,623B00,314120,23.76655914504329,110.67653828,pickup-delivery,for-hire
61711,61-b2b20504,8,b2b-11125,mfr_goods,unloading,1334,64560,28800,86400,300,-122.37732288579558,47.539331408625806,1334.0,622000,339112,6.69603862096773,12.24699399,pickup-delivery,for-hire
61712,61-db2b11125-,9,b2b-11125,mfr_goods,loading,3248,72360,0,0,0,-122.22687900228613,46.7689413928168,5735.0,,,73.35423561418456,0.0,pickup-delivery,
61789,61-db2b11136,0,b2b-11136,mfr_goods,loading,3248,42600,0,0,0,-122.22687900228613,46.7689413928168,5735.0,,,0.0,0.0,pickup-delivery,
61790,61-b2b22712,1,b2b-11136,mfr_goods,loading,3769,56340,30060,79200,480,-122.13489124200164,47.94293354218133,3769.0,624100,315000,113.69308290476452,110.22294591,pickup-delivery,for-hire
61791,61-b2b22178,2,b2b-11136,mfr_goods,loading,3517,58260,35460,79200,420,-122.26181524372946,47.88349957397647,3517.0,541400,339940,10.462607941851289,131.5417873,pickup-delivery,for-hire
61792,61-b2b22712,3,b2b-11136,mfr_goods,unloading,3179,66000,30540,100800,300,-122.80400394373277,47.27276413599254,2656.0,624100,315000,71.67515605877922,110.22294591,pickup-delivery,for-hire
61793,61-b2b22178,4,b2b-11136,mfr_goods,unloading,3181,66660,35880,100800,1080,-122.79042669700618,47.2126448710439,4270.0,541400,339940,7.048680409097674,131.5417873,pickup-delivery,for-hire
61794,61-db2b11136-,5,b2b-11136,mfr_goods,loading,3248,73020,0,0,0,-122.22687900228613,46.7689413928168,5735.0,,,51.41756940283072,0.0,pickup-delivery,
61813,61-db2b11138,0,b2b-11138,bulk,loading,3248,30000,0,0,0,-122.22687900228613,46.7689413928168,5832.0,,,0.0,0.0,pickup-delivery,
61814,61-b2b10524,1,b2b-11138,bulk,loading,3761,43380,38400,79200,2940,-122.03073532805638,47.92453282326704,3761.0,311410,1111B0,112.83255696120622,9071.8474,pickup-delivery,for-hire
61815,61-b2b10524,2,b2b-11138,bulk,unloading,1204,49380,41340,86400,1140,-122.32679154926534,47.61757568748956,1204.0,311410,1111B0,37.84661142918039,9071.8474,pickup-delivery,for-hire
61816,61-b2b10525,3,b2b-11138,bulk,loading,3761,54360,21060,79200,1020,-122.03073532805638,47.92453282326704,3761.0,311410,1111B0,37.84661142918039,9071.8474,pickup-delivery,for-hire
61817,61-b2b10525,4,b2b-11138,bulk,unloading,1204,58440,22080,86400,2880,-122.32531902492288,47.61865042016613,1204.0,311410,1111B0,37.84661142918039,9071.8474,pickup-delivery,for-hire
61818,61-db2b11138-,5,b2b-11138,bulk,loading,3248,69600,0,0,0,-122.22687900228613,46.7689413928168,5832.0,,,80.5443706889255,0.0,pickup-delivery,
61919,61-db2b11154,0,b2b-11154,bulk,loading,3248,36000,0,0,0,-122.22687900228613,46.7689413928168,5764.0,,,0.0,0.0,pickup-delivery,
61920,61-b2b10518,1,b2b-11154,bulk,loading,3761,48780,29820,79200,4320,-122.03073532805638,47.92453282326704,3761.0,311119,1111B0,112.83255696120622,9071.8474,pickup-delivery,for-hire
61921,61-b2b10518,2,b2b-11154,bulk,unloading,3854,57600,34140,100800,1260,-122.37796669465752,48.27166772354568,3379.0,311119,1111B0,43.97920012439671,9071.8474,pickup-delivery,for-hire
61922,61-db2b11154-,3,b2b-11154,bulk,loading,3248,73980,0,0,0,-122.22687900228613,46.7689413928168,5764.0,,,147.11666198520797,0.0,pickup-delivery,
61963,61-db2b11161,0,b2b-11161,mfr_goods,loading,3248,45000,0,0,0,-122.22687900228613,46.7689413928168,5725.0,,,0.0,0.0,pickup-delivery,
61964,61-b2b16938,1,b2b-11161,mfr_goods,loading,3768,57300,36600,79200,780,-122.08461200428026,47.90354745913833,3768.0,523A00,5111A0,111.37114362734825,131.99537967,pickup-delivery,for-hire
61965,61-b2b16938,2,b2b-11161,mfr_goods,unloading,3854,60660,37380,100800,540,-122.37796669465752,48.27166772354568,3333.0,523A00,5111A0,41.45165025881998,131.99537967,pickup-delivery,for-hire
61966,61-b2b19476,3,b2b-11161,mfr_goods,loading,3455,64020,23400,79200,1020,-122.30660381451672,47.94838889595016,3455.0,336612,336310,34.5293510941276,211.37404442000002,pickup-delivery,for-hire
61967,61-b2b19476,4,b2b-11161,mfr_goods,unloading,2349,72120,24420,100800,1020,-121.2112825642717,47.64375868029919,18.0,336612,336310,69.16109581838946,211.37404442000002,pickup-delivery,for-hire
61968,61-db2b11161-,5,b2b-11161,mfr_goods,loading,3248,83940,0,0,0,-122.22687900228613,46.7689413928168,5725.0,,,105.54549338988508,0.0,pickup-delivery,
62003,61-db2b11167,0,b2b-11167,mfr_goods,loading,3248,21600,0,0,0,-122.22687900228613,46.7689413928168,5745.0,,,0.0,0.0,pickup-delivery,
62004,61-b2b17690,1,b2b-11167,mfr_goods,loading,3248,22200,2400,68400,5400,-122.22687900228613,46.7689413928168,5747.0,230301,327400,0.2485484,20065.56567169,pickup-delivery,for-hire
62005,61-b2b17690,2,b2b-11167,mfr_goods,unloading,3858,42900,7800,86400,2100,-122.35051791044243,48.290785951761904,3858.0,230301,327400,149.13908605778394,20065.56567169,pickup-delivery,for-hire
62006,61-db2b11167-,3,b2b-11167,mfr_goods,loading,3248,60300,0,0,0,-122.22687900228613,46.7689413928168,5745.0,,,149.13908605778394,0.0,pickup-delivery,
62221,61-db2b11203,0,b2b-11203,bulk,loading,1532,41400,0,0,0,-122.21112627582282,47.70556709942274,1532.0,,,0.0,0.0,pickup-delivery,
62222,61-b2b10240,1,b2b-11203,bulk,loading,3854,49440,6600,68400,1080,-122.37796669465752,48.27166772354568,4562.0,230301,321100.0,58.279985587344505,5175.4889417,pickup-delivery,for-hire
62223,61-b2b10240,2,b2b-11203,bulk,unloading,3607,55200,7680,86400,1740,-122.30858261541016,47.81906642539649,3607.0,230301,321100.0,46.02950569896858,5175.4889417,pickup-delivery,for-hire
62224,61-b2b10239,3,b2b-11203,bulk,loading,3854,61620,600,68400,2520,-122.37796669465752,48.27166772354568,4562.0,230301,321100.0,46.02950569896858,9071.8474,pickup-delivery,for-hire
62225,61-b2b10239,4,b2b-11203,bulk,unloading,3607,68820,3120,86400,4620,-122.30088051013034,47.8192942991823,3607.0,230301,321100.0,46.02950569896858,9071.8474,pickup-delivery,for-hire
62226,61-db2b11203-,5,b2b-11203,bulk,loading,1532,74580,0,0,0,-122.21112627582282,47.70556709942274,1532.0,,,13.17061333743007,0.0,pickup-delivery,
62273,61-db2b11210,0,b2b-11210,mfr_goods,loading,1532,23880,0,0,0,-122.21112627582282,47.70556709942274,1532.0,,,0.0,0.0,pickup-delivery,
62274,61-b2b13680,1,b2b-11210,mfr_goods,loading,3902,30900,30600,79200,300,-121.844340243339,47.89038799560532,3902.0,339112,339113,30.336863460480338,11.793401620000001,pickup-delivery,for-hire
62275,61-b2b13619,2,b2b-11210,mfr_goods,loading,3902,33000,33000,79200,780,-121.844340243339,47.89038799560532,3902.0,339112,339113,0.2485484,11.793401620000001,pickup-delivery,for-hire
62276,61-b2b13680,3,b2b-11210,mfr_goods,unloading,1806,39000,30900,86400,1080,-122.311141279096,47.47263529337256,1806.0,339112,339113,51.13775237505169,11.793401620000001,pickup-delivery,for-hire
62277,61-b2b13619,4,b2b-11210,mfr_goods,unloading,1806,40080,33780,86400,780,-122.31030585156805,47.4753308852578,1806.0,339112,339113,0.2485484,11.793401620000001,pickup-delivery,for-hire
62278,61-db2b11210-,5,b2b-11210,mfr_goods,loading,1532,43380,0,0,0,-122.21112627582282,47.70556709942274,1532.0,,,24.59368277167282,0.0,pickup-delivery,
62361,61-db2b11224,0,b2b-11224,bulk,loading,1532,43800,0,0,0,-122.21112627582282,47.70556709942274,1532.0,,,0.0,0.0,pickup-delivery,
62362,61-b2b10775,1,b2b-11224,bulk,loading,3761,48240,19380,79200,540,-122.03073532805638,47.92453282326704,3761.0,311910,1111B0,25.764501324417687,3332.54314239,pickup-delivery,for-hire
62363,61-b2b11412,2,b2b-11224,bulk,loading,3707,49920,27000,79200,5160,-122.21122478917496,47.8427554757376,3707.0,230301,321200,16.13489338767388,19682.73371141,pickup-delivery,for-hire
62364,61-b2b10775,3,b2b-11224,bulk,unloading,1627,57300,19920,86400,1200,-122.16215054932238,47.63877589902297,1627.0,311910,1111B0,21.859756738948967,3332.54314239,pickup-delivery,for-hire
62365,61-b2b11412,4,b2b-11224,bulk,unloading,2967,62640,32160,86400,3000,-122.3283357121396,47.252741276889616,2967.0,230301,321200,40.54946337627963,19682.73371141,pickup-delivery,for-hire
62366,61-db2b11224-,5,b2b-11224,bulk,loading,1532,70500,0,0,0,-122.21112627582282,47.70556709942274,1532.0,,,47.70835768817605,0.0,pickup-delivery,
62371,61-db2b11226,0,b2b-11226,interm_food,loading,1532,43800,0,0,0,-122.21112627582282,47.70556709942274,1532.0,,,0.0,0.0,pickup-delivery,
62372,61-b2b23939,1,b2b-11226,interm_food,loading,3544,47640,36600,79200,2220,-122.29744759756224,47.88839182780995,3544.0,112300,311119,20.09117873560232,22945.42362882,pickup-delivery,for-hire
62373,61-b2b23939,2,b2b-11226,interm_food,unloading,3711,51240,38820,86400,1200,-122.14845915000971,48.01517361387919,3711.0,112300,311119,12.950859654583562,22945.42362882,pickup-delivery,for-hire
62374,61-db2b11226-,3,b2b-11226,interm_food,loading,1532,55920,0,0,0,-122.21112627582282,47.70556709942274,1532.0,,,28.87784108249488,0.0,pickup-delivery,
62403,61-db2b11231,0,b2b-11231,bulk,loading,1643,34200,0,0,0,-122.20738321997317,47.62360165649783,1643.0,,,0.0,0.0,pickup-delivery,
62404,61-b2b10175,1,b2b-11231,bulk,loading,3191,41940,18000,68400,3240,-122.63406251874072,47.01170184123696,2600.0,321100,113000,63.8694242619381,9071.8474,pickup-delivery,for-hire
62405,61-b2b10175,2,b2b-11231,bulk,unloading,3721,53760,21240,86400,1620,-122.0937533305502,47.79574713250824,3721.0,321100,113000,83.46879651209223,9071.8474,pickup-delivery,for-hire
62406,61-b2b9936,3,b2b-11231,bulk,loading,3860,58380,9600,68400,480,-122.18201315878572,48.25233607153138,3359.0,230301,212310.0,49.62393063838176,9071.8474,pickup-delivery,for-hire
62407,61-b2b9936,4,b2b-11231,bulk,unloading,3700,61080,10080,86400,1500,-122.21009915870022,47.85497519821731,3700.0,230301,212310.0,42.84383326591256,9071.8474,pickup-delivery,for-hire
62408,61-b2b9937,5,b2b-11231,bulk,loading,3860,65460,600,68400,5400,-122.18201315878572,48.25233607153138,3359.0,230301,212310.0,42.84383326591256,5540.177207180001,pickup-delivery,for-hire
62409,61-b2b9937,6,b2b-11231,bulk,unloading,3700,73080,6000,86400,1320,-122.2077413272183,47.85890414774071,3700.0,230301,212310.0,42.84383326591256,5540.177207180001,pickup-delivery,for-hire
62410,61-db2b11231-,7,b2b-11231,bulk,loading,1643,76860,0,0,0,-122.20738321997317,47.62360165649783,1643.0,,,24.03875455414208,0.0,pickup-delivery,
62571,61-db2b11258,0,b2b-11258,mfr_goods,loading,2240,31800,0,0,0,-122.00720604467055,47.56844282626562,2240.0,,,0.0,0.0,pickup-delivery,
62572,61-b2b12323,1,b2b-11258,mfr_goods,loading,3765,37320,35940,79200,360,-122.09952154545256,47.91346522382944,3765.0,522A00,334210,36.47531723075385,48.98797596,pickup-delivery,for-hire
62573,61-b2b12345,2,b2b-11258,mfr_goods,loading,3765,37680,30600,79200,300,-122.09952154545256,47.91346522382944,3765.0,550000,334210,0.2485484,49.44156833,pickup-delivery,for-hire
62574,61-b2b12323,3,b2b-11258,mfr_goods,unloading,1616,41160,36300,86400,960,-122.1666378142328,47.61837151726719,1616.0,522A00,334210,31.39867916321867,48.98797596,pickup-delivery,for-hire
62575,61-b2b12345,4,b2b-11258,mfr_goods,unloading,2080,44220,30900,86400,720,-122.23919091713312,47.29952328070319,2080.0,550000,334210,34.08729339086662,49.44156833,pickup-delivery,for-hire
62576,61-db2b11258-,5,b2b-11258,mfr_goods,loading,2240,48300,0,0,0,-122.00720604467055,47.56844282626562,2240.0,,,33.130517989416155,0.0,pickup-delivery,
62605,61-db2b11264,0,b2b-11264,mfr_goods,loading,2240,46800,0,0,0,-122.00720604467055,47.56844282626562,2240.0,,,0.0,0.0,pickup-delivery,
62606,61-b2b13646,1,b2b-11264,mfr_goods,loading,3902,51900,30720,79200,300,-121.844340243339,47.89038799560532,3902.0,339113,339113,32.238190635491435,12.24699399,pickup-delivery,for-hire
62607,61-b2b13710,2,b2b-11264,mfr_goods,loading,3902,52200,34140,79200,540,-121.844340243339,47.89038799560532,3902.0,339113,339113,0.2485484,12.24699399,pickup-delivery,for-hire
62608,61-b2b13646,3,b2b-11264,mfr_goods,unloading,2092,59580,31020,86400,660,-122.2293505357617,47.26287498302993,2092.0,339113,339113,66.93842456479491,12.24699399,pickup-delivery,for-hire
62609,61-b2b13710,4,b2b-11264,mfr_goods,unloading,2092,60240,34680,86400,840,-122.22241186539328,47.2682591642314,2092.0,339113,339113,0.2485484,12.24699399,pickup-delivery,for-hire
62610,61-db2b11264-,5,b2b-11264,mfr_goods,loading,2240,64620,0,0,0,-122.00720604467055,47.56844282626562,2240.0,,,34.764785084809,0.0,pickup-delivery,
62817,61-db2b11297,0,b2b-11297,mfr_goods,loading,2263,26340,0,0,0,-122.10261720501327,47.65829644815671,2263.0,,,0.0,0.0,pickup-delivery,
62818,61-b2b12093,1,b2b-11297,mfr_goods,loading,3765,31680,31680,79200,1020,-122.09952154545256,47.91346522382944,3765.0,517110,334210,25.9215813303568,49.44156833,pickup-delivery,for-hire
62819,61-b2b18964,2,b2b-11297,mfr_goods,loading,3887,35400,35400,79200,720,-121.64526707263474,48.03301411616101,3887.0,339112,339113,28.02986684804456,12.24699399,pickup-delivery,for-hire
62820,61-b2b18964,3,b2b-11297,mfr_goods,unloading,3895,37680,36120,100800,660,-121.41045972046028,48.1863463367089,20067.0,339112,339113,32.07896418687562,12.24699399,pickup-delivery,for-hire
62821,61-b2b12093,4,b2b-11297,mfr_goods,unloading,3895,38340,32700,100800,1080,-121.41045972046028,48.1863463367089,4040.0,517110,334210,0.2485484,49.44156833,pickup-delivery,for-hire
62822,61-db2b11297-,5,b2b-11297,mfr_goods,loading,2263,47100,0,0,0,-122.10261720501327,47.65829644815671,2263.0,,,74.99052674050729,0.0,pickup-delivery,
62933,61-db2b11313,0,b2b-11313,bulk,loading,3608,25800,0,0,0,-122.31756224013728,47.81451288086061,3608.0,,,0.0,0.0,pickup-delivery,
62934,61-b2b9824,1,b2b-11313,bulk,loading,3860,28920,7800,68400,3960,-122.18201315878572,48.25233607153138,3359.0,230301,212310.0,48.27668447571707,9071.8474,pickup-delivery,for-hire
62935,61-b2b9824,2,b2b-11313,bulk,unloading,3700,35100,11760,86400,4260,-122.20924428192392,47.85803709362101,3700.0,230301,212310.0,42.84383326591256,9071.8474,pickup-delivery,for-hire
62936,61-b2b9862,3,b2b-11313,bulk,loading,3860,42240,16800,68400,2580,-122.18201315878572,48.25233607153138,3359.0,230301,212310.0,42.84383326591256,9071.8474,pickup-delivery,for-hire
62937,61-b2b9862,4,b2b-11313,bulk,unloading,3700,47040,19380,86400,2280,-122.2070062899343,47.85923110371132,3700.0,230301,212310.0,42.84383326591256,9071.8474,pickup-delivery,for-hire
62938,61-db2b11313-,5,b2b-11313,bulk,loading,3608,50220,0,0,0,-122.31756224013728,47.81451288086061,3608.0,,,9.051052212278048,0.0,pickup-delivery,
63001,61-db2b11322,0,b2b-11322,mfr_goods,loading,3608,31800,0,0,0,-122.31756224013728,47.81451288086061,3608.0,,,0.0,0.0,pickup-delivery,
63002,61-b2b11939,1,b2b-11322,mfr_goods,loading,3472,34800,26880,79200,480,-122.19746549792904,47.90046159159421,3472.0,339113,339113,12.244793974101592,11.793401620000001,pickup-delivery,for-hire
63003,61-b2b14087,2,b2b-11322,mfr_goods,loading,3434,36000,26280,79200,660,-122.19734667424096,47.96716957111629,3434.0,623A00,325414,7.3641918440202145,24.49398798,pickup-delivery,for-hire
63004,61-b2b15762,3,b2b-11322,mfr_goods,loading,3825,37440,22680,79200,600,-122.16719939962138,48.04002344173901,3825.0,517210,334413,7.893530835602594,49.44156833,pickup-delivery,for-hire
63005,61-b2b11691,4,b2b-11322,mfr_goods,loading,3828,38100,35400,79200,720,-122.1692236267177,48.05190485660045,3828.0,550000,334210,0.8080143212772376,49.44156833,pickup-delivery,for-hire
63006,61-b2b15762,5,b2b-11322,mfr_goods,unloading,1032,41340,23280,86400,480,-122.37674820010072,47.68719907757536,1032.0,517210,334413,40.32455033315606,49.44156833,pickup-delivery,for-hire
63007,61-b2b14087,6,b2b-11322,mfr_goods,unloading,3094,47160,26940,86400,420,-122.53779976840455,47.1941005160622,3094.0,623A00,325414,52.12739229380448,24.49398798,pickup-delivery,for-hire
63008,61-b2b11939,7,b2b-11322,mfr_goods,unloading,3208,49020,27360,86400,300,-122.33206205689098,47.08726728007704,3208.0,339113,339113,17.614191131663326,11.793401620000001,pickup-delivery,for-hire
63009,61-b2b11691,8,b2b-11322,mfr_goods,unloading,2837,51240,36120,86400,1080,-122.441857436729,47.24643422650863,2837.0,550000,334210,16.93033925348926,49.44156833,pickup-delivery,for-hire
63010,61-db2b11322-,9,b2b-11322,mfr_goods,loading,3608,58380,0,0,0,-122.31756224013728,47.81451288086061,3608.0,,,59.31236311245537,0.0,pickup-delivery,
63067,61-db2b11335,0,b2b-11335,mfr_goods,loading,2128,22800,0,0,0,-121.47570027834682,47.10458526658929,20015.0,,,0.0,0.0,pickup-delivery,
63068,61-b2b22307,1,b2b-11335,mfr_goods,loading,2128,23100,2400,68400,1080,-121.47570027834682,47.10458526658929,20015.0,336411,336412,0.2485484,211.37404442000002,pickup-delivery,for-hire
63069,61-b2b22307,2,b2b-11335,mfr_goods,unloading,3826,33660,3480,86400,480,-122.18195056447136,48.04721275904264,3826.0,336411,336412,92.2150750197845,211.37404442000002,pickup-delivery,for-hire
63070,61-db2b11335-,3,b2b-11335,mfr_goods,loading,2128,43620,0,0,0,-121.47570027834682,47.10458526658929,20015.0,,,92.2150750197845,0.0,pickup-delivery,
63075,61-db2b11337,0,b2b-11337,mfr_goods,loading,2128,33000,0,0,0,-121.47570027834682,47.10458526658929,20015.0,,,0.0,0.0,pickup-delivery,
63076,61-b2b22285,1,b2b-11337,mfr_goods,loading,2128,33900,16800,68400,480,-121.47570027834682,47.10458526658929,20015.0,336411,336412,0.2485484,211.37404442000002,pickup-delivery,for-hire
63077,61-b2b22285,2,b2b-11337,mfr_goods,unloading,3826,43860,17280,86400,1140,-122.18236344226725,48.05729861110657,3826.0,336411,336412,92.2150750197845,211.37404442000002,pickup-delivery,for-hire
63078,61-db2b11337-,3,b2b-11337,mfr_goods,loading,2128,54480,0,0,0,-121.47570027834682,47.10458526658929,20015.0,,,92.2150750197845,0.0,pickup-delivery,
63089,61-db2b11340,0,b2b-11340,bulk,loading,1233,30000,0,0,0,-122.33535168749069,47.60410292136709,1233.0,,,0.0,0.0,pickup-delivery,
63090,61-b2b10139,1,b2b-11340,bulk,loading,3191,36960,12000,68400,1800,-122.63406251874072,47.01170184123696,2600.0,321100,113000,59.20280395854216,9071.8474,pickup-delivery,for-hire
63091,61-b2b10139,2,b2b-11340,bulk,unloading,3721,47340,13800,86400,1860,-122.0948769315836,47.81167888566274,3721.0,321100,113000,83.46879651209223,9071.8474,pickup-delivery,for-hire
63092,61-b2b10140,3,b2b-11340,bulk,loading,3191,57780,9000,68400,720,-122.63406251874072,47.01170184123696,2600.0,321100,113000,83.46879651209223,5176.84971881,pickup-delivery,for-hire
63093,61-b2b10140,4,b2b-11340,bulk,unloading,3721,67080,9720,86400,480,-122.08689708207348,47.80569929378313,3721.0,321100,113000,83.46879651209223,5176.84971881,pickup-delivery,for-hire
63094,61-db2b11340-,5,b2b-11340,bulk,loading,1233,70260,0,0,0,-122.33535168749069,47.60410292136709,1233.0,,,26.503319360249595,0.0,pickup-delivery,
63161,61-db2b11349,0,b2b-11349,mfr_goods,loading,1233,44400,0,0,0,-122.33535168749069,47.60410292136709,1233.0,,,0.0,0.0,pickup-delivery,
63162,61-b2b15999,1,b2b-11349,mfr_goods,loading,3529,49020,25140,79200,780,-122.26034392955464,47.8946094281481,3529.0,541512,332710,30.78881528013381,210.92045205000002,pickup-delivery,for-hire
63163,61-b2b13961,2,b2b-11349,mfr_goods,loading,3517,49800,35400,79200,720,-122.26975483312572,47.87451003306415,3517.0,323110,316000,2.029513544041908,110.22294591,pickup-delivery,for-hire
63164,61-b2b15999,3,b2b-11349,mfr_goods,unloading,1142,52860,25920,86400,1140,-122.37711941734456,47.65392917784432,1142.0,541512,332710,24.581072512234385,210.92045205000002,pickup-delivery,for-hire
63165,61-b2b13961,4,b2b-11349,mfr_goods,unloading,1782,55740,36120,86400,1140,-122.33157288915966,47.5115576744171,1782.0,323110,316000,15.67333232152872,110.22294591,pickup-delivery,for-hire
63166,61-db2b11349-,5,b2b-11349,mfr_goods,loading,1233,57900,0,0,0,-122.33535168749069,47.60410292136709,1233.0,,,10.03459279989691,0.0,pickup-delivery,
63185,61-db2b11354,0,b2b-11354,mfr_goods,loading,1233,35400,0,0,0,-122.33535168749069,47.60410292136709,1233.0,,,0.0,0.0,pickup-delivery,
63186,61-b2b12245,1,b2b-11354,mfr_goods,loading,3765,40020,26940,79200,720,-122.09952154545256,47.91346522382944,3765.0,550000,334210,36.24977255043323,48.98797596,pickup-delivery,for-hire
63187,61-b2b12245,2,b2b-11354,mfr_goods,unloading,3248,52260,27660,100800,1140,-122.22687900228613,46.7689413928168,5574.0,550000,334210,112.30506563211124,48.98797596,pickup-delivery,for-hire
63188,61-db2b11354-,3,b2b-11354,mfr_goods,loading,1233,61500,0,0,0,-122.33535168749069,47.60410292136709,1233.0,,,79.26127168946577,0.0,pickup-delivery,
63195,61-db2b11356,0,b2b-11356,bulk,loading,1102,29400,0,0,0,-122.34915800862824,47.65484306998475,1102.0,,,0.0,0.0,pickup-delivery,
63196,61-b2b10819,1,b2b-11356,bulk,loading,3761,33720,33720,79200,1080,-122.03073532805638,47.92453282326704,3761.0,325190,1111B0,36.117090762373216,9071.8474,pickup-delivery,for-hire
63197,61-b2b10819,2,b2b-11356,bulk,unloading,2873,42780,34800,86400,3660,-122.49467009804846,47.23280782432887,2873.0,325190,1111B0,77.77591977311954,9071.8474,pickup-delivery,for-hire
63198,61-b2b10200,3,b2b-11356,bulk,loading,3191,47700,16800,68400,840,-122.63406251874072,47.01170184123696,2595.0,230301,2123A0,19.782566076565384,7428.93583586,pickup-delivery,for-hire
63199,61-b2b10200,4,b2b-11356,bulk,unloading,3908,59520,17640,86400,960,-122.24858066205942,48.04672505608048,3908.0,230301,2123A0,106.88797610229344,7428.93583586,pickup-delivery,for-hire
63200,61-db2b11356-,5,b2b-11356,bulk,loading,1102,64920,0,0,0,-122.34915800862824,47.65484306998475,1102.0,,,43.19584484044076,0.0,pickup-delivery,
63303,61-db2b11370,0,b2b-11370,mfr_goods,loading,2912,46200,0,0,0,-121.57154802106145,47.06787442561271,20009.0,,,0.0,0.0,pickup-delivery,
63304,61-b2b22663,1,b2b-11370,mfr_goods,loading,2912,47400,9000,68400,1140,-121.57154802106145,47.06787442561271,20009.0,336413,33211A,0.2485484,894.9377460100001,pickup-delivery,for-hire
