taz,parkingType,chargingPointType,housingType,propertyType,county,locationX,locationY,parkingZoneId,reservedFor,pricingModel,feeInCents,numStalls,timeRestrictions
,Commercial,NoCharger,non-res,,,-122.3268882,47.6150162,523523_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3435733,47.6157561,523547_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3268917,47.6147754,523548_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180588,47.6150444,523564_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3215734,47.6105599,523573_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3482075,47.6271069,523586_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3438477,47.6135624,523643_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3486172,47.6112458,523656_ilegal,Any,Block,4360.0,2.0,
,Public,NoCharger,non-res,,,-122.3453469,47.6124114,523664_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3267365,47.614851,523692_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3387221,47.6177351,523711_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3442723,47.6150035,523747_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3352156,47.61038,523751_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3381058,47.6132159,523830_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3531959,47.6140437,523861_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3325588,47.6074985,523862_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3456827,47.6176845,523867_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3408844,47.6146292,523869_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3357313,47.6238652,523874_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3456395,47.6123683,523911_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3359938,47.6190211,523922_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3226895,47.611595,523957_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.345706,47.6123168,523970_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3406374,47.616236,523989_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3230798,47.6033844,524001_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3357513,47.6189175,524024_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.340513,47.6161697,524042_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3429808,47.6142409,524051_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3473084,47.6144303,524076_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3553433,47.6181801,524084_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3182689,47.6149991,524085_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.33599,47.6194713,524123_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.345573,47.6122364,524139_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180614,47.6167229,524140_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3429413,47.6144671,524148_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3580948,47.6242715,524194_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3359261,47.6243461,524218_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3379844,47.603432,524298_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3357395,47.6228461,524333_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3359357,47.6211567,524336_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3352149,47.6101918,524357_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3357731,47.6212102,524363_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3434251,47.6156584,524368_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3199965,47.6238696,524380_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.336747,47.6020202,524412_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.34127,47.6155512,524427_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.34127,47.6155512,524427_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3460566,47.6271077,524449_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3243792,47.6161712,524454_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3581144,47.6213329,524489_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3416127,47.6150598,524492_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3245068,47.6137844,524507_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3182032,47.6136793,524550_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3403245,47.6164779,524562_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3356206,47.6006575,524614_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3197921,47.6239764,524625_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3235962,47.6031684,524637_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3267428,47.6144105,524740_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3466165,47.6151943,524747_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3455884,47.6271059,524794_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3474095,47.624807,524803_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3393769,47.6137562,524815_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3421333,47.6148961,524825_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3407236,47.6065946,524864_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180647,47.6169268,524871_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3180553,47.6148256,524872_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3405341,47.6063873,524927_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3284691,47.6027772,524940_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3466424,47.6271015,524968_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3579418,47.6234728,524976_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3453635,47.6095555,524992_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3477146,47.6199368,524995_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3410214,47.6149287,524999_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3581006,47.6252975,525006_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3356376,47.5985527,525035_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3200046,47.6233453,525040_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3452858,47.6144281,525045_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3322422,47.6071577,525046_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180591,47.6165752,525082_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3199586,47.6250449,525106_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3469038,47.6271024,525147_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180623,47.6167749,525206_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3417195,47.6169932,525208_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3464307,47.615088,525213_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3422757,47.6149693,525220_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3581275,47.619561,525229_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3471387,47.618317,525232_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3580961,47.6240682,525242_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3281285,47.6024048,525264_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3200029,47.6234603,525302_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3340469,47.5938303,525324_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3476486,47.6265142,525329_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3291237,47.6034615,525334_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3199605,47.6249161,525357_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3387734,47.6176978,525378_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3427735,47.6157457,525380_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3200233,47.6252329,525384_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3199613,47.6248599,525387_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3358942,47.6014861,525397_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3580999,47.6234951,525410_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180994,47.6186025,525428_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3409029,47.6176242,525445_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3347378,47.6182237,525460_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3267352,47.61494,525503_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.347069,47.6182794,525505_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3268982,47.614324,525536_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3199993,47.6236903,525545_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3340471,47.5936467,525553_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3451437,47.6143423,525567_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3245702,47.6143066,525573_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3475333,47.6124777,525616_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3579611,47.6201105,525619_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3359454,47.6204673,525651_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3182013,47.6135561,525684_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3199958,47.6239162,525694_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.335941,47.6229987,525734_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3432313,47.6162329,525740_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3581203,47.6205486,525746_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3357741,47.6210875,525773_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3267342,47.6150084,525788_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3414196,47.6156396,525821_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3414196,47.6156396,525821_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180515,47.6145896,525828_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3243511,47.6142963,525860_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3395898,47.6170458,525868_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3581186,47.620789,525890_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3356468,47.5989937,525913_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3418503,47.617067,525971_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3440976,47.6151386,525972_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3477131,47.6201147,525977_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3296829,47.6268235,526004_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3476019,47.6126245,526012_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3458536,47.6120193,526023_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3373846,47.6027756,526035_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3437677,47.6138284,526046_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3410017,47.6177227,526119_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3309605,47.605506,526129_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3479994,47.610883,526130_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180631,47.6168269,526133_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3366685,47.6019245,526182_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3481966,47.6272138,526198_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3454309,47.6175356,526224_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3419863,47.6154991,526240_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.340726,47.6068319,526279_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3468752,47.6129992,526318_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3359345,47.621306,526336_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.340578,47.6146665,526362_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3461471,47.613758,526368_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3386142,47.6041281,526386_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3359922,47.6192134,526416_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3430281,47.6144,526436_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3200013,47.6235589,526484_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3182069,47.6139106,526489_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3471928,47.6272131,526517_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3348541,47.6099851,526520_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3447109,47.6164179,526534_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3392816,47.6049789,526535_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3199973,47.6238231,526568_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3357293,47.6241108,526572_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3415531,47.6152431,526575_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3579838,47.6193007,526606_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3556525,47.6181906,526618_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.349094,47.6130457,526631_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3420082,47.6151762,526633_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.34227,47.6154482,526645_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3581022,47.6223516,526680_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3457386,47.6158522,526714_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180639,47.6168775,526723_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3200037,47.6234069,526739_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3268968,47.6144211,526757_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.345588,47.6157605,526789_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3234447,47.6032317,526798_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3295749,47.6039912,526825_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.357917,47.62482,526841_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3356766,47.6011226,526846_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180097,47.6127384,526866_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3340453,47.5951362,526912_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.335932,47.6236129,526913_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180763,47.6161318,526959_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3180606,47.6166709,526975_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3315196,47.6063679,526980_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3431255,47.6143247,526982_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3456586,47.6157058,526987_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3476883,47.6251674,527003_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3283839,47.6026841,527058_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3447108,47.612895,527090_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3359468,47.6203017,527116_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3557225,47.6181364,527120_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3407777,47.6145661,527133_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3278165,47.6020699,527134_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3351851,47.6101592,527159_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3555892,47.6182397,527182_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3461516,47.6177653,527217_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.339844,47.6168493,527218_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3199986,47.6237341,527238_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.32,47.6236465,527272_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.354804,47.6147781,527273_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3472445,47.6144797,527275_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3469305,47.6182045,527301_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3579701,47.6211296,527349_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3459662,47.6138979,527363_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3444196,47.6150979,527434_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3580983,47.6228658,527438_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3490269,47.6130977,527442_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3460138,47.6136529,527464_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3417003,47.6151116,527511_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3356984,47.6254094,527514_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.322097,47.6109091,527559_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3554512,47.6180964,527563_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3359311,47.6237305,527583_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3472535,47.6174366,527620_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3264523,47.5995347,527632_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3225735,47.609515,527676_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3377798,47.6115795,527699_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3547815,47.6186762,527755_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3535705,47.6148994,527783_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3431689,47.6148073,527836_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3423199,47.6129769,527853_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3377031,47.6114957,527855_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3493326,47.6179709,527867_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.324989,47.5985258,527879_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3306545,47.6049912,527887_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3206325,47.6047365,527894_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3206466,47.6133232,527949_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3333203,47.6040114,527957_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3343019,47.6045874,527981_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3208175,47.624063,527996_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3234114,47.6070434,528010_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.342246,47.6192206,528012_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3300004,47.60308,528019_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3477233,47.6184593,528028_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3393436,47.6152736,528035_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3435465,47.6122075,528081_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3208075,47.6224115,528082_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3262673,47.6001827,528107_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3243595,47.6076398,528147_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3295866,47.6054185,528183_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3269306,47.6075605,528184_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3206248,47.6020807,528202_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3378681,47.6039442,528223_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3416981,47.6134534,528237_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3476159,47.6180141,528239_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3198065,47.6125993,528246_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3313823,47.6045595,528249_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3401076,47.6148745,528291_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3401076,47.6148745,528291_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3227009,47.6093263,528304_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3275166,47.6073154,528315_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.326417,47.601363,528319_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3210509,47.6236981,528328_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3401474,47.6146521,528333_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3422241,47.6203567,528345_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3500974,47.6160779,528351_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3262733,47.5976712,528355_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.3249812,47.5963982,528377_ilegal,Any,Block,4360.0,1.0,
,Commercial,NoCharger,non-res,,,-122.330928,47.6068459,528407_ilegal,Any,Block,4360.0,1.0,
,Public,NoCharger,non-res,,,-122.3330134,47.6031665,528424_ilegal,Any,Block,4360.0,1.0,
