taz,parkingType,chargingPointType,housingType,propertyType,county,locationX,locationY,parkingZoneId,reservedFor,pricingModel,feeInCents,numStalls,timeRestrictions
,Public,NoCharger,non-res,,,-122.3579599,47.6263746,555422_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3214024,47.5982824,555485_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3210584,47.5982818,555546_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3212648,47.5982822,555601_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3235242,47.596595,555627_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3216662,47.5984091,555691_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3601608,47.6233434,555757_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3226893,47.5967445,555774_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3572553,47.6256611,555813_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3210946,47.5991023,555838_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3206449,47.5982823,555859_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3227539,47.5967446,555875_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3576201,47.6256621,555880_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3587536,47.6233194,555937_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3204385,47.5982828,555941_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3208897,47.5984078,555955_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3601698,47.6245278,556054_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3213336,47.5982823,556067_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.358501,47.6233186,556176_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3209203,47.5982816,556200_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3585927,47.6256659,556207_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3583011,47.6256646,556252_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3219414,47.5984096,556257_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3213007,47.5991007,556277_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3234656,47.596595,556402_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3207825,47.5982819,556407_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3613839,47.6233429,556476_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3580483,47.6265595,556512_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3573413,47.6209078,556533_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3205761,47.5982825,556543_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.357497,47.6209084,556558_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3204243,47.598409,556593_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3228893,47.5967448,556643_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3230267,47.596745,556768_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3598269,47.6232353,556790_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3589962,47.6233202,556810_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3583963,47.625665,556816_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.358002,47.6264329,556834_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3203292,47.5984092,556905_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3581977,47.6233176,556920_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3572604,47.6209075,556924_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3206145,47.5984085,556949_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3218726,47.5984095,557012_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3212918,47.5984083,557105_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3571796,47.6209072,557127_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3575981,47.6209088,557146_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3588345,47.6233197,557230_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3573566,47.6256614,557273_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3218038,47.5984093,557289_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3209896,47.5982816,557291_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3200378,47.5982838,557292_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3578002,47.6209097,557301_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3235848,47.5965951,557329_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3202705,47.5984094,557359_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3204769,47.5984088,557368_1,Any,Block,0.0,1.0,Class2b3Vocational|00:00-24:00;Class456Vocational|00:00-24:00;Class78Vocational|00:00-24:00;Class78Tractor|00:00-24:00
,Public,NoCharger,non-res,,,-122.3570987,47.6209068,557402_1,Any,Block,100.0,1.0,Class2b3Vocational|08:00-10:59;Class456Vocational|08:00-10:59;Class78Vocational|08:00-10:59;Class78Tractor|08:00-10:59
,Public,NoCharger,non-res,,,-122.3594079,47.6255188,517630_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605506,47.6241521,517636_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3607064,47.6244524,517673_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605523,47.6239332,517675_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3592158,47.6251728,517713_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606879,47.6254469,517717_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605559,47.6234747,517793_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605519,47.6239879,517824_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3592162,47.625118,517935_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605425,47.625303,517944_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3607097,47.6240295,518135_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606908,47.6248943,518140_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606868,47.6257205,518142_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3607093,47.6240802,518169_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3592179,47.6248851,518449_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605554,47.6235431,518490_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.359214,47.6254195,518668_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3592187,47.6247755,518959_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606881,47.6253922,519062_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606895,47.625064,519245_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.360549,47.6243574,519368_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605545,47.6236595,519444_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3592183,47.6248303,519494_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605416,47.6255178,519527_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3200133,47.6214785,519691_2,Any,Block,400.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.360687,47.6256658,519951_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605515,47.6240427,520091_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605418,47.6254699,520104_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3607069,47.6243949,520230_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.360554,47.6237142,520347_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.359215,47.6252825,520409_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605536,47.6237689,520569_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605502,47.6242069,520591_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606917,47.6247849,520689_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3607081,47.6242321,520867_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3607085,47.6241814,520921_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606892,47.6251186,521056_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606877,47.6255016,521119_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606888,47.625228,521129_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3592136,47.6254743,521228_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3592132,47.6255291,521310_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606904,47.624949,521328_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3594083,47.625464,521369_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3424622,47.6108846,521375_2,Any,Block,350.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606885,47.6252827,521406_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605527,47.6238784,521538_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606883,47.6253375,521543_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606874,47.6255564,521560_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.360543,47.6251826,521603_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606913,47.6248396,521620_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3606872,47.6256111,521642_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605414,47.625567,521644_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3361911,47.6044661,521671_2,Any,Block,650.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605427,47.6252346,521833_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605486,47.6244122,522012_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3605532,47.6238237,522015_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.360551,47.6240974,522076_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3607089,47.6241308,522510_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.360689,47.6251733,522585_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3199621,47.6248064,522594_2,Any,Block,400.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3579142,47.6252771,522818_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3459891,47.6271897,522823_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3180887,47.6179227,522904_2,Any,Block,350.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3180945,47.618292,522915_2,Any,Block,350.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3180922,47.6181443,523019_2,Any,Block,350.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
,Public,NoCharger,non-res,,,-122.3451831,47.6271045,523045_2,Any,Block,300.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59
