taz,parkingType,chargingPointType,housingType,propertyType,county,locationX,locationY,parkingZoneId,reservedFor,pricingModel,feeInCents,numStalls,timeRestrictions
,Commercial,NoCharger,non-res,,,-122.3440842,47.61440172,521354,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3594266,47.62037496,521389,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3593882,47.6227607,521390,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3441952,47.61191358,521393,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.360544,47.62500189,521395,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3429172,47.61136146,521405,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3302196,47.59949562,521415,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.353065,47.61734962,521425,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3433583,47.61278103,521432,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3526047,47.61802306,521455,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.316911,47.61196635,521459,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3354982,47.60375003,521514,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.334231,47.60601717,521536,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3194699,47.6206592,521550,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3447783,47.61342773,521553,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3469255,47.61351314,521554,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.359295,47.62111614,521589,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.316904,47.61217217,521591,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3167171,47.61428866,521605,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3355781,47.60579587,521614,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.336858,47.60719493,521617,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3409899,47.61002384,521639,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3605447,47.6249198,521643,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3347312,47.60487007,521682,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3605677,47.62238959,521702,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3515835,47.6252054,521748,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3194668,47.62046085,521755,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3450827,47.61243822,521756,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3156262,47.61353421,521762,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3368451,47.60522278,521777,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3195166,47.61271324,521802,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3337452,47.60347916,521823,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3554972,47.62408,521835,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3548556,47.61840181,521855,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3380785,47.60652839,521878,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3314383,47.6006915,521896,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3620224,47.62249947,521910,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3314382,47.60074628,521938,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3406123,47.6111643,521939,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3334171,47.60342783,521943,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3420128,47.61296939,521956,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3314472,47.59935102,521957,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3472506,47.61606622,521962,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3473708,47.6149609,521966,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.349773,47.61540495,521967,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3194661,47.62041434,521991,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3314383,47.60071889,522065,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.359386,47.62309713,522067,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.36069,47.6250065,522072,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3592735,47.62400586,522089,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3405836,47.61232103,522097,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3607106,47.62283546,522119,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3553421,47.62173563,522133,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.338508,47.60700307,522176,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3424712,47.61322589,522216,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3514945,47.61621549,522231,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3167018,47.61333298,522258,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3422517,47.61094952,522270,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3194638,47.62027344,522293,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3340578,47.59763511,522297,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3155952,47.61489221,522306,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3194628,47.62021052,522319,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3384912,47.60729214,522331,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3490346,47.61476804,522373,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3434873,47.61149119,522385,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.348093,47.61420028,522430,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3520552,47.61653925,522436,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3340578,47.59758576,522468,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3453289,47.61395352,522475,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3340583,47.59679349,522512,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.316696,47.61326391,522524,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3492349,47.61625981,522526,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3592749,47.62383056,522536,Any,Block,0,0,
,Commercial,NoCharger,non-res,,,-122.3128178,47.61886436,522556,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3127152,47.6228135,522571,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3141661,47.61481473,522587,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.324581,47.61546131,522607,Any,Block,0,0,
,Public,NoCharger,non-res,,,-122.3454429,47.61430671,522618,Any,Block,0,0,
