tourId,departureTimeInSec,departureLocationZone,maxTourDurationInSec,departureLocationX,departureLocationY
b2b-all-1103447-1-0md-d-0-0,23880,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-0-1,34500,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-0-2,31680,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-1-3,25320,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-1-4,26220,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-1-5,26100,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-2-6,23880,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-2-7,25320,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-2-8,23880,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-3-9,28620,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-3-10,24180,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-3-11,32100,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-4-12,30600,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-4-13,24000,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-4-14,25860,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-5-15,27300,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-5-16,24180,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-5-17,23880,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-6-18,29580,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-1md-d-19,37260,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-1md-d-20,37260,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-1md-d-21,37260,3903,3600,-121.78016460504222,47.87020262389638
b2b-all-2351681-1-2hdt-d-22,44400,3609,3600,-122.31215523558774,47.81567610469518
b2b-all-2353880-1-3hdt-d-23,32700,3589,3600,-122.32929698162673,47.79902637127254
b2b-all-2353880-1-3hdt-d-24,32700,3589,3600,-122.32929698162673,47.79902637127254
b2b-all-2353880-1-4hdt-d-25,32880,3589,3600,-122.32929698162673,47.79902637127254
b2b-all-2353888-1-5hdt-d-26,37320,3181,3600,-122.78632803662592,47.22639486964006
b2b-all-2354546-1-6md-d-27,42600,3854,3600,-122.3511167179784,48.245681179769456
b2b-all-2355276-1-7hdv-d-28,29940,3817,3600,-122.1681014623342,48.085244490126605
b2b-all-2355276-1-7hdv-d-29,25200,3817,3600,-122.1681014623342,48.085244490126605
b2b-all-2355276-1-7hdv-d-30,22620,3817,3600,-122.1681014623342,48.085244490126605
b2b-all-2355277-1-8hdt-d-31,34080,3248,3600,-122.27898590082864,46.780349970145245
b2b-all-29410-1-9md-d-32,29880,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d-33,29760,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d-34,19200,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d-35,16980,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d-36,26640,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d-37,22080,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d-38,21480,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29411-2-10hdv-d-39,34140,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29411-2-10hdv-d-40,29100,3860,3600,-122.1886102698234,48.25483440069347
b2b-all-29413-4-11hdv-d-41,45180,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29413-4-11hdv-d-42,45180,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29413-4-11hdv-d-43,45180,3888,3600,-121.92936699291944,48.12187252269389
b2b-all-29735-4-12hdv-d-44,24720,3191,3600,-122.57651020224824,47.02778595901859
