carrierId,tourId,vehicleId,vehicleTypeId,warehouseZone,warehouseX,warehouseY
b2b-all-1103447-1-0md-d-0,b2b-all-1103447-1-0md-d-0-0,b2b-all-1103447-1-0md-d-0-0,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-0,b2b-all-1103447-1-0md-d-0-1,b2b-all-1103447-1-0md-d-0-4,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-0,b2b-all-1103447-1-0md-d-0-2,b2b-all-1103447-1-0md-d-0-5,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-1,b2b-all-1103447-1-0md-d-1-3,b2b-all-1103447-1-0md-d-1-21,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-1,b2b-all-1103447-1-0md-d-1-4,b2b-all-1103447-1-0md-d-1-25,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-1,b2b-all-1103447-1-0md-d-1-5,b2b-all-1103447-1-0md-d-1-26,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-2,b2b-all-1103447-1-0md-d-2-6,b2b-all-1103447-1-0md-d-2-42,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-2,b2b-all-1103447-1-0md-d-2-7,b2b-all-1103447-1-0md-d-2-46,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-2,b2b-all-1103447-1-0md-d-2-8,b2b-all-1103447-1-0md-d-2-47,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-3,b2b-all-1103447-1-0md-d-3-9,b2b-all-1103447-1-0md-d-3-63,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-3,b2b-all-1103447-1-0md-d-3-10,b2b-all-1103447-1-0md-d-3-67,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-3,b2b-all-1103447-1-0md-d-3-11,b2b-all-1103447-1-0md-d-3-68,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-4,b2b-all-1103447-1-0md-d-4-12,b2b-all-1103447-1-0md-d-4-84,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-4,b2b-all-1103447-1-0md-d-4-13,b2b-all-1103447-1-0md-d-4-88,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-4,b2b-all-1103447-1-0md-d-4-14,b2b-all-1103447-1-0md-d-4-89,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-5,b2b-all-1103447-1-0md-d-5-15,b2b-all-1103447-1-0md-d-5-105,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-5,b2b-all-1103447-1-0md-d-5-16,b2b-all-1103447-1-0md-d-5-109,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-5,b2b-all-1103447-1-0md-d-5-17,b2b-all-1103447-1-0md-d-5-110,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-0md-d-6,b2b-all-1103447-1-0md-d-6-18,b2b-all-1103447-1-0md-d-6-131,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-1md-d,b2b-all-1103447-1-1md-d-19,b2b-all-1103447-1-1md-d-150,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-1md-d,b2b-all-1103447-1-1md-d-20,b2b-all-1103447-1-1md-d-151,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-1103447-1-1md-d,b2b-all-1103447-1-1md-d-21,b2b-all-1103447-1-1md-d-152,freight-md-D-Diesel-Baseline,3903,-121.78016460504222,47.87020262389638
b2b-all-2351681-1-2hdt-d,b2b-all-2351681-1-2hdt-d-22,b2b-all-2351681-1-2hdt-d-178,freight-hdt-D-Diesel-Baseline,3609,-122.31215523558774,47.81567610469518
b2b-all-2353880-1-3hdt-d,b2b-all-2353880-1-3hdt-d-23,b2b-all-2353880-1-3hdt-d-194,freight-hdt-D-Diesel-Baseline,3589,-122.32929698162673,47.79902637127254
b2b-all-2353880-1-3hdt-d,b2b-all-2353880-1-3hdt-d-24,b2b-all-2353880-1-3hdt-d-199,freight-hdt-D-Diesel-Baseline,3589,-122.32929698162673,47.79902637127254
b2b-all-2353880-1-4hdt-d,b2b-all-2353880-1-4hdt-d-25,b2b-all-2353880-1-4hdt-d-220,freight-hdt-D-Diesel-Baseline,3589,-122.32929698162673,47.79902637127254
b2b-all-2353888-1-5hdt-d,b2b-all-2353888-1-5hdt-d-26,b2b-all-2353888-1-5hdt-d-241,freight-hdt-D-Diesel-Baseline,3181,-122.78632803662592,47.22639486964006
b2b-all-2354546-1-6md-d,b2b-all-2354546-1-6md-d-27,b2b-all-2354546-1-6md-d-257,freight-md-D-Diesel-Baseline,3854,-122.3511167179784,48.245681179769456
b2b-all-2355276-1-7hdv-d,b2b-all-2355276-1-7hdv-d-28,b2b-all-2355276-1-7hdv-d-286,freight-hdv-D-Diesel-Baseline,3817,-122.1681014623342,48.085244490126605
b2b-all-2355276-1-7hdv-d,b2b-all-2355276-1-7hdv-d-29,b2b-all-2355276-1-7hdv-d-287,freight-hdv-D-Diesel-Baseline,3817,-122.1681014623342,48.085244490126605
b2b-all-2355276-1-7hdv-d,b2b-all-2355276-1-7hdv-d-30,b2b-all-2355276-1-7hdv-d-288,freight-hdv-D-Diesel-Baseline,3817,-122.1681014623342,48.085244490126605
b2b-all-2355277-1-8hdt-d,b2b-all-2355277-1-8hdt-d-31,b2b-all-2355277-1-8hdt-d-304,freight-hdt-D-Diesel-Baseline,3248,-122.27898590082864,46.780349970145245
b2b-all-29410-1-9md-d,b2b-all-29410-1-9md-d-32,b2b-all-29410-1-9md-d-315,freight-md-D-Diesel-Baseline,3860,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d,b2b-all-29410-1-9md-d-33,b2b-all-29410-1-9md-d-316,freight-md-D-Diesel-Baseline,3860,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d,b2b-all-29410-1-9md-d-34,b2b-all-29410-1-9md-d-317,freight-md-D-Diesel-Baseline,3860,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d,b2b-all-29410-1-9md-d-35,b2b-all-29410-1-9md-d-332,freight-md-D-Diesel-Baseline,3860,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d,b2b-all-29410-1-9md-d-36,b2b-all-29410-1-9md-d-333,freight-md-D-Diesel-Baseline,3860,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d,b2b-all-29410-1-9md-d-37,b2b-all-29410-1-9md-d-334,freight-md-D-Diesel-Baseline,3860,-122.1886102698234,48.25483440069347
b2b-all-29410-1-9md-d,b2b-all-29410-1-9md-d-38,b2b-all-29410-1-9md-d-335,freight-md-D-Diesel-Baseline,3860,-122.1886102698234,48.25483440069347
b2b-all-29411-2-10hdv-d,b2b-all-29411-2-10hdv-d-39,b2b-all-29411-2-10hdv-d-370,freight-hdv-D-Diesel-Baseline,3860,-122.1886102698234,48.25483440069347
