OBJECTID,ElmerGeo_D,statefp10,countyfp10,county_nam,tractce10,blkgrpce10,geoid10,geoid_nm,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,xcoord,ycoord,land_acres,total_pop1,Shape__Are,Shape__Len,GEOID,geometry
1,1,53,033,King,031800,3,530330318003,530330318003,Block Group 3,G5030,S,7721649,366603,+47.4033807,-122.0977634,-122.09582676,47.40245133,1998.72919586,1261,87064295.513382,45782.6215997982,1,"POLYGON ((-122.11636893419758 47.404972296230575, -122.11694029971481 47.4057456933186, -122.11696973612466 47.40587726796285, -122.11224810817079 47.40600497935351, -122.11196210601102 47.406012980579746, -122.1119611092792 47.40648898052512, -122.11196111552215 47.40760498096124, -122.11196712038408 47.408472981490505, -122.11197612722833 47.40967298212414, -122.11195613185805 47.41033398239179, -122.11192713705906 47.41131498312014, -122.11190014252288 47.41226698376082, -122.10587709913672 47.41235701285218, -122.10310507856835 47.41239902665799, -122.10207707191869 47.41237403165487, -122.10176506896894 47.41236703321236, -122.10146406706544 47.41237003441679, -122.09935505134918 47.4123920449381, -122.09636103002374 47.412351059101844, -122.09597002738394 47.412337061355046, -122.09596303341844 47.41359306164418, -122.09599603960494 47.41490906109852, -122.0960280450361 47.415963060572025, -122.09607905032223 47.41676106029318, -122.09606505538176 47.41784706052154, -122.09606405518392 47.41788906028259, -122.09605306001228 47.418775060121355, -122.09604406285635 47.41941606048515, -122.09602906910922 47.4205530597154, -122.09747708508502 47.42161305297432, -122.09779808882384 47.42184705227358, -122.09855309820061 47.42239904868468, -122.09865309877661 47.42246704799093, -122.09873309937345 47.42251004781944, -122.09915510377499 47.422709045561696, -122.0992151045464 47.422792045076115, -122.09925110578851 47.4229010453775, -122.09903010375173 47.422894045812384, -122.09867010131262 47.422895047591844, -122.09587407886954 47.422897060072806, -122.09475407033085 47.42290006603761, -122.09394206380209 47.42290106942846, -122.09085603922753 47.422905083251244, -122.08775701521549 47.42291309701237, -122.08652800639493 47.42291310273603, -122.08520599588122 47.422916108658185, -122.0851119947958 47.422922108865734, -122.08468699185187 47.422915111540384, -122.0841629868331 47.422914113267254, -122.08353698241908 47.422869116125725, -122.08333798080231 47.42284311729818, -122.08315597956918 47.42281211803709, -122.08319397904498 47.42273711785108, -122.08324197864243 47.42259011769511, -122.08326197830701 47.42247011789176, -122.08335297658907 47.42178811756847, -122.0834939750364 47.421268117758224, -122.0835189742606 47.4210681175713, -122.08351897446593 47.42105511721194, -122.08349897322445 47.4209251174857, -122.08345197298414 47.42079311811758, -122.0834139715374 47.420712117747776, -122.08330396998599 47.420525119143505, -122.08315496831281 47.42031411956219, -122.08286996429966 47.4199841214515, -122.08268896222553 47.41972612250965, -122.08236895666697 47.41916312433397, -122.08221195499526 47.4189341244664, -122.08188595038823 47.41854412679224, -122.08182394979812 47.41847212682138, -122.08145694554479 47.41804812857574, -122.08100093911253 47.41749913119004, -122.08042393190804 47.41674513412002, -122.07999692638911 47.41615813695888, -122.07983492398537 47.41592413809934, -122.07989892386755 47.41582513810504, -122.08011992475406 47.415530136952434, -122.08016292468263 47.415444137008556, -122.08020892390574 47.415312136872764, -122.08023492375901 47.41521213620239, -122.0803159223816 47.41471213675294, -122.0804399213532 47.41431113569427, -122.0806819197816 47.41355913516152, -122.08085791914279 47.41307713478888, -122.0809209194289 47.41293413451739, -122.08108691912346 47.41271013409918, -122.0812029195732 47.41258013327278, -122.08145292097564 47.412419132121094, -122.08164392184266 47.41232413117506, -122.08187492377915 47.41226013033284, -122.082862930022 47.41206912615137, -122.08323493283618 47.411979123930905, -122.08339193340798 47.41193012310017, -122.08370093539727 47.41182112222312, -122.0839019357197 47.411745120770995, -122.08402093672575 47.411700120467835, -122.08406593730118 47.411682120222984, -122.08442293904602 47.41153611867095, -122.08461094047728 47.41145411730695, -122.0847049406927 47.4113981173455, -122.08473994070805 47.41136611686737, -122.08477894033209 47.41132411683792, -122.08484294125007 47.411226116868995, -122.08486394006523 47.411178116804095, -122.08488694013758 47.41109711607495, -122.08489694049003 47.411019115918194, -122.08489393960399 47.41091811654154, -122.08485393855707 47.41063811698359, -122.08482093732498 47.410501116884554, -122.08477693614846 47.4103281175782, -122.08474093554871 47.4102311177785, -122.0846269340491 47.41000011827077, -122.08457893286692 47.40992311850859, -122.08442293070539 47.40971511916387, -122.08423392839708 47.40947912012568, -122.08273790970726 47.4076051286684, -122.08211090267739 47.40686813227859, -122.08169389669402 47.40625113566138, -122.08157789487862 47.40606313610424, -122.0811358889652 47.40527913846478, -122.08105788706122 47.405141138945034, -122.08098088593592 47.40500213974748, -122.08048787913377 47.40413314322899, -122.08036187717381 47.403883143919295, -122.08028987566992 47.40371714406703, -122.08025287537802 47.40360414469576, -122.08021687474134 47.40345214499413, -122.08019987385761 47.403330144952115, -122.08019587290056 47.403230145221066, -122.08021587127278 47.4028311452535, -122.08023986659465 47.40148414627767, -122.08024586400705 47.401050145910794, -122.08025686060643 47.40022614701098, -122.0802898590379 47.39968014658381, -122.08028585727291 47.39920114734332, -122.08028085532355 47.398723147732056, -122.08028984802253 47.39712314850674, -122.08032883685176 47.39424915083712, -122.08032883590415 47.39421015074928, -122.0803548289776 47.39234115228311, -122.08037482218249 47.390632153222555, -122.08037781917997 47.390025153575934, -122.08037981760965 47.38969215328264, -122.08040081005402 47.38791815524771, -122.08040880738544 47.38712615536952, -122.08040980630189 47.38697915573872, -122.08061780814928 47.38697915435867, -122.08374282665616 47.386979136182966, -122.08496483389472 47.386982129104645, -122.0852978354859 47.38698312763468, -122.08563183834451 47.386983125504834, -122.0861448406073 47.38698312221698, -122.08839685374238 47.38698510903652, -122.09083686948722 47.38698709558204, -122.09101587061687 47.38698809429645, -122.09127487151802 47.38698809256843, -122.09164987447089 47.38698909073145, -122.09202387632762 47.38699108829073, -122.09351888487106 47.38700107971251, -122.09430688937486 47.38700307493016, -122.09492489403284 47.3870070719876, -122.09626490185997 47.387017063574454, -122.09636690212326 47.3870180633543, -122.09763290976758 47.38702805627066, -122.09895691747116 47.38703504891526, -122.09908691933026 47.38703604814668, -122.10120993147066 47.38704303534877, -122.10159293360246 47.38704103337377, -122.1018459350289 47.38704103149699, -122.10243093903232 47.387040028302025, -122.10294194174966 47.38703602502661, -122.10357494609181 47.387033021396384, -122.10357894528704 47.38702802177672, -122.1052689558145 47.38701001178739, -122.1056469584264 47.387007009669496, -122.1068949658583 47.38699600221849, -122.10933297949936 47.38698498860622, -122.11008498419753 47.38698098461346, -122.11225899764644 47.38695197203866, -122.11222300648151 47.388665972499645, -122.11223101361192 47.38976697249065, -122.11223401568664 47.39026097304258, -122.11222202230937 47.39126897311659, -122.1122190396634 47.394174974582796, -122.11221203902348 47.39424897493953, -122.11220704159703 47.39463997458234, -122.11219304946354 47.39597397533947, -122.11218505982114 47.39771297655096, -122.11217706819482 47.39925997676274, -122.11214907996668 47.40137197798795, -122.1143650946688 47.40134196572822, -122.1158861049019 47.40133395797479, -122.11661610990484 47.4013299546211, -122.11755913629443 47.40451695061761, -122.11740366846567 47.404968917172816, -122.11636893419758 47.404972296230575))"
2,2,53,033,King,032002,2,530330320022,530330320022,Block Group 2,G5030,S,14273551,189028,+47.4408675,-122.0138338,-122.01362226,47.43962874,3573.86575988,1359,155676969.790771,61090.00371065799,2,"POLYGON ((-121.97773436609448 47.436905552712176, -121.97679536758832 47.43624955883577, -121.97585736791405 47.43559256503596, -121.97567336815013 47.43546356610546, -121.97621936674949 47.43535756401693, -121.97676136723449 47.435220562110516, -121.97741736619567 47.43500055943484, -121.9776913647881 47.43489155788509, -121.97947736303621 47.43418355158022, -121.97999536279791 47.43397854978284, -121.98107236085325 47.4335045457201, -121.98202635975709 47.433055542575495, -121.98266035808955 47.43273654049699, -121.98300535799494 47.43255053988731, -121.98351035716928 47.43227853760467, -121.98402335607702 47.43198953607983, -121.98456535559022 47.4316665347982, -121.98498535462822 47.43139953413548, -121.98519635440041 47.43126253285001, -121.98569535478316 47.43093753156169, -121.98584335466309 47.430838531679846, -121.9861893540968 47.43060653042421, -121.98645335358981 47.430415530141055, -121.98681435287284 47.43014352854988, -121.98721835263292 47.429826527790716, -121.9878763504771 47.42929052675779, -121.9883463507481 47.42890952592551, -121.98876435024077 47.42852652460247, -121.98985534852832 47.427493523326746, -121.99025434767687 47.427135522092655, -121.99088834667582 47.42661852135132, -121.9916723462321 47.42598251916458, -121.9929273444117 47.42508651694657, -121.99445234195386 47.424150512870526, -121.99479434162718 47.423940512151745, -121.99700533927677 47.42279150668833, -121.99814533857344 47.42228150341566, -121.99849033824306 47.42212750250198, -121.99997433666101 47.421537498214356, -122.00503436524589 47.41960548191483, -122.00733238189325 47.41872847400213, -122.0075783838283 47.4186334725497, -122.0114624123076 47.41715145907491, -122.01355642791586 47.41635345183414, -122.01565944265582 47.41552044422038, -122.01578344425299 47.41584144268893, -122.01581744502616 47.41599044200753, -122.01586144537553 47.41617544178091, -122.01586144523624 47.416505440504444, -122.01579944472307 47.416908439762246, -122.01572644472724 47.417229439297216, -122.01567244426248 47.417653438405054, -122.01566744566689 47.4180254375043, -122.01566044530547 47.41862643525112, -122.01564644691705 47.41981743208505, -122.01563744730846 47.42065142964862, -122.01563544774868 47.42080342950426, -122.01562244850054 47.42216342507905, -122.01562744858192 47.42259942381026, -122.0156374495311 47.4233534214853, -122.01568645187078 47.42510541674998, -122.01568345338231 47.42605541407873, -122.01782447017905 47.42605440386802, -122.01974948506168 47.42608039587816, -122.02145949948635 47.42608338786487, -122.02354551626921 47.4260973791693, -122.02491252743087 47.426098372968234, -122.02631253804584 47.42612336705513, -122.02662754090456 47.4261483650817, -122.02683554252216 47.42617936452465, -122.02710254412487 47.42623736263844, -122.02749354820308 47.42634436063763, -122.02777855041683 47.426431359473774, -122.02805355278687 47.42653135794981, -122.02817355441846 47.42658535727718, -122.02833755493495 47.42667135618929, -122.02857555675563 47.42680535492542, -122.02895056127574 47.42703435254668, -122.0290635619371 47.427095352185, -122.02920856308643 47.42716235136964, -122.02951356528041 47.42728534961136, -122.03001357018867 47.42746134765064, -122.03069057654217 47.42768534364919, -122.03116658000727 47.42799134122669, -122.031297581584 47.42804234075066, -122.03142958273921 47.428070339938536, -122.03149858296204 47.428077339456756, -122.03157958442937 47.428079339239446, -122.0317285854471 47.428066338001216, -122.03192658666156 47.42803333792072, -122.03203258682365 47.42802433698128, -122.0321405885049 47.428021336316014, -122.03224758970597 47.428025336480644, -122.03235259050852 47.42803533606977, -122.03245759128389 47.428051335516244, -122.03255959224623 47.428073335074345, -122.03265859208103 47.428101333866856, -122.03275259319109 47.428135334149644, -122.03284359410767 47.42817433338428, -122.03303459588254 47.4282823324076, -122.03328259766776 47.428374331127905, -122.03342659909501 47.42843533026424, -122.03369160152099 47.42856432894654, -122.03423760634321 47.42887032555667, -122.03435960826685 47.42893832478102, -122.03532961728874 47.4294013197853, -122.03577162138727 47.42957531728836, -122.0360106233024 47.42967931651671, -122.03610762330938 47.42972231548645, -122.03643162668637 47.4298783140669, -122.03656262767223 47.429981312992126, -122.03680563040146 47.43020231142733, -122.03723863512961 47.43067930879047, -122.0379746425498 47.43152530394543, -122.03833064720861 47.43203630167334, -122.03845064856054 47.43222630068854, -122.0384876485816 47.43231530049218, -122.03851464982975 47.432413299487166, -122.03852664936755 47.43250629998071, -122.03869165317599 47.43328729709525, -122.03883765573363 47.433907295875954, -122.0389846581634 47.434526293492034, -122.0390676588308 47.43486129271396, -122.0391906610662 47.43524429161447, -122.03949066544429 47.4359772886913, -122.03983766951957 47.43671528564797, -122.03985866939234 47.43680128536388, -122.03986467019469 47.436984285236676, -122.03986267012947 47.437110285122536, -122.03978067118773 47.43747628402176, -122.03967167148852 47.43796328371451, -122.03964567165474 47.43815228313069, -122.03963667146077 47.43835228301128, -122.0396586719559 47.43868628212305, -122.03967567304288 47.43885528228617, -122.03974567498037 47.43928928042356, -122.03976967474478 47.43938428058643, -122.0398236762047 47.43951527972948, -122.03991267652215 47.439658279639495, -122.04003067765288 47.439790278836256, -122.04009967870697 47.43985227781827, -122.04025568071152 47.43996527691702, -122.04054968394773 47.44012627610901, -122.04076168487983 47.4402212747627, -122.04099268800756 47.440300273712054, -122.04137369168586 47.44040227214518, -122.04149769168318 47.440427271585804, -122.04158169238617 47.440438271143876, -122.04177169434377 47.4404442701511, -122.04194369621821 47.44042726953195, -122.04217969787118 47.440381268608405, -122.04232569903732 47.44034626854871, -122.04249570088814 47.44029726818017, -122.04274570309643 47.44021326746073, -122.04338270752653 47.43995926474081, -122.04352270818576 47.4398992649053, -122.04377171049545 47.439812263572236, -122.04399671298519 47.43975126296754, -122.04462471715863 47.43962226112778, -122.04506072152539 47.43952725892712, -122.04631873115368 47.43917325477551, -122.04688573607278 47.43900825342195, -122.04743474066512 47.43883125129147, -122.0475627412873 47.43878425099275, -122.04772774194339 47.43871224982983, -122.04787074392596 47.43863924990634, -122.04797474380733 47.438577249922155, -122.04828374700095 47.43844924829959, -122.04859774827476 47.43832624769698, -122.04973775722057 47.437907243302185, -122.05016776035008 47.43771624179118, -122.05035976160055 47.43762024203914, -122.05044376220823 47.43758824113046, -122.05053976341084 47.43756024113917, -122.05063876481304 47.43753724092034, -122.05073976486881 47.43752023982382, -122.05084376599115 47.43750923967346, -122.05094776727393 47.437505239704564, -122.05105276818253 47.4375062393833, -122.05115676884411 47.43751323889729, -122.05139577111295 47.43754723794945, -122.0516457737697 47.4376022360737, -122.05192377546672 47.437689235469975, -122.05211777719005 47.43776923471557, -122.05226077869871 47.437845233859704, -122.05240578007975 47.43793923286741, -122.05251378171437 47.43802723199893, -122.05258578224772 47.43809523174753, -122.05264978385145 47.43816623111578, -122.05312078940241 47.43878022905189, -122.05355779461391 47.439369225657586, -122.05438380473302 47.44046322130008, -122.0546088080555 47.44082421996793, -122.05470680969688 47.441009218819154, -122.05437780656709 47.44110022013624, -122.05420280533033 47.44115922056892, -122.05397680429296 47.441248221901006, -122.0538678031018 47.44129422161847, -122.05370880180075 47.441370222313374, -122.05355480121177 47.44145222292194, -122.053407799154 47.441538222960375, -122.05326779864956 47.44163022391808, -122.05236479242258 47.442118226693246, -122.05052277900046 47.44311223216433, -122.04890876594244 47.44398223671271, -122.04801975919936 47.44446023887288, -122.04768675714125 47.44462123987604, -122.04751175549053 47.44469524049462, -122.04718175315651 47.44481624188586, -122.0442577296599 47.44570125078249, -122.04113170359705 47.44664626108727, -122.0382276791029 47.44751526943613, -122.03718366903965 47.447825272783746, -122.03643866398227 47.448045274929626, -122.03541065403225 47.448350278486174, -122.03490865080659 47.448514279307744, -122.03476264930649 47.44857328012537, -122.03460564785446 47.448636280608866, -122.03435364586002 47.44876028126136, -122.03412464432874 47.448904281137, -122.03399164229154 47.44898928224446, -122.0337506404839 47.449175282176476, -122.03365363967927 47.449270282515904, -122.03343963846405 47.44947728277667, -122.032631632272 47.450355284083834, -122.03239863050106 47.45059628357981, -122.03171362591466 47.45133128483721, -122.03105962072871 47.45199728588612, -122.03052461762792 47.452591285813675, -122.02991261296472 47.45328228640506, -122.02922560665307 47.45401928723155, -122.0287466037111 47.45454328713509, -122.02798859794784 47.45537428852537, -122.02778859546744 47.455579287857375, -122.027594595059 47.455802288242076, -122.0267565875307 47.45671628936831, -122.02671658803496 47.45676128888352, -122.0265005854823 47.45706828871545, -122.02633558476839 47.457400288792556, -122.02629458499092 47.457515288496246, -122.02628258539595 47.457557288421675, -122.02625758529238 47.45764728795087, -122.02623658461935 47.457743288539326, -122.02622358462436 47.457861287855465, -122.02616358628619 47.45917228462246, -122.02612858786111 47.460354282205586, -122.0260995877551 47.46086328132041, -122.0260515876618 47.46108128020575, -122.0259695880434 47.4613302803694, -122.02458457416134 47.461773283380055, -122.02448057357627 47.461668284373026, -122.02368756538203 47.461309287919995, -122.02356556349518 47.46105028826691, -122.02329056013488 47.46086729030922, -122.02292455687171 47.460867290934715, -122.02213154868323 47.46083629378324, -122.02149054299163 47.4610492955422, -122.02115453926733 47.46076729729197, -122.02121553962091 47.46059129732445, -122.02106253842294 47.46035529813491, -122.01935352097586 47.46058430363351, -122.01886551649298 47.46069830446547, -122.01843851261967 47.46090430512026, -122.01773650573219 47.46123230662468, -122.01743150345503 47.46147630700713, -122.01657649543459 47.461629309329744, -122.01593548946366 47.46162931126067, -122.0153104833677 47.46146131377297, -122.01494447949341 47.46132431558691, -122.01436647322828 47.46096431844084, -122.01373846687076 47.46057532127, -122.01367746557975 47.46060532154574, -122.01309746046213 47.460499323183114, -122.0119384488902 47.460445327635306, -122.0118164471811 47.46050632737472, -122.01154144530649 47.460338329181866, -122.01125144184185 47.460155330686405, -122.01096143936279 47.45976633239931, -122.01032043247234 47.45987333460391, -122.00932842372927 47.46024733626819, -122.009130421666 47.46036933705657, -122.0085504147825 47.46015533944035, -122.00833741288216 47.46001034013125, -122.00809241083711 47.45977434166602, -122.00790940798893 47.45872034543654, -122.00800140898521 47.45848434586079, -122.00761940479877 47.45823234837744, -122.00685639727446 47.45794235128541, -122.00612439052765 47.45755335554592, -122.00568538574686 47.45728735780709, -122.00554438513744 47.45720235868936, -122.00536138308676 47.457217358828714, -122.00452737432923 47.4571693614048, -122.00363736643934 47.45725536416187, -122.00342336476176 47.45721736540518, -122.0031333619206 47.4570193667236, -122.0029203593886 47.4565993688855, -122.0025693553764 47.45634737072849, -122.00229435309404 47.45614137229485, -122.00101134265981 47.455905378311265, -122.00063034376319 47.455722380733405, -122.0006453432296 47.45562338066128, -122.00029434418398 47.45480038518538, -122.00021834406631 47.454464386839774, -121.99979134387225 47.45413639038234, -121.99973034388833 47.45379239167955, -122.00023334419056 47.453228391504666, -122.00058434265827 47.452198392372104, -122.00040134303377 47.4519693945534, -122.00037034344416 47.45186239522887, -121.99916534468379 47.45138240266467, -121.99887534517333 47.451046405224325, -121.99858534584595 47.45171740452567, -121.99841734582654 47.45171740558743, -121.99783734636968 47.45085641173268, -121.99727334720914 47.45071141523189, -121.9962513486928 47.450528421387894, -121.9961743482368 47.45033042161634, -121.99609834908985 47.45013942341761, -121.99582334951877 47.45004742488542, -121.9955333501759 47.450192425605835, -121.99524335012407 47.45008642792191, -121.99518235047702 47.44995642861834, -121.99489335073785 47.44933043200259, -121.99467935018689 47.44913243323728, -121.99432835079007 47.44903343577964, -121.99411435107291 47.44892643755547, -121.99382435115601 47.44865143956178, -121.99368735219421 47.448460440807445, -121.99339735268289 47.44840744278411, -121.99232935354414 47.44840744829019, -121.99219235410666 47.44824744939523, -121.99176435438554 47.44769045339005, -121.99112435537455 47.44743245694818, -121.99149035449634 47.44647045866258, -121.99149035346882 47.446234459155335, -121.99120035467689 47.44575346191502, -121.99084935425037 47.44533346453905, -121.9909103542221 47.4450744653998, -121.99098635446681 47.44460146643805, -121.99069635357313 47.44376947016292, -121.99063535443146 47.44344947137542, -121.99034535448594 47.4432514732805, -121.98820935697277 47.44232048679814, -121.98785835772556 47.44248048828271, -121.98756835706466 47.44247249024347, -121.98729435762493 47.4424194912655, -121.98700435808996 47.442190493103006, -121.98686635829526 47.44189349457428, -121.98665335834151 47.441359497419135, -121.98622635885077 47.44112250075636, -121.98622635875714 47.44093950117326, -121.98587535889551 47.44064950333441, -121.98502035960357 47.440290508524555, -121.9852343599792 47.4400695080729, -121.98515735925918 47.439978509117005, -121.98416636052137 47.43987151355284, -121.98373836078227 47.43947451677954, -121.98352536121091 47.43900151966258, -121.98350936083297 47.43889451956091, -121.98309736073276 47.438765521954174, -121.98280836136391 47.438803523745015, -121.98231936209153 47.43867352657927, -121.98167736327306 47.4386125297547, -121.9810373640516 47.43836053347727, -121.97954136545533 47.43775054190008, -121.97790936665113 47.43697955181385, -121.97773436609448 47.436905552712176), (-122.00950591063186 47.449590626638944, -122.00964136601843 47.44951630007554, -122.01025685819683 47.44935628020224, -122.01079370025793 47.44918874485005, -122.01045607256732 47.448715884314126, -122.01022957621308 47.44760040774272, -122.01024675234146 47.44702383903426, -122.00970974099877 47.4470657034607, -122.0080828424354 47.4468422729636, -122.0080187019303 47.44681771053029, -122.0078419956617 47.44693272996803, -122.00775417903216 47.446961549361866, -122.00768137581608 47.44700559745523, -122.00730066476086 47.4471191245612, -122.00710079240902 47.44792800307585, -122.00706924445326 47.447969085682224, -122.00710551603929 47.44834167010485, -122.0070444159213 47.448795174749925, -122.00814628756598 47.45039209280395, -122.00825579070003 47.450323542337294, -122.0083507599003 47.45022446140132, -122.00886324264818 47.44994326388553, -122.00934763099323 47.449640019694414, -122.00950591063186 47.449590626638944), (-121.98482568820785 47.43710729614698, -121.9848380494754 47.437116089355975, -121.9929236693727 47.44505354158029, -121.9964736347235 47.4481672198322, -121.99653855348241 47.447686086860514, -121.99681028009672 47.44695920920526, -121.99676481352682 47.44675226663032, -121.99680309952737 47.44390727048947, -121.9968082764767 47.443886335117135, -121.99680402500043 47.44386530405452, -121.99688487612335 47.44356019452071, -121.99670330155105 47.44331418202041, -121.99657795524097 47.44275173755549, -121.99628679406463 47.44264636610957, -121.99553071516442 47.44211375242022, -121.99434981934994 47.442229649204464, -121.99271413883851 47.44203858326397, -121.99124556955185 47.44151393980378, -121.9900878829698 47.440707083518944, -121.98935440031607 47.43969700579152, -121.98911690035025 47.43858258838827, -121.98913310648065 47.43776730806499, -121.98842170178712 47.43678126189422, -121.98818839225224 47.43566643794793, -121.98841049416389 47.43480460136611, -121.98779943470232 47.435502193649135, -121.98655218450533 47.436244982095715, -121.98565493075145 47.43650683259905, -121.98482568820785 47.43710729614698), (-122.04407608049593 47.440984459136295, -122.04106084055466 47.44074494259457, -122.04151486369591 47.44157695568445, -122.04153683810881 47.441945646703985, -122.04407608049593 47.440984459136295))"
