"speed_mph_float_bins","grade_percent_float_bins","mass_kg_float_bins","rate"
"(0, 5]","(-20, -19]","(11337.868, 11791.383]",0.32000186986916
"(0, 5]","(-20, -19]","(11791.383, 12244.898]",0.32000186986916
"(0, 5]","(-20, -19]","(12244.898, 12698.413]",0.32000186986916
"(0, 5]","(-20, -19]","(12698.413, 13151.927]",0.32000186986916
"(0, 5]","(-20, -19]","(13151.927, 13605.442]",0.32000186986916
"(0, 5]","(-20, -19]","(13605.442, 14058.957]",0.32000186986916
"(0, 5]","(-20, -19]","(14058.957, 14512.472]",0.32000186986916
"(0, 5]","(-20, -19]","(14512.472, 14965.986]",0.325590690789463
"(0, 5]","(-20, -19]","(14965.986, 15419.501]",0.325590690789463
"(0, 5]","(-20, -19]","(15419.501, 15873.016]",0.325590690789463
"(0, 5]","(-20, -19]","(15873.016, 16326.531]",0.325590690789463
"(0, 5]","(-20, -19]","(16326.531, 16780.045]",0.325590690789463
"(0, 5]","(-20, -19]","(16780.045, 17233.56]",0.333008925629702
"(0, 5]","(-20, -19]","(17233.56, 17687.075]",0.333008925629702
"(0, 5]","(-20, -19]","(17687.075, 18140.59]",0.326023494726058
"(0, 5]","(-20, -19]","(18140.59, 18594.104]",0.326023494726058
"(0, 5]","(-20, -19]","(18594.104, 19047.619]",0.326023494726058
"(0, 5]","(-20, -19]","(19047.619, 19501.134]",0.326875808357942
"(0, 5]","(-20, -19]","(19501.134, 19954.649]",0.326875808357942
"(0, 5]","(-20, -19]","(19954.649, 20408.163]",0.326875808357942
"(0, 5]","(-20, -19]","(20408.163, 20861.678]",0.326875808357942
"(0, 5]","(-20, -19]","(20861.678, 21315.193]",0.326875808357942
"(0, 5]","(-20, -19]","(21315.193, 21768.707]",0.3525692479915
"(0, 5]","(-20, -19]","(21768.707, 22222.222]",0.3525692479915
"(0, 5]","(-20, -19]","(22222.222, 22675.737]",0.319717879237834
"(0, 5]","(-20, -19]","(22675.737, 23129.252]",0.319717879237834
"(0, 5]","(-20, -19]","(23129.252, 23582.766]",0.319717879237834
"(0, 5]","(-20, -19]","(23582.766, 24036.281]",0.319717879237834
