carrierId,tourId,vehicleId,vehicleTypeId,depotZone,depotX,depotY,mesoZone,vehicleTypeIdOrig,vehicleIdOrig
6413572-1-hdt,b2b-393,ft-22196,ft-hdt-Dsl,530610413042,-122.25249971608254,47.926099446042905,530610413042.0,hdt_D_Diesel,b2b--c61-3048
6402564-1-mdv,b2b-415,ft-27a7e2,ft-mdv-Dsl,530610533024,-122.31610846863688,48.31193108584794,530579518002.0,mdv_D_Diesel,b2b--c61-3107
6407441-2-ld3,b2b-419,ft-07c0f8,ft-ld3-Gas,530610420053,-122.32046197827928,47.89724009194997,530610420053.0,ld3_G_Gasoline,b2b--c61-3120
6407441-2-ld3,b2b-421,ft-260c9f,ft-ld3-Gas,530610420053,-122.32046197827928,47.89724009194997,530610420053.0,ld3_G_Gasoline,b2b--c61-3134
6407441-3-mdv,b2b-430,ft-38c974,ft-mdv-Dsl,530610420053,-122.32046197827928,47.89724009194997,530610420053.0,mdv_D_Diesel,b2b--c61-3177
6407441-3-mdv,b2b-431,ft-fc024f,ft-mdv-Dsl,530610420053,-122.32046197827928,47.89724009194997,530610420053.0,mdv_D_Diesel,b2b--c61-3178
6407441-1-ld3,b2b-440,ft-c6500e,ft-ld3-Dsl,530610420053,-122.32046197827928,47.89724009194997,530610420053.0,ld3_D_Diesel,b2b--c61-3228
7369806-1-mdv,b2b-443,ft-815dc6,ft-mdv-Gas,530610533014,-122.31610846863688,48.31193108584794,530579519002.0,mdv_G_Gasoline,b2b--c61-3245
4964220-2-mdv,b2b-449,ft-5e518a,ft-mdv-Dsl,530530732003,-122.722177527917,47.06726163014591,410050210002.0,mdv_D_Diesel,b2b--c61-3274
6419135-1-mdv,b2b-468,ft-e60b02,ft-mdv-Dsl,530610524014,-122.10226308744468,47.92855376131855,530610524014.0,mdv_D_Diesel,b2b--c61-3345
6410767-1-mdv,b2b-481,ft-728352,ft-mdv-Dsl,530610418122,-122.25634511413016,47.884371289989055,530610418122.0,mdv_D_Diesel,b2b--c61-3412
6408451-1-mdv,b2b-486,ft-373459,ft-mdv-Dsl,530610514004,-122.31912797904904,47.81485600010468,530610514004.0,mdv_D_Diesel,b2b--c61-3431
7370913-1-mdv,b2b-510,ft-e82d3a,ft-mdv-Dsl,530610413042,-122.24353271927004,47.92767281571662,530610413042.0,mdv_D_Diesel,b2b--c61-3484
7370913-1-mdv,b2b-516,ft-a92da2,ft-mdv-Dsl,530610413042,-122.24353271927004,47.92767281571662,530610413042.0,mdv_D_Diesel,b2b--c61-3490
6416392-1-mdv,b2b-548,ft-ceac31,ft-mdv-Dsl,530610521042,-122.17775835311852,48.02198783245586,530610521042.0,mdv_D_Diesel,b2b--c61-3689
4954609-3-mdv,b2b-554,ft-4b03e2,ft-mdv-Dsl,530530732003,-122.722177527917,47.06726163014591,410030104001.0,mdv_D_Diesel,b2b--c61-3786
6418168-1-mdv,b2b-558,ft-673e6d,ft-mdv-Dsl,530610522041,-121.99871280442646,47.86694677862228,530610522041.0,mdv_D_Diesel,b2b--c61-3794
6418168-1-mdv,b2b-559,ft-19eaa8,ft-mdv-Dsl,530610522041,-121.99871280442646,47.86694677862228,530610522041.0,mdv_D_Diesel,b2b--c61-3817
6418687-1-hdt,b2b-568,ft-b290b9,ft-hdt-Dsl,530610413042,-122.2518814669692,47.92527260090906,530610413042.0,hdt_D_Diesel,b2b--c61-3832
6420282-1-hdt,b2b-594,ft-76ff73,ft-hdt-Dsl,530610519121,-122.11925088475886,47.800959821225376,530610519121.0,hdt_D_Diesel,b2b--c61-3905
6420282-1-hdt,b2b-597,ft-b6259c,ft-hdt-Dsl,530610519121,-122.11925088475886,47.800959821225376,530610519121.0,hdt_D_Diesel,b2b--c61-3908
6420282-1-hdt,b2b-598,ft-3e8ed1,ft-hdt-Dsl,530610519121,-122.11925088475886,47.800959821225376,530610519121.0,hdt_D_Diesel,b2b--c61-3909
6420282-2-hdt,b2b-604,ft-cd19a5,ft-hdt-Dsl,530610519121,-122.11925088475886,47.800959821225376,530610519121.0,hdt_D_Diesel,b2b--c61-3916
6420282-2-hdt,b2b-605,ft-509ff5,ft-hdt-Dsl,530610519121,-122.11925088475886,47.800959821225376,530610519121.0,hdt_D_Diesel,b2b--c61-3917
6420282-2-hdt,b2b-617,ft-853e63,ft-hdt-Dsl,530610519121,-122.11925088475886,47.800959821225376,530610519121.0,hdt_D_Diesel,b2b--c61-3929
7456341-1-mdv,b2b-622,ft-862162,ft-mdv-Gas,530610413042,-122.27767263448216,47.9409847014653,530610413042.0,mdv_G_Gasoline,b2b--c61-3953
6418291-1-mdv,b2b-632,ft-5fec52,ft-mdv-Dsl,530610419011,-122.27989836131236,47.90963103263001,530610419011.0,mdv_D_Diesel,b2b--c61-3992
7371476-1-mdv,b2b-633,ft-5bcc67,ft-mdv-Dsl,530610413042,-122.27906726554048,47.94032576558691,530610413042.0,mdv_D_Diesel,b2b--c61-3993
7371476-1-mdv,b2b-638,ft-093c11,ft-mdv-Dsl,530610413042,-122.27906726554048,47.94032576558691,530610413042.0,mdv_D_Diesel,b2b--c61-4025
7370227-1-mdv,b2b-641,ft-59576a,ft-mdv-Gas,530610519252,-122.19862545984908,47.79789151820408,530610519252.0,mdv_G_Gasoline,b2b--c61-4028
5042361-3-mdv,b2b-680,ft-b0e27a,ft-mdv-Dsl,530530732003,-122.722177527917,47.06726163014591,410670330003.0,mdv_D_Diesel,b2b--c61-4231
7370751-1-mdv,b2b-695,ft-13ce78,ft-mdv-Gas,530610413042,-122.25238576151972,47.92517161054546,530610413042.0,mdv_G_Gasoline,b2b--c61-4277
6418366-1-mdv,b2b-698,ft-20912e,ft-mdv-Gas,530610413042,-122.25774998745216,47.926982312125496,530610413042.0,mdv_G_Gasoline,b2b--c61-4279
7371503-1-hdt,b2b-705,ft-33c43d,ft-hdt-Dsl,530610521042,-122.17734112608488,48.01160379807855,530610521042.0,hdt_D_Diesel,b2b--c61-4304
6410751-5-mdv,b2b-709,ft-6ae978,ft-mdv-Dsl,530610419011,-122.278565430787,47.89788051859817,530610419011.0,mdv_D_Diesel,b2b--c61-4315
6410751-1-hdt,b2b-714,ft-1a0173,ft-hdt-Dsl,530610419011,-122.278565430787,47.89788051859817,530610419011.0,hdt_D_Diesel,b2b--c61-4330
6410751-2-hdv,b2b-722,ft-5f6dc9,ft-hdv-Dsl,530610419011,-122.278565430787,47.89788051859817,530610419011.0,hdv_D_Diesel,b2b--c61-4365
6308207-1-mdv,b2b-725,ft-dfcb34,ft-mdv-Dsl,530530732003,-122.722177527917,47.06726163014591,530150015023.0,mdv_D_Diesel,b2b--c61-4372
7371503-3-ld3,b2b-735,ft-b0b43c,ft-ld3-Gas,530610521042,-122.17734112608488,48.01160379807855,530610521042.0,ld3_G_Gasoline,b2b--c61-4394
6419895-1-mdv,b2b-741,ft-4fc18f,ft-mdv-Dsl,530610533011,-122.34309793662044,48.23989450050024,530610533011.0,mdv_D_Diesel,b2b--c61-4415
7456299-2-hdv,b2b-746,ft-3e0bd2,ft-hdv-Dsl,530610519252,-122.19996843485688,47.79900808333772,530610519252.0,hdv_D_Diesel,b2b--c61-4429
7456299-2-ld3,b2b-749,ft-ccd7e3,ft-ld3-Dsl,530610519252,-122.19996843485688,47.79900808333772,530610519252.0,ld3_D_Diesel,b2b--c61-4450
7456299-4-ld3,b2b-761,ft-0a6558,ft-ld3-Gas,530610519252,-122.19996843485688,47.79900808333772,530610519252.0,ld3_G_Gasoline,b2b--c61-4502
6382734-1-mdv,b2b-765,ft-5c46b8,ft-mdv-Dsl,530530730061,-122.722177527917,47.06726163014591,530419712001.0,mdv_D_Diesel,b2b--c61-4513
6419118-1-mdv,b2b-770,ft-98e7f4,ft-mdv-Dsl,530610522041,-122.00333584000164,47.87037421237599,530610522041.0,mdv_D_Diesel,b2b--c61-4525
6414763-1-mdv,b2b-775,ft-7dbd51,ft-mdv-Dsl,530610535071,-122.13691994937564,48.17989862906121,530610535071.0,mdv_D_Diesel,b2b--c61-4533
6411144-1-mdv,b2b-777,ft-399ab6,ft-mdv-Gas,530610405001,-122.17576098175418,47.98342219950675,530610405001.0,mdv_G_Gasoline,b2b--c61-4535
6412785-1-mdv,b2b-779,ft-0b3509,ft-mdv-Dsl,530610418122,-122.26309347203204,47.8824428508152,530610418122.0,mdv_D_Diesel,b2b--c61-4541
6416278-1-mdv,b2b-785,ft-c34a88,ft-mdv-Dsl,530610521042,-122.18332904406869,48.035293647866126,530610521042.0,mdv_D_Diesel,b2b--c61-4556
6416954-1-mdv,b2b-790,ft-b6717e,ft-mdv-Dsl,530610527061,-122.1350280788776,47.9874636355949,530610527061.0,mdv_D_Diesel,b2b--c61-4560
6307760-2-ld3,b2b-795,ft-4727fd,ft-ld3-Gas,530530730061,-122.722177527917,47.06726163014591,530150003001.0,ld3_G_Gasoline,b2b--c61-4572
6413025-1-mdv,b2b-801,ft-b93b59,ft-mdv-Gas,530610413042,-122.24347472133763,47.92779150658957,530610413042.0,mdv_G_Gasoline,b2b--c61-4584
6413025-1-mdv,b2b-805,ft-f5cfc6,ft-mdv-Gas,530610413042,-122.24347472133763,47.92779150658957,530610413042.0,mdv_G_Gasoline,b2b--c61-4616
6418764-1-mdv,b2b-808,ft-51e7e8,ft-mdv-Dsl,530610413042,-122.27679057973803,47.9421628489415,530610413042.0,mdv_D_Diesel,b2b--c61-4619
6418764-1-mdv,b2b-810,ft-855ea3,ft-mdv-Dsl,530610413042,-122.27679057973803,47.9421628489415,530610413042.0,mdv_D_Diesel,b2b--c61-4621
6436127-1-mdv,b2b-829,ft-c36b27,ft-mdv-Gas,530530726032,-122.722177527917,47.06726163014591,530670109101.0,mdv_G_Gasoline,b2b--c61-4714
7189741-3-mdv,b2b-843,ft-89c3b6,ft-mdv-Dsl,530530701001,-122.58014198329504,46.93344098049039,20095.0,mdv_D_Diesel,b2b--c61-4775
7189741-2-ld3,b2b-847,ft-5ae484,ft-ld3-Gas,530530701001,-122.722177527917,47.06726163014591,20095.0,ld3_G_Gasoline,b2b--c61-4785
6415405-1-mdv,b2b-849,ft-aed57c,ft-mdv-Dsl,530610528032,-122.18217546142309,48.124280831245095,530610528032.0,mdv_D_Diesel,b2b--c61-4787
6415405-1-mdv,b2b-857,ft-ec90e6,ft-mdv-Dsl,530610528032,-122.18217546142309,48.124280831245095,530610528032.0,mdv_D_Diesel,b2b--c61-4834
6415405-1-mdv,b2b-858,ft-14b785,ft-mdv-Dsl,530610528032,-122.18217546142309,48.124280831245095,530610528032.0,mdv_D_Diesel,b2b--c61-4825
6419611-1-mdv,b2b-878,ft-f89af8,ft-mdv-Dsl,530610524014,-122.10228964826,47.92912512045848,530610524014.0,mdv_D_Diesel,b2b--c61-4904
6419611-1-mdv,b2b-898,ft-0b9674,ft-mdv-Dsl,530610524014,-122.10228964826,47.92912512045848,530610524014.0,mdv_D_Diesel,b2b--c61-4924
6419611-1-mdv,b2b-910,ft-4aea3c,ft-mdv-Dsl,530610524014,-122.10228964826,47.92912512045848,530610524014.0,mdv_D_Diesel,b2b--c61-4936
6419611-1-mdv,b2b-919,ft-2ec445,ft-mdv-Dsl,530610524014,-122.10228964826,47.92912512045848,530610524014.0,mdv_D_Diesel,b2b--c61-5210
6289911-1-mdv,b2b-951,ft-1e651e,ft-mdv-Gas,530330315021,-121.4007171060678,47.41209531237868,530050113001.0,mdv_G_Gasoline,b2b--c61-5259
6408184-1-mdv,b2b-964,ft-b58226,ft-mdv-Dsl,530610515001,-122.31183986212164,47.82653669140341,530610515001.0,mdv_D_Diesel,b2b--c61-5293
6406012-1-mdv,b2b-966,ft-ed5414,ft-mdv-Dsl,530610504021,-122.33022554628975,47.80712128780092,530610504021.0,mdv_D_Diesel,b2b--c61-5302
6419416-1-mdv,b2b-968,ft-57009b,ft-mdv-Dsl,530610525041,-122.1005792195282,47.96735083793025,530610525041.0,mdv_D_Diesel,b2b--c61-5306
7357733-1-mdv,b2b-975,ft-47c199,ft-mdv-Dsl,530330315021,-121.4007171060678,47.41209531237868,530050108133.0,mdv_D_Diesel,b2b--c61-5319
7456330-1-mdv,b2b-985,ft-20584f,ft-mdv-Dsl,530610408002,-122.20690424151098,47.98104501256506,530610408002.0,mdv_D_Diesel,b2b--c61-5345
4954481-1-mdv,b2b-1001,ft-224419,ft-mdv-Gas,530530732003,-122.722177527917,47.06726163014591,410030104002.0,mdv_G_Gasoline,b2b--c61-5401
6419651-1-mdv,b2b-1031,ft-531f11,ft-mdv-Gas,530610533011,-122.37175814469856,48.24101885283303,530610533011.0,mdv_G_Gasoline,b2b--c61-5490
6419651-1-mdv,b2b-1035,ft-62749,ft-mdv-Gas,530610533011,-122.37175814469856,48.24101885283303,530610533011.0,mdv_G_Gasoline,b2b--c61-5494
7371098-1-hdt,b2b-1058,ft-d7c245,ft-hdv-Dsl,530610528032,-122.17831171864796,48.11749859788531,530610528032.0,hdv_D_Diesel,b2b--c61-5620
7371098-2-ld3,b2b-1064,ft-45e795,ft-ld3-Dsl,530610528032,-122.17831171864796,48.11749859788531,530610528032.0,ld3_D_Diesel,b2b--c61-5655
7371098-5-mdv,b2b-1073,ft-b1b96d,ft-mdv-Gas,530610528032,-122.17831171864796,48.11749859788531,530610528032.0,mdv_G_Gasoline,b2b--c61-5683
7370822-1-hdt,b2b-1088,ft-a7ba47,ft-hdt-Dsl,530610413042,-122.24305859196036,47.92757066917426,530610413042.0,hdt_D_Diesel,b2b--c61-5719
7370822-2-ld1,b2b-1096,ft-5e56b0,ft-ld1-Gas,530610413042,-122.24305859196036,47.92757066917426,530610413042.0,ld1_G_Gasoline,b2b--c61-5777
7371274-1-ld1,b2b-1102,ft-c639da,ft-ld1-Gas,530610529053,-122.17479857003504,48.06842024592935,530610529053.0,ld1_G_Gasoline,b2b--c61-5797
5025407-1-mdv,b2b-1119,ft-cba121,ft-mdv-Dsl,530530732003,-122.722177527917,47.06726163014591,410510073001.0,mdv_D_Diesel,b2b--c61-5846
7461577-1-mdv,b2b-1122,ft-1a8c32,ft-mdv-Gas,530610519261,-122.14676441932508,47.78456974273347,530610519261.0,mdv_G_Gasoline,b2b--c61-5848
6315796-5-mdv,b2b-1138,ft-c27b2d,ft-mdv-Gas,530350901011,-122.81132463993062,47.37273495305909,530319505002.0,mdv_G_Gasoline,b2b--c61-5912
6299644-1-mdv,b2b-1155,ft-136d12,ft-mdv-Dsl,530530732003,-122.722177527917,47.06726163014591,530110426003.0,mdv_D_Diesel,b2b--c61-5969
7190865-1-hdt,b2b-1163,ft-8ae8b9,ft-hdt-Dsl,530530732003,-122.722177527917,47.06726163014591,410470102021.0,hdt_D_Diesel,b2b--c61-5991
4959004-3-mdv,b2b-1167,ft-9e6717,ft-mdv-Dsl,530530732003,-122.722177527917,47.06726163014591,410050204012.0,mdv_D_Diesel,b2b--c61-6001
4959004-1-hdt,b2b-1168,ft-6c1064,ft-hdt-Dsl,530530732003,-122.722177527917,47.06726163014591,410050204012.0,hdt_D_Diesel,b2b--c61-6002
7369720-1-mdv,b2b-1175,ft-74ae64,ft-mdv-Dsl,530610533014,-122.31610846863688,48.31193108584794,530559605001.0,mdv_D_Diesel,b2b--c61-6026
7193717-1-hdt,b2b-1177,ft-12f8bf,ft-hdt-Dsl,530530732003,-122.722177527917,47.06726163014591,410510076001.0,hdt_D_Diesel,b2b--c61-6039
7186678-3-mdv,b2b-1184,ft-e27b4a,ft-mdv-Dsl,530530732003,-122.722177527917,47.06726163014591,410050204012.0,mdv_D_Diesel,b2b--c61-6052
6441318-1-mdv,b2b-1199,ft-a07a22,ft-mdv-Gas,530610533014,-122.31610846863688,48.31193108584794,530730007002.0,mdv_G_Gasoline,b2b--c61-6111
6420454-1-mdv,b2b-1200,ft-1fbb5a,ft-mdv-Dsl,530610519121,-122.11506049470474,47.79659367106172,530610519121.0,mdv_D_Diesel,b2b--c61-6116
6409689-1-mdv,b2b-1202,ft-85c9b9,ft-mdv-Dsl,530610519281,-122.24946307295652,47.847847556233184,530610519281.0,mdv_D_Diesel,b2b--c61-6118
6383981-1-mdv,b2b-1207,ft-93fd12,ft-mdv-Dsl,530530726023,-122.6255660082074,47.861264234272184,530459613001.0,mdv_D_Diesel,b2b--c61-6127
6418137-1-mdv,b2b-1238,ft-c78cae,ft-mdv-Dsl,530610522041,-122.00848325093138,47.86688214334936,530610522041.0,mdv_D_Diesel,b2b--c61-6255
6436255-3-mdv,b2b-1260,ft-6a7f2a,ft-mdv-Dsl,530530729061,-122.722177527917,47.06726163014591,530670108005.0,mdv_D_Diesel,b2b--c61-6424
6436255-3-mdv,b2b-1261,ft-462297,ft-mdv-Dsl,530530729061,-122.722177527917,47.06726163014591,530670108005.0,mdv_D_Diesel,b2b--c61-6430
6415181-1-mdv,b2b-1276,ft-27ee51,ft-mdv-Dsl,530610535071,-122.133739226579,48.17502874549145,530610535071.0,mdv_D_Diesel,b2b--c61-6467
6433106-1-mdv,b2b-1301,ft-4d689e,ft-mdv-Dsl,530530728001,-122.722177527917,47.06726163014591,530670107002.0,mdv_D_Diesel,b2b--c61-6569
6414708-1-mdv,b2b-1304,ft-4142ab,ft-mdv-Gas,530610537001,-121.60414749074825,48.25576393504328,530610537001.0,mdv_G_Gasoline,b2b--c61-6580
6417766-2-hdv,b2b-1308,ft-9bfe71,ft-hdv-Dsl,530610538024,-121.79696027934938,47.863571536233984,530610538024.0,hdv_D_Diesel,b2b--c61-6590
6417766-2-hdv,b2b-1311,ft-6fc131,ft-hdv-Dsl,530610538024,-121.79696027934938,47.863571536233984,530610538024.0,hdv_D_Diesel,b2b--c61-6593
6417766-2-hdv,b2b-1314,ft-57d713,ft-hdv-Dsl,530610538024,-121.79696027934938,47.863571536233984,530610538024.0,hdv_D_Diesel,b2b--c61-6636
6417766-2-hdv,b2b-1315,ft-56f011,ft-hdv-Dsl,530610538024,-121.79696027934938,47.863571536233984,530610538024.0,hdv_D_Diesel,b2b--c61-6637
6417766-1-hdt,b2b-1328,ft-bbb01d,ft-hdt-Dsl,530610538024,-121.79696027934938,47.863571536233984,530610538024.0,hdt_D_Diesel,b2b--c61-6650
6417766-1-hdt,b2b-1329,ft-ed79f9,ft-hdt-Dsl,530610538024,-121.79696027934938,47.863571536233984,530610538024.0,hdt_D_Diesel,b2b--c61-6651
6417766-1-hdt,b2b-1332,ft-4068e6,ft-hdt-Dsl,530610538024,-121.79696027934938,47.863571536233984,530610538024.0,hdt_D_Diesel,b2b--c61-6654
6417766-1-hdt,b2b-1343,ft-39c570,ft-hdt-Dsl,530610538024,-121.79696027934938,47.863571536233984,530610538024.0,hdt_D_Diesel,b2b--c61-6747
6413210-1-ld1,b2b-1356,ft-ad21b9,ft-ld1-Gas,530610413042,-122.25449057951027,47.9256827184604,530610413042.0,ld1_G_Gasoline,b2b--c61-6784
6417526-1-mdv,b2b-1366,ft-510415,ft-mdv-Gas,530610522041,-122.005389081234,47.86590345083103,530610522041.0,mdv_G_Gasoline,b2b--c61-6806
6409090-1-mdv,b2b-1372,ft-793146,ft-mdv-Dsl,530610514002,-122.32072518358449,47.80648877451488,530610514002.0,mdv_D_Diesel,b2b--c61-6826
6409090-1-ld3,b2b-1373,ft-c014e5,ft-ld3-Dsl,530610514002,-122.32072518358449,47.80648877451488,530610514002.0,ld3_D_Diesel,b2b--c61-6831
6419987-1-mdv,b2b-1376,ft-674677,ft-mdv-Dsl,530610533011,-122.37427572311915,48.23993160430623,530610533011.0,mdv_D_Diesel,b2b--c61-6842
6415671-1-mdv,b2b-1383,ft-5e2b1d,ft-mdv-Dsl,530610536021,-121.96844291811112,48.07955155130446,530610536021.0,mdv_D_Diesel,b2b--c61-6863
6407108-2-ld1,b2b-1394,ft-e5926e,ft-ld1-Gas,530610519222,-122.21198363876232,47.79995134868887,530610519222.0,ld1_G_Gasoline,b2b--c61-6940
6407108-1-hdt,b2b-1405,ft-a1a044,ft-hdt-Dsl,530610519222,-122.21198363876232,47.79995134868887,530610519222.0,hdt_D_Diesel,b2b--c61-6977
6407108-1-hdt,b2b-1411,ft-3d5c24,ft-hdt-Dsl,530610519222,-122.21198363876232,47.79995134868887,530610519222.0,hdt_D_Diesel,b2b--c61-6989
6407108-1-ld3,b2b-1416,ft-d47421,ft-ld3-Gas,530610519222,-122.21198363876232,47.79995134868887,530610519222.0,ld3_G_Gasoline,b2b--c61-7047
6410333-1-mdv,b2b-1449,ft-f180fe,ft-mdv-Dsl,530610519052,-122.27424905928568,47.82213064682972,530610519052.0,mdv_D_Diesel,b2b--c61-7181
6410333-1-mdv,b2b-1450,ft-850d5c,ft-mdv-Dsl,530610519052,-122.27424905928568,47.82213064682972,530610519052.0,mdv_D_Diesel,b2b--c61-7182
6411395-1-mdv,b2b-1458,ft-b3548c,ft-mdv-Dsl,530610408002,-122.21827475669602,47.98209850822149,530610408002.0,mdv_D_Diesel,b2b--c61-7197
6411395-1-mdv,b2b-1464,ft-b74808,ft-mdv-Dsl,530610408002,-122.21827475669602,47.98209850822149,530610408002.0,mdv_D_Diesel,b2b--c61-7204
6411395-1-mdv,b2b-1465,ft-aec07b,ft-mdv-Dsl,530610408002,-122.21827475669602,47.98209850822149,530610408002.0,mdv_D_Diesel,b2b--c61-7205
6411395-1-mdv,b2b-1477,ft-aa9ad0,ft-mdv-Dsl,530610408002,-122.21827475669602,47.98209850822149,530610408002.0,mdv_D_Diesel,b2b--c61-7387
